farm_id,crop_GDHTM,crop_CodingBits,crop_8bit,crop_Megalodon,crop_Orion,crop_DeepThinkers,consensus,n_agree,gdhtm_matches_consensus
330,Groundnut,Cotton,Rice,Cotton,Groundnut,Cotton,Cotton,3,False
331,Groundnut,Cotton,Rice,Cotton,Maize,Cotton,Cotton,3,False
332,Bajra,Groundnut,Bajra,Groundnut,Bajra,Cotton,Bajra,3,True
333,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Cotton,Groundnut,3,False
334,Cotton,Groundnut,Cotton,Groundnut,Cotton,Cotton,Cotton,4,True
335,Rice,Bajra,Bajra,Groundnut,Bajra,Groundnut,Bajra,3,False
336,Groundnut,Groundnut,Cotton,Groundnut,Bajra,Cotton,Groundnut,3,True
337,Groundnut,Groundnut,Cotton,Groundnut,Groundnut,Cotton,Groundnut,4,True
338,Groundnut,Rice,Cotton,Groundnut,Cotton,Cotton,Cotton,3,False
339,Groundnut,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,3,False
340,Rice,Cotton,Groundnut,Cotton,Maize,Groundnut,Cotton,2,False
341,Groundnut,Cotton,Cotton,Cotton,Maize,Groundnut,Cotton,3,False
342,Cotton,Cotton,Groundnut,Cotton,Maize,Groundnut,Cotton,3,True
343,Groundnut,Groundnut,Cotton,Groundnut,Maize,Maize,Groundnut,3,True
344,Cotton,Cotton,Cotton,Cotton,Rice,Maize,Cotton,4,True
345,Bajra,Groundnut,Bajra,Groundnut,Bajra,Cotton,Bajra,3,True
346,Bajra,Groundnut,Bajra,Groundnut,Bajra,Cotton,Bajra,3,True
347,Groundnut,Rice,Groundnut,Groundnut,Maize,Cotton,Groundnut,3,True
348,Bajra,Bajra,Bajra,Groundnut,Bajra,Cotton,Bajra,4,True
349,Rice,Cotton,Groundnut,Cotton,Groundnut,Cotton,Cotton,3,False
350,Groundnut,Groundnut,Rice,Rice,Maize,Bajra,Groundnut,2,True
351,Cotton,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,4,True
352,Groundnut,Groundnut,Cotton,Cotton,Cotton,Groundnut,Cotton,3,False
353,Groundnut,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,4,False
354,Bajra,Rice,Cotton,Groundnut,Maize,Cotton,Cotton,2,False
355,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
356,Groundnut,Groundnut,Cotton,Cotton,Groundnut,Groundnut,Groundnut,4,True
357,Groundnut,Cotton,Groundnut,Cotton,Maize,Bajra,Cotton,2,False
358,Groundnut,Groundnut,Rice,Rice,Maize,Bajra,Groundnut,2,True
359,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
360,Cotton,Groundnut,Groundnut,Groundnut,Bajra,Cotton,Groundnut,3,False
361,Groundnut,Cotton,Groundnut,Cotton,Maize,Cotton,Cotton,3,False
362,Groundnut,Cotton,Cotton,Cotton,Bajra,Groundnut,Cotton,3,False
363,Cotton,Groundnut,Maize,Rice,Maize,Cotton,Cotton,2,True
364,Groundnut,Cotton,Groundnut,Cotton,Maize,Bajra,Cotton,2,False
365,Bajra,Groundnut,Bajra,Groundnut,Bajra,Groundnut,Bajra,3,True
366,Groundnut,Cotton,Groundnut,Cotton,Maize,Cotton,Cotton,3,False
367,Bajra,Groundnut,Bajra,Groundnut,Bajra,Groundnut,Bajra,3,True
368,Groundnut,Rice,Cotton,Cotton,Maize,Groundnut,Cotton,2,False
369,Cotton,Groundnut,Cotton,Groundnut,Maize,Rice,Cotton,2,True
370,Cotton,Rice,Groundnut,Cotton,Groundnut,Cotton,Cotton,3,True
371,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
372,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
373,Groundnut,Cotton,Cotton,Cotton,Maize,Cotton,Cotton,4,False
374,Groundnut,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,4,False
375,Rice,Rice,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,3,False
376,Cotton,Groundnut,Rice,Groundnut,Groundnut,Groundnut,Groundnut,4,False
377,Rice,Cotton,Groundnut,Cotton,Maize,Groundnut,Cotton,2,False
378,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,6,True
379,Cotton,Groundnut,Rice,Groundnut,Maize,Rice,Groundnut,2,False
380,Cotton,Groundnut,Maize,Groundnut,Rice,Groundnut,Groundnut,3,False
381,Groundnut,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,4,False
382,Cotton,Rice,Cotton,Cotton,Cotton,Maize,Cotton,4,True
383,Cotton,Cotton,Cotton,Cotton,Maize,Cotton,Cotton,5,True
384,Cotton,Groundnut,Cotton,Cotton,Maize,Rice,Cotton,3,True
385,Cotton,Bajra,Cotton,Cotton,Maize,Rice,Cotton,3,True
386,Rice,Groundnut,Groundnut,Groundnut,Maize,Cotton,Groundnut,3,False
387,Rice,Groundnut,Cotton,Cotton,Maize,Maize,Cotton,2,False
388,Cotton,Groundnut,Cotton,Cotton,Groundnut,Cotton,Cotton,4,True
389,Cotton,Groundnut,Cotton,Cotton,Maize,Cotton,Cotton,4,True
390,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
391,Cotton,Groundnut,Cotton,Cotton,Groundnut,Cotton,Cotton,4,True
392,Cotton,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,4,True
393,Cotton,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,4,True
394,Cotton,Groundnut,Cotton,Cotton,Groundnut,Bajra,Cotton,3,True
395,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
396,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
397,Cotton,Groundnut,Cotton,Cotton,Groundnut,Bajra,Cotton,3,True
398,Cotton,Groundnut,Cotton,Cotton,Groundnut,Groundnut,Cotton,3,True
399,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
400,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
401,Cotton,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,4,True
402,Cotton,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,4,True
403,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
404,Cotton,Rice,Cotton,Cotton,Groundnut,Bajra,Cotton,3,True
405,Cotton,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,4,True
406,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
407,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
408,Cotton,Rice,Cotton,Cotton,Groundnut,Bajra,Cotton,3,True
409,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
410,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
411,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
412,Cotton,Bajra,Cotton,Cotton,Groundnut,Cotton,Cotton,4,True
413,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
414,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
415,Maize,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,3,False
416,Cotton,Rice,Cotton,Cotton,Groundnut,Maize,Cotton,3,True
417,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
418,Rice,Groundnut,Cotton,Cotton,Groundnut,Groundnut,Groundnut,3,False
419,Cotton,Cotton,Cotton,Rice,Groundnut,Groundnut,Cotton,3,True
420,Maize,Rice,Rice,Groundnut,Bajra,Maize,Maize,2,True
421,Groundnut,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,4,False
422,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,False
423,Maize,Cotton,Bajra,Cotton,Bajra,Bajra,Bajra,3,False
424,Groundnut,Cotton,Rice,Cotton,Maize,Cotton,Cotton,3,False
425,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
426,Groundnut,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,3,False
427,Groundnut,Groundnut,Groundnut,Groundnut,Bajra,Cotton,Groundnut,4,True
428,Groundnut,Bajra,Groundnut,Bajra,Bajra,Maize,Bajra,3,False
429,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
430,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
431,Cotton,Cotton,Rice,Cotton,Bajra,Cotton,Cotton,4,True
432,Bajra,Groundnut,Rice,Groundnut,Maize,Rice,Groundnut,2,False
433,Groundnut,Groundnut,Rice,Groundnut,Maize,Bajra,Groundnut,3,True
434,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
435,Bajra,Groundnut,Rice,Groundnut,Maize,Bajra,Bajra,2,True
436,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
437,Cotton,Groundnut,Rice,Groundnut,Maize,Bajra,Groundnut,2,False
438,Cotton,Groundnut,Rice,Groundnut,Maize,Bajra,Groundnut,2,False
439,Maize,Cotton,Maize,Rice,Bajra,Maize,Maize,3,True
440,Cotton,Cotton,Rice,Rice,Maize,Bajra,Cotton,2,True
441,Groundnut,Cotton,Rice,Cotton,Groundnut,Groundnut,Groundnut,3,True
442,Groundnut,Bajra,Rice,Groundnut,Cotton,Cotton,Cotton,2,False
443,Bajra,Cotton,Rice,Cotton,Maize,Rice,Cotton,2,False
444,Rice,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,4,False
445,Rice,Cotton,Groundnut,Cotton,Groundnut,Maize,Cotton,2,False
446,Cotton,Cotton,Groundnut,Cotton,Groundnut,Maize,Cotton,3,True
447,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
448,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
449,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
450,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
451,Cotton,Groundnut,Cotton,Cotton,Groundnut,Groundnut,Cotton,3,True
452,Rice,Cotton,Groundnut,Cotton,Cotton,Cotton,Cotton,4,False
453,Cotton,Cotton,Groundnut,Cotton,Groundnut,Groundnut,Cotton,3,True
454,Bajra,Maize,Rice,Rice,Bajra,Groundnut,Bajra,2,True
455,Bajra,Cotton,Rice,Cotton,Bajra,Maize,Bajra,2,True
456,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
457,Cotton,Cotton,Rice,Cotton,Maize,Bajra,Cotton,3,True
458,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
459,Rice,Groundnut,Groundnut,Groundnut,Cotton,Groundnut,Groundnut,4,False
460,Groundnut,Groundnut,Rice,Bajra,Maize,Cotton,Groundnut,2,True
461,Rice,Groundnut,Groundnut,Groundnut,Bajra,Cotton,Groundnut,3,False
462,Maize,Rice,Cotton,Cotton,Cotton,Cotton,Cotton,4,False
463,Rice,Cotton,Cotton,Cotton,Maize,Bajra,Cotton,3,False
464,Cotton,Groundnut,Cotton,Cotton,Cotton,Maize,Cotton,4,True
465,Cotton,Cotton,Cotton,Cotton,Groundnut,Groundnut,Cotton,4,True
466,Bajra,Rice,Rice,Groundnut,Maize,Rice,Rice,3,False
467,Groundnut,Cotton,Rice,Cotton,Maize,Cotton,Cotton,3,False
468,Rice,Groundnut,Groundnut,Groundnut,Maize,Groundnut,Groundnut,4,False
469,Cotton,Rice,Rice,Rice,Groundnut,Bajra,Rice,3,False
470,Cotton,Cotton,Rice,Rice,Maize,Rice,Rice,3,False
471,Cotton,Rice,Rice,Cotton,Groundnut,Rice,Rice,3,False
472,Cotton,Cotton,Rice,Cotton,Maize,Bajra,Cotton,3,True
473,Bajra,Groundnut,Rice,Rice,Bajra,Bajra,Bajra,3,True
474,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
475,Rice,Groundnut,Cotton,Cotton,Cotton,Bajra,Cotton,3,False
476,Groundnut,Cotton,Rice,Cotton,Bajra,Bajra,Bajra,2,False
477,Bajra,Cotton,Cotton,Bajra,Bajra,Bajra,Bajra,4,True
478,Bajra,Cotton,Rice,Cotton,Bajra,Bajra,Bajra,3,True
479,Bajra,Cotton,Cotton,Cotton,Maize,Bajra,Cotton,3,False
480,Groundnut,Cotton,Rice,Cotton,Maize,Bajra,Cotton,2,False
481,Bajra,Bajra,Groundnut,Groundnut,Bajra,Groundnut,Bajra,3,True
482,Cotton,Rice,Rice,Cotton,Groundnut,Bajra,Cotton,2,True
483,Maize,Cotton,Rice,Rice,Maize,Bajra,Maize,2,True
484,Cotton,Rice,Rice,Rice,Maize,Groundnut,Rice,3,False
485,Cotton,Groundnut,Rice,Groundnut,Maize,Bajra,Groundnut,2,False
486,Rice,Cotton,Groundnut,Cotton,Bajra,Cotton,Cotton,3,False
487,Bajra,Cotton,Rice,Cotton,Maize,Cotton,Cotton,3,False
488,Groundnut,Cotton,Rice,Cotton,Maize,Bajra,Cotton,2,False
489,Bajra,Rice,Rice,Cotton,Bajra,Bajra,Bajra,3,True
490,Groundnut,Groundnut,Rice,Bajra,Groundnut,Bajra,Groundnut,3,True
491,Bajra,Cotton,Rice,Cotton,Maize,Bajra,Bajra,2,True
492,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
493,Cotton,Cotton,Rice,Cotton,Maize,Rice,Cotton,3,True
494,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
495,Bajra,Cotton,Rice,Cotton,Bajra,Rice,Bajra,2,True
496,Cotton,Cotton,Cotton,Rice,Maize,Bajra,Cotton,3,True
497,Cotton,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,3,True
498,Bajra,Groundnut,Rice,Rice,Maize,Rice,Rice,3,False
499,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,False
500,Groundnut,Groundnut,Rice,Rice,Groundnut,Rice,Groundnut,3,True
501,Cotton,Cotton,Rice,Rice,Groundnut,Groundnut,Cotton,2,True
502,Cotton,Cotton,Groundnut,Cotton,Maize,Groundnut,Cotton,3,True
503,Bajra,Bajra,Bajra,Rice,Bajra,Groundnut,Bajra,4,True
504,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
505,Bajra,Bajra,Groundnut,Groundnut,Bajra,Groundnut,Bajra,3,True
506,Bajra,Bajra,Maize,Groundnut,Bajra,Cotton,Bajra,3,True
507,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,False
508,Bajra,Groundnut,Groundnut,Rice,Bajra,Cotton,Bajra,2,True
509,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Cotton,Groundnut,3,False
510,Cotton,Cotton,Rice,Cotton,Groundnut,Groundnut,Cotton,3,True
511,Maize,Groundnut,Bajra,Groundnut,Rice,Cotton,Groundnut,2,False
512,Cotton,Cotton,Rice,Cotton,Maize,Bajra,Cotton,3,True
513,Bajra,Groundnut,Cotton,Groundnut,Bajra,Cotton,Bajra,2,True
514,Groundnut,Groundnut,Cotton,Groundnut,Groundnut,Rice,Groundnut,4,True
515,Cotton,Groundnut,Rice,Rice,Maize,Groundnut,Groundnut,2,False
516,Bajra,Groundnut,Groundnut,Groundnut,Maize,Groundnut,Groundnut,4,False
517,Cotton,Rice,Rice,Rice,Rice,Groundnut,Rice,4,False
518,Bajra,Rice,Bajra,Groundnut,Bajra,Groundnut,Bajra,3,True
519,Cotton,Groundnut,Rice,Groundnut,Groundnut,Groundnut,Groundnut,4,False
520,Cotton,Rice,Rice,Groundnut,Groundnut,Cotton,Cotton,2,True
521,Cotton,Groundnut,Cotton,Groundnut,Maize,Bajra,Cotton,2,True
522,Cotton,Groundnut,Groundnut,Groundnut,Maize,Groundnut,Groundnut,4,False
523,Cotton,Cotton,Cotton,Rice,Cotton,Bajra,Cotton,4,True
524,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
525,Bajra,Rice,Groundnut,Groundnut,Bajra,Cotton,Bajra,2,True
526,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
527,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
528,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
529,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
530,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
531,Groundnut,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,2,False
532,Maize,Groundnut,Groundnut,Rice,Bajra,Bajra,Bajra,2,False
533,Cotton,Cotton,Rice,Rice,Rice,Bajra,Rice,3,False
534,Bajra,Groundnut,Rice,Bajra,Bajra,Groundnut,Bajra,3,True
535,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
536,Groundnut,Cotton,Rice,Cotton,Groundnut,Bajra,Cotton,2,False
537,Groundnut,Cotton,Rice,Rice,Groundnut,Bajra,Groundnut,2,True
538,Bajra,Cotton,Rice,Cotton,Bajra,Bajra,Bajra,3,True
539,Cotton,Cotton,Rice,Rice,Groundnut,Rice,Rice,3,False
540,Cotton,Cotton,Maize,Rice,Maize,Groundnut,Cotton,2,True
541,Cotton,Cotton,Groundnut,Cotton,Maize,Rice,Cotton,3,True
542,Cotton,Cotton,Cotton,Cotton,Groundnut,Cotton,Cotton,5,True
543,Cotton,Cotton,Rice,Rice,Groundnut,Bajra,Cotton,2,True
544,Groundnut,Groundnut,Rice,Groundnut,Maize,Groundnut,Groundnut,4,True
545,Maize,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,False
546,Cotton,Cotton,Rice,Rice,Rice,Maize,Rice,3,False
547,Groundnut,Rice,Cotton,Rice,Cotton,Cotton,Cotton,3,False
548,Groundnut,Rice,Rice,Groundnut,Maize,Cotton,Groundnut,2,True
549,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
550,Rice,Bajra,Cotton,Groundnut,Groundnut,Cotton,Cotton,2,False
551,Bajra,Cotton,Groundnut,Cotton,Bajra,Groundnut,Bajra,2,True
552,Bajra,Bajra,Groundnut,Groundnut,Bajra,Cotton,Bajra,3,True
553,Bajra,Bajra,Bajra,Groundnut,Bajra,Groundnut,Bajra,4,True
554,Bajra,Groundnut,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,False
555,Groundnut,Bajra,Rice,Groundnut,Cotton,Cotton,Cotton,2,False
556,Cotton,Cotton,Cotton,Cotton,Rice,Maize,Cotton,4,True
557,Cotton,Cotton,Cotton,Cotton,Rice,Maize,Cotton,4,True
558,Bajra,Groundnut,Cotton,Groundnut,Bajra,Rice,Bajra,2,True
559,Maize,Bajra,Bajra,Groundnut,Rice,Rice,Bajra,2,False
560,Bajra,Groundnut,Bajra,Groundnut,Bajra,Groundnut,Bajra,3,True
561,Cotton,Bajra,Bajra,Groundnut,Rice,Rice,Bajra,2,False
562,Cotton,Cotton,Maize,Cotton,Rice,Cotton,Cotton,4,True
563,Cotton,Groundnut,Bajra,Groundnut,Rice,Groundnut,Groundnut,3,False
564,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
565,Cotton,Groundnut,Cotton,Rice,Groundnut,Rice,Cotton,2,True
566,Cotton,Cotton,Groundnut,Groundnut,Maize,Groundnut,Groundnut,3,False
567,Cotton,Groundnut,Rice,Rice,Maize,Groundnut,Groundnut,2,False
568,Cotton,Groundnut,Maize,Rice,Rice,Bajra,Rice,2,False
569,Groundnut,Groundnut,Cotton,Groundnut,Cotton,Groundnut,Groundnut,4,True
570,Cotton,Cotton,Cotton,Cotton,Rice,Maize,Cotton,4,True
571,Groundnut,Cotton,Rice,Cotton,Groundnut,Cotton,Cotton,3,False
572,Cotton,Groundnut,Bajra,Groundnut,Maize,Rice,Groundnut,2,False
573,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
574,Cotton,Cotton,Cotton,Cotton,Cotton,Bajra,Cotton,5,True
575,Groundnut,Groundnut,Groundnut,Rice,Maize,Groundnut,Groundnut,4,True
576,Groundnut,Cotton,Rice,Rice,Maize,Bajra,Rice,2,False
577,Cotton,Cotton,Maize,Cotton,Groundnut,Bajra,Cotton,3,True
578,Cotton,Bajra,Bajra,Groundnut,Rice,Rice,Bajra,2,False
579,Cotton,Bajra,Bajra,Groundnut,Rice,Rice,Bajra,2,False
580,Cotton,Groundnut,Rice,Groundnut,Groundnut,Rice,Groundnut,3,False
581,Cotton,Groundnut,Cotton,Groundnut,Groundnut,Rice,Groundnut,3,False
582,Cotton,Groundnut,Rice,Rice,Rice,Rice,Rice,4,False
583,Groundnut,Groundnut,Cotton,Groundnut,Cotton,Cotton,Cotton,3,False
584,Maize,Groundnut,Bajra,Groundnut,Rice,Rice,Groundnut,2,False
585,Cotton,Groundnut,Maize,Groundnut,Rice,Rice,Groundnut,2,False
586,Bajra,Groundnut,Groundnut,Groundnut,Cotton,Groundnut,Groundnut,4,False
587,Cotton,Groundnut,Cotton,Rice,Groundnut,Rice,Cotton,2,True
588,Bajra,Groundnut,Rice,Groundnut,Maize,Bajra,Bajra,2,True
589,Bajra,Rice,Rice,Groundnut,Bajra,Cotton,Bajra,2,True
590,Cotton,Groundnut,Cotton,Groundnut,Groundnut,Bajra,Groundnut,3,False
591,Cotton,Rice,Cotton,Rice,Maize,Groundnut,Cotton,2,True
592,Cotton,Groundnut,Rice,Rice,Maize,Cotton,Cotton,2,True
593,Groundnut,Rice,Rice,Rice,Groundnut,Cotton,Rice,3,False
594,Cotton,Cotton,Cotton,Cotton,Rice,Rice,Cotton,4,True
595,Cotton,Groundnut,Cotton,Groundnut,Rice,Rice,Cotton,2,True
596,Groundnut,Groundnut,Cotton,Groundnut,Groundnut,Groundnut,Groundnut,5,True
597,Cotton,Groundnut,Cotton,Groundnut,Maize,Groundnut,Groundnut,3,False
598,Cotton,Groundnut,Rice,Groundnut,Maize,Cotton,Cotton,2,True
599,Cotton,Groundnut,Maize,Rice,Maize,Cotton,Cotton,2,True
600,Cotton,Groundnut,Cotton,Groundnut,Groundnut,Maize,Groundnut,3,False
601,Bajra,Rice,Groundnut,Cotton,Bajra,Cotton,Bajra,2,True
602,Cotton,Rice,Rice,Bajra,Groundnut,Bajra,Bajra,2,False
603,Cotton,Rice,Cotton,Cotton,Maize,Groundnut,Cotton,3,True
604,Cotton,Rice,Cotton,Rice,Maize,Bajra,Cotton,2,True
605,Cotton,Groundnut,Cotton,Groundnut,Groundnut,Rice,Groundnut,3,False
606,Bajra,Groundnut,Rice,Groundnut,Cotton,Rice,Groundnut,2,False
607,Groundnut,Groundnut,Cotton,Groundnut,Groundnut,Bajra,Groundnut,4,True
608,Cotton,Rice,Rice,Rice,Rice,Bajra,Rice,4,False
609,Groundnut,Groundnut,Rice,Bajra,Groundnut,Maize,Groundnut,3,True
610,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
611,Maize,Rice,Rice,Rice,Bajra,Groundnut,Rice,3,False
612,Cotton,Rice,Cotton,Rice,Groundnut,Bajra,Cotton,2,True
613,Cotton,Groundnut,Cotton,Groundnut,Groundnut,Bajra,Groundnut,3,False
614,Cotton,Rice,Maize,Groundnut,Groundnut,Bajra,Groundnut,2,False
615,Cotton,Cotton,Cotton,Cotton,Rice,Maize,Cotton,4,True
616,Groundnut,Groundnut,Cotton,Bajra,Cotton,Cotton,Cotton,3,False
617,Cotton,Groundnut,Rice,Rice,Maize,Bajra,Rice,2,False
618,Groundnut,Groundnut,Rice,Groundnut,Maize,Groundnut,Groundnut,4,True
619,Cotton,Cotton,Maize,Cotton,Maize,Rice,Cotton,3,True
620,Bajra,Groundnut,Rice,Groundnut,Bajra,Cotton,Bajra,2,True
621,Cotton,Bajra,Rice,Rice,Maize,Rice,Rice,3,False
622,Groundnut,Bajra,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,4,True
623,Bajra,Bajra,Groundnut,Cotton,Bajra,Groundnut,Bajra,3,True
624,Groundnut,Groundnut,Rice,Groundnut,Groundnut,Groundnut,Groundnut,5,True
625,Cotton,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,3,True
626,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
627,Groundnut,Rice,Cotton,Bajra,Maize,Maize,Maize,2,False
628,Cotton,Maize,Maize,Rice,Maize,Maize,Maize,4,False
629,Maize,Groundnut,Maize,Rice,Bajra,Maize,Maize,3,True
630,Cotton,Groundnut,Maize,Groundnut,Bajra,Cotton,Cotton,2,True
631,Cotton,Cotton,Rice,Cotton,Maize,Bajra,Cotton,3,True
632,Bajra,Bajra,Groundnut,Rice,Bajra,Cotton,Bajra,3,True
633,Bajra,Groundnut,Cotton,Groundnut,Bajra,Cotton,Bajra,2,True
634,Bajra,Bajra,Groundnut,Groundnut,Bajra,Maize,Bajra,3,True
635,Bajra,Groundnut,Rice,Groundnut,Bajra,Groundnut,Groundnut,3,False
636,Cotton,Rice,Rice,Rice,Groundnut,Bajra,Rice,3,False
637,Bajra,Bajra,Rice,Rice,Bajra,Cotton,Bajra,3,True
638,Bajra,Bajra,Groundnut,Rice,Bajra,Rice,Bajra,3,True
639,Groundnut,Bajra,Rice,Rice,Bajra,Rice,Rice,3,False
640,Bajra,Groundnut,Cotton,Groundnut,Maize,Groundnut,Groundnut,3,False
641,Groundnut,Maize,Rice,Cotton,Maize,Groundnut,Groundnut,2,True
642,Groundnut,Cotton,Rice,Cotton,Groundnut,Rice,Cotton,2,False
643,Rice,Groundnut,Groundnut,Groundnut,Maize,Cotton,Groundnut,3,False
644,Bajra,Groundnut,Groundnut,Bajra,Bajra,Groundnut,Bajra,3,True
645,Cotton,Cotton,Cotton,Cotton,Rice,Rice,Cotton,4,True
646,Bajra,Rice,Groundnut,Groundnut,Bajra,Groundnut,Groundnut,3,False
647,Cotton,Cotton,Cotton,Rice,Groundnut,Groundnut,Cotton,3,True
648,Cotton,Cotton,Cotton,Cotton,Groundnut,Rice,Cotton,4,True
649,Cotton,Cotton,Groundnut,Groundnut,Maize,Bajra,Cotton,2,True
650,Groundnut,Groundnut,Groundnut,Groundnut,Cotton,Maize,Groundnut,4,True
651,Bajra,Groundnut,Cotton,Groundnut,Bajra,Rice,Bajra,2,True
652,Cotton,Groundnut,Cotton,Groundnut,Maize,Groundnut,Groundnut,3,False
653,Cotton,Groundnut,Groundnut,Groundnut,Maize,Cotton,Groundnut,3,False
654,Bajra,Bajra,Groundnut,Groundnut,Bajra,Groundnut,Bajra,3,True
655,Groundnut,Groundnut,Rice,Groundnut,Maize,Maize,Groundnut,3,True
656,Bajra,Groundnut,Groundnut,Bajra,Bajra,Cotton,Bajra,3,True
657,Bajra,Cotton,Rice,Cotton,Maize,Cotton,Cotton,3,False
658,Bajra,Cotton,Cotton,Cotton,Maize,Groundnut,Cotton,3,False
659,Cotton,Rice,Rice,Rice,Groundnut,Groundnut,Rice,3,False
660,Maize,Groundnut,Groundnut,Groundnut,Bajra,Bajra,Groundnut,3,False
661,Cotton,Cotton,Cotton,Cotton,Groundnut,Bajra,Cotton,4,True
662,Cotton,Cotton,Cotton,Cotton,Rice,Rice,Cotton,4,True
663,Cotton,Cotton,Cotton,Rice,Groundnut,Groundnut,Cotton,3,True
664,Groundnut,Cotton,Cotton,Cotton,Cotton,Cotton,Cotton,5,False
