farm_id,capella_crop,independent_crop,p_Rice,p_Cotton,p_Maize,p_Bajra,p_Groundnut
379,Cotton,Cotton,0.0278,0.3742,0.2799,0.0821,0.2359
380,Cotton,Maize,0.0147,0.1963,0.3769,0.1062,0.3059
381,Groundnut,Groundnut,0.22,0.1625,0.1626,0.1955,0.2595
382,Cotton,Cotton,0.0453,0.3086,0.2509,0.1487,0.2464
383,Cotton,Cotton,0.2151,0.2719,0.1789,0.1213,0.2128
384,Cotton,Groundnut,0.0372,0.0737,0.3015,0.2318,0.356
385,Cotton,Rice,0.3307,0.2416,0.0391,0.19,0.1986
386,Rice,Groundnut,0.0283,0.2822,0.2883,0.1033,0.2979
387,Rice,Groundnut,0.0183,0.1341,0.2348,0.2215,0.3912
388,Cotton,Groundnut,0.0863,0.1282,0.1542,0.2355,0.3958
389,Cotton,Groundnut,0.0122,0.1746,0.2991,0.1579,0.3563
390,Cotton,Groundnut,0.1051,0.24,0.1812,0.1398,0.3339
391,Cotton,Bajra,0.1282,0.1472,0.087,0.3302,0.3073
392,Cotton,Cotton,0.0629,0.3467,0.2021,0.1533,0.2351
393,Cotton,Cotton,0.0751,0.5307,0.1131,0.1206,0.1605
394,Cotton,Cotton,0.0712,0.7357,0.048,0.0621,0.083
395,Cotton,Cotton,0.0444,0.4442,0.236,0.0839,0.1914
396,Cotton,Cotton,0.1092,0.5661,0.083,0.0811,0.1605
397,Cotton,Maize,0.0195,0.3597,0.373,0.0543,0.1935
398,Cotton,Cotton,0.0323,0.7778,0.0528,0.0516,0.0854
399,Cotton,Groundnut,0.0243,0.3395,0.1662,0.1299,0.3401
400,Cotton,Cotton,0.0721,0.4496,0.1208,0.1305,0.227
401,Cotton,Cotton,0.0343,0.4849,0.2258,0.075,0.1801
402,Cotton,Rice,0.3565,0.0338,0.0942,0.2103,0.3051
403,Cotton,Rice,0.4407,0.0842,0.08,0.1588,0.2362
404,Cotton,Cotton,0.0896,0.516,0.0543,0.1491,0.1911
405,Cotton,Cotton,0.1011,0.3119,0.1463,0.1453,0.2954
406,Cotton,Maize,0.0037,0.2837,0.5564,0.0346,0.1216
407,Cotton,Cotton,0.1172,0.3696,0.0637,0.2336,0.2159
408,Cotton,Cotton,0.1116,0.3588,0.1159,0.1476,0.2662
409,Cotton,Cotton,0.1019,0.4723,0.1695,0.0997,0.1566
410,Cotton,Cotton,0.0224,0.4348,0.1782,0.1102,0.2544
411,Cotton,Cotton,0.0236,0.7018,0.127,0.047,0.1006
412,Cotton,Cotton,0.0198,0.3617,0.2849,0.1267,0.2068
413,Cotton,Groundnut,0.0476,0.28,0.1315,0.2268,0.3142
414,Cotton,Groundnut,0.222,0.1749,0.0465,0.2739,0.2827
415,Maize,Maize,0.0593,0.2756,0.3329,0.0776,0.2546
416,Cotton,Groundnut,0.1145,0.1904,0.1786,0.1904,0.326
417,Cotton,Groundnut,0.1269,0.154,0.1313,0.2494,0.3384
418,Rice,Cotton,0.1642,0.4514,0.0611,0.1581,0.1652
419,Cotton,Cotton,0.114,0.3138,0.1,0.2202,0.252
420,Maize,Cotton,0.0624,0.5276,0.1129,0.116,0.181
421,Groundnut,Cotton,0.0128,0.3954,0.311,0.1357,0.1452
422,Bajra,Groundnut,0.102,0.2021,0.1749,0.1964,0.3246
423,Maize,Cotton,0.0551,0.4959,0.1455,0.1022,0.2014
424,Groundnut,Cotton,0.1035,0.3567,0.0866,0.188,0.2652
425,Cotton,Cotton,0.0316,0.5682,0.1508,0.0828,0.1666
426,Groundnut,Cotton,0.0398,0.5812,0.161,0.0717,0.1464
427,Groundnut,Groundnut,0.0612,0.1497,0.2141,0.1818,0.3932
428,Groundnut,Groundnut,0.0487,0.2049,0.2371,0.1517,0.3577
429,Cotton,Bajra,0.0682,0.2342,0.0474,0.354,0.2962
430,Cotton,Groundnut,0.0113,0.1454,0.2778,0.1966,0.369
431,Cotton,Groundnut,0.0348,0.1678,0.3368,0.1156,0.3451
432,Bajra,Groundnut,0.0573,0.1331,0.2373,0.1913,0.381
433,Groundnut,Cotton,0.0591,0.4319,0.0955,0.1441,0.2694
434,Cotton,Cotton,0.1478,0.3307,0.0974,0.17,0.254
435,Bajra,Groundnut,0.1714,0.1418,0.1415,0.1884,0.3569
436,Cotton,Cotton,0.167,0.3455,0.1491,0.0985,0.24
437,Cotton,Groundnut,0.2269,0.1526,0.1266,0.182,0.3119
438,Cotton,Groundnut,0.1271,0.2062,0.1175,0.2525,0.2967
439,Maize,Rice,0.3235,0.0634,0.1874,0.153,0.2727
440,Cotton,Cotton,0.0582,0.4824,0.1725,0.079,0.2079
441,Groundnut,Cotton,0.2495,0.3448,0.1003,0.1023,0.2032
442,Groundnut,Bajra,0.0784,0.1672,0.0794,0.3426,0.3323
443,Bajra,Cotton,0.0988,0.3509,0.1468,0.1166,0.2869
444,Rice,Cotton,0.0196,0.7721,0.094,0.0374,0.0769
445,Rice,Cotton,0.0121,0.7012,0.1631,0.0328,0.0908
446,Cotton,Cotton,0.0092,0.7974,0.1128,0.0255,0.0551
447,Cotton,Cotton,0.0354,0.5896,0.1384,0.0689,0.1677
448,Cotton,Cotton,0.0166,0.825,0.0735,0.0259,0.0591
449,Cotton,Cotton,0.0029,0.7855,0.1287,0.0229,0.06
450,Cotton,Cotton,0.0162,0.6196,0.2071,0.039,0.1182
451,Cotton,Groundnut,0.0086,0.0757,0.3546,0.1266,0.4345
452,Rice,Groundnut,0.0328,0.1817,0.2652,0.1685,0.3518
453,Cotton,Cotton,0.0753,0.3343,0.1956,0.1339,0.2609
454,Bajra,Cotton,0.0536,0.4201,0.1573,0.1258,0.2432
455,Bajra,Groundnut,0.0509,0.2144,0.2916,0.1128,0.3302
456,Cotton,Cotton,0.0514,0.6112,0.1026,0.0895,0.1453
457,Cotton,Cotton,0.0972,0.4447,0.1321,0.1137,0.2123
458,Cotton,Cotton,0.014,0.59,0.2357,0.059,0.1013
459,Rice,Cotton,0.1567,0.4998,0.0555,0.1342,0.1539
460,Groundnut,Groundnut,0.1725,0.1305,0.0902,0.2875,0.3193
461,Rice,Groundnut,0.1155,0.2433,0.0962,0.2182,0.3267
462,Maize,Cotton,0.2302,0.458,0.0375,0.1181,0.1562
463,Rice,Cotton,0.0728,0.6742,0.0594,0.0705,0.123
464,Cotton,Groundnut,0.0847,0.0748,0.2497,0.1873,0.4035
465,Cotton,Groundnut,0.0644,0.274,0.2735,0.0973,0.2909
466,Bajra,Groundnut,0.054,0.1551,0.221,0.1701,0.3998
467,Groundnut,Cotton,0.0694,0.4207,0.1602,0.1461,0.2037
468,Rice,Cotton,0.0361,0.6092,0.1412,0.0595,0.154
469,Cotton,Cotton,0.0111,0.3687,0.2988,0.0688,0.2526
470,Cotton,Groundnut,0.0801,0.2819,0.1841,0.1341,0.3198
471,Cotton,Cotton,0.0224,0.7958,0.0653,0.0395,0.0771
472,Cotton,Cotton,0.0516,0.4098,0.1826,0.0822,0.2738
473,Bajra,Groundnut,0.125,0.2427,0.176,0.1448,0.3115
474,Cotton,Cotton,0.1323,0.3926,0.1232,0.1358,0.216
475,Rice,Groundnut,0.043,0.1686,0.2049,0.2372,0.3463
476,Groundnut,Groundnut,0.0807,0.2343,0.2212,0.171,0.2928
477,Bajra,Groundnut,0.1183,0.1567,0.1789,0.1966,0.3494
478,Bajra,Cotton,0.0437,0.3959,0.2567,0.0943,0.2095
479,Bajra,Groundnut,0.0717,0.1284,0.2319,0.2056,0.3623
480,Groundnut,Maize,0.0899,0.1584,0.2988,0.162,0.2909
481,Bajra,Groundnut,0.127,0.0629,0.2788,0.1824,0.349
482,Cotton,Cotton,0.0042,0.7794,0.1312,0.0207,0.0645
483,Maize,Cotton,0.007,0.7883,0.0805,0.0291,0.0952
484,Cotton,Groundnut,0.1469,0.1148,0.2046,0.1932,0.3406
485,Cotton,Groundnut,0.1003,0.2171,0.1928,0.1444,0.3453
486,Rice,Cotton,0.0355,0.3904,0.2308,0.1083,0.2351
487,Bajra,Maize,0.0127,0.253,0.3207,0.1714,0.2422
488,Groundnut,Cotton,0.1225,0.5287,0.0697,0.1164,0.1627
489,Bajra,Cotton,0.0229,0.6343,0.1604,0.0718,0.1106
490,Groundnut,Cotton,0.1603,0.3615,0.0949,0.1434,0.2399
491,Bajra,Maize,0.0148,0.3217,0.4009,0.0517,0.2108
492,Cotton,Maize,0.0968,0.1683,0.3546,0.0995,0.2809
493,Cotton,Cotton,0.0149,0.4248,0.3482,0.0605,0.1516
494,Cotton,Cotton,0.0281,0.4449,0.2977,0.0642,0.1652
495,Bajra,Maize,0.0442,0.262,0.3595,0.0731,0.2612
496,Cotton,Cotton,0.0182,0.3925,0.3069,0.0956,0.1869
497,Cotton,Cotton,0.0127,0.7158,0.1538,0.0386,0.0791
498,Bajra,Groundnut,0.1989,0.1581,0.1539,0.1505,0.3386
499,Bajra,Groundnut,0.0324,0.2068,0.2515,0.1454,0.3639
500,Groundnut,Cotton,0.034,0.4901,0.1557,0.1021,0.2181
501,Cotton,Cotton,0.0049,0.5681,0.2339,0.0687,0.1244
502,Cotton,Maize,0.0392,0.2195,0.3659,0.1043,0.2711
503,Bajra,Rice,0.2882,0.0761,0.1262,0.2338,0.2757
504,Cotton,Groundnut,0.0578,0.105,0.2745,0.2012,0.3615
505,Bajra,Groundnut,0.2835,0.0382,0.1344,0.1971,0.3469
506,Bajra,Groundnut,0.1348,0.2403,0.208,0.1459,0.2711
507,Bajra,Groundnut,0.1833,0.0266,0.1792,0.1943,0.4166
508,Bajra,Maize,0.0525,0.0766,0.4227,0.0784,0.3699
509,Bajra,Cotton,0.1765,0.2962,0.0802,0.1905,0.2566
510,Cotton,Groundnut,0.1839,0.0787,0.1964,0.1476,0.3935
511,Maize,Cotton,0.0837,0.4377,0.1089,0.1509,0.2188
512,Cotton,Cotton,0.0709,0.2913,0.1812,0.1687,0.288
513,Bajra,Cotton,0.2034,0.3101,0.0751,0.1468,0.2646
514,Groundnut,Groundnut,0.0397,0.1343,0.1743,0.261,0.3908
515,Cotton,Cotton,0.0712,0.4286,0.1433,0.1264,0.2305
516,Bajra,Rice,0.4435,0.0322,0.0855,0.1884,0.2504
517,Cotton,Maize,0.0037,0.1747,0.5216,0.0882,0.2118
518,Groundnut,Groundnut,0.014,0.1389,0.3245,0.1304,0.3922
519,Cotton,Groundnut,0.1132,0.1272,0.275,0.1374,0.3472
520,Cotton,Groundnut,0.0448,0.0818,0.1342,0.3126,0.4267
521,Cotton,Groundnut,0.1136,0.2852,0.1105,0.2042,0.2863
522,Cotton,Cotton,0.0529,0.4411,0.0796,0.1647,0.2618
523,Cotton,Cotton,0.0336,0.3838,0.2461,0.0977,0.2388
524,Groundnut,Cotton,0.2031,0.2803,0.0706,0.2439,0.2022
525,Rice,Bajra,0.25,0.1284,0.0601,0.2851,0.2764
526,Groundnut,Cotton,0.0788,0.4471,0.1816,0.1005,0.1921
527,Groundnut,Cotton,0.0501,0.3867,0.0646,0.2864,0.2121
528,Groundnut,Cotton,0.0703,0.396,0.0307,0.3412,0.1619
529,Cotton,Maize,0.0143,0.3078,0.334,0.0885,0.2555
530,Groundnut,Cotton,0.2478,0.4668,0.05,0.1349,0.1004
531,Groundnut,Maize,0.0732,0.2564,0.3304,0.0844,0.2556
532,Maize,Groundnut,0.1742,0.1544,0.2421,0.1333,0.296
533,Cotton,Cotton,0.0035,0.5443,0.3122,0.0375,0.1026
534,Bajra,Cotton,0.0548,0.3891,0.1641,0.1554,0.2366
535,Cotton,Cotton,0.0421,0.5297,0.1664,0.09,0.1718
536,Groundnut,Cotton,0.1203,0.3648,0.1517,0.1074,0.2559
537,Groundnut,Groundnut,0.0691,0.1235,0.2681,0.1716,0.3677
538,Bajra,Cotton,0.0245,0.4278,0.2369,0.1066,0.2042
539,Cotton,Maize,0.0091,0.1699,0.5049,0.0847,0.2313
540,Cotton,Groundnut,0.1325,0.2114,0.2134,0.1698,0.2729
541,Cotton,Cotton,0.0873,0.4975,0.1054,0.132,0.1778
542,Cotton,Cotton,0.2477,0.2734,0.1438,0.1182,0.2169
543,Cotton,Cotton,0.0161,0.8402,0.0744,0.0294,0.04
544,Groundnut,Rice,0.7593,0.1006,0.0096,0.0709,0.0597
545,Maize,Groundnut,0.1258,0.122,0.2222,0.1328,0.3972
546,Cotton,Cotton,0.0004,0.9243,0.0484,0.0076,0.0193
547,Groundnut,Groundnut,0.0591,0.0935,0.048,0.3719,0.4275
548,Groundnut,Bajra,0.1082,0.1459,0.0385,0.3542,0.3532
549,Cotton,Maize,0.032,0.2809,0.3441,0.0965,0.2466
550,Rice,Groundnut,0.1518,0.1396,0.1095,0.2495,0.3495
551,Bajra,Groundnut,0.1087,0.1475,0.2615,0.1836,0.2987
552,Bajra,Groundnut,0.0588,0.1204,0.172,0.1879,0.4609
553,Bajra,Rice,0.8661,0.0094,0.0067,0.0628,0.0549
554,Bajra,Rice,0.4269,0.0546,0.0551,0.2344,0.229
555,Groundnut,Rice,0.5192,0.0391,0.0269,0.2407,0.1742
556,Cotton,Cotton,0.0373,0.7253,0.131,0.0296,0.0768
557,Cotton,Cotton,0.0915,0.5188,0.1685,0.0602,0.161
558,Bajra,Rice,0.6771,0.0601,0.0341,0.1056,0.1231
559,Maize,Maize,0.0815,0.1273,0.4644,0.0819,0.2449
560,Bajra,Groundnut,0.1251,0.1118,0.2169,0.191,0.3552
561,Cotton,Maize,0.1218,0.1029,0.3827,0.1057,0.2869
562,Cotton,Groundnut,0.1978,0.1886,0.12,0.2387,0.2548
563,Cotton,Cotton,0.1045,0.3551,0.1594,0.0945,0.2865
564,Cotton,Cotton,0.0935,0.4893,0.1335,0.0984,0.1852
565,Cotton,Rice,0.3699,0.1423,0.0595,0.2025,0.2258
566,Cotton,Groundnut,0.1719,0.2416,0.0972,0.2112,0.2781
567,Cotton,Cotton,0.1941,0.3606,0.0882,0.1607,0.1964
568,Cotton,Cotton,0.0188,0.6886,0.1383,0.0426,0.1117
569,Groundnut,Cotton,0.2142,0.2763,0.0939,0.1736,0.2421
570,Cotton,Cotton,0.0018,0.9225,0.0592,0.0037,0.0127
571,Groundnut,Cotton,0.0175,0.6898,0.1118,0.061,0.1199
572,Cotton,Groundnut,0.1733,0.1434,0.0998,0.2071,0.3765
573,Groundnut,Cotton,0.1393,0.3267,0.0302,0.3125,0.1913
574,Cotton,Cotton,0.0067,0.8312,0.0824,0.0237,0.0559
575,Groundnut,Cotton,0.0507,0.402,0.2105,0.1111,0.2256
576,Groundnut,Cotton,0.0268,0.3225,0.3018,0.0997,0.2492
577,Cotton,Cotton,0.1767,0.3425,0.1665,0.127,0.1872
578,Cotton,Rice,0.4247,0.1092,0.1398,0.1152,0.2111
579,Cotton,Rice,0.5625,0.0507,0.1444,0.0684,0.1741
580,Cotton,Rice,0.4167,0.0335,0.1828,0.0842,0.2829
581,Cotton,Groundnut,0.2541,0.1375,0.1929,0.1247,0.2907
582,Cotton,Rice,0.4162,0.369,0.0056,0.1365,0.0726
583,Groundnut,Groundnut,0.2381,0.1873,0.098,0.2067,0.27
584,Maize,Maize,0.1385,0.0509,0.3905,0.0948,0.3252
585,Cotton,Cotton,0.163,0.6125,0.0639,0.0497,0.1109
586,Bajra,Rice,0.521,0.2602,0.0342,0.0651,0.1195
587,Cotton,Cotton,0.2882,0.4139,0.0693,0.1058,0.1227
588,Bajra,Cotton,0.1176,0.543,0.1247,0.0677,0.1469
589,Bajra,Cotton,0.1017,0.779,0.0221,0.036,0.0612
590,Cotton,Cotton,0.1096,0.517,0.0606,0.1255,0.1873
591,Cotton,Rice,0.4172,0.2713,0.0383,0.1126,0.1606
592,Cotton,Groundnut,0.0129,0.1499,0.2954,0.1635,0.3784
593,Groundnut,Cotton,0.1238,0.3124,0.0158,0.3037,0.2443
594,Cotton,Cotton,0.0047,0.8852,0.0767,0.0065,0.0269
595,Cotton,Cotton,0.0238,0.6577,0.2028,0.0194,0.0964
596,Groundnut,Cotton,0.0891,0.4598,0.1566,0.0877,0.2068
597,Cotton,Maize,0.0085,0.179,0.4334,0.0996,0.2795
598,Cotton,Cotton,0.1082,0.539,0.1047,0.0996,0.1485
599,Cotton,Cotton,0.0141,0.39,0.2624,0.0919,0.2415
600,Cotton,Cotton,0.1493,0.3949,0.0614,0.2024,0.192
601,Bajra,Cotton,0.0606,0.5408,0.0932,0.1031,0.2024
602,Cotton,Cotton,0.0171,0.4543,0.3201,0.0493,0.1592
603,Cotton,Bajra,0.1347,0.0029,0.0048,0.6323,0.2253
604,Cotton,Cotton,0.0382,0.7377,0.0928,0.0353,0.0961
605,Cotton,Cotton,0.0246,0.495,0.2509,0.061,0.1684
606,Bajra,Groundnut,0.1547,0.1318,0.16,0.196,0.3576
607,Groundnut,Cotton,0.0462,0.5704,0.1323,0.1091,0.142
608,Cotton,Groundnut,0.0478,0.2467,0.2822,0.0981,0.3253
609,Groundnut,Groundnut,0.0496,0.2743,0.18,0.1774,0.3187
610,Cotton,Cotton,0.1256,0.5348,0.1101,0.0857,0.1437
611,Maize,Cotton,0.004,0.6883,0.1961,0.0213,0.0903
612,Cotton,Cotton,0.1021,0.454,0.1247,0.1232,0.196
613,Cotton,Cotton,0.0127,0.5165,0.2959,0.0487,0.1262
614,Cotton,Cotton,0.0874,0.6436,0.0835,0.0669,0.1186
615,Cotton,Cotton,0.0028,0.861,0.1083,0.0054,0.0226
616,Groundnut,Groundnut,0.2199,0.1926,0.0643,0.241,0.2821
617,Cotton,Groundnut,0.1427,0.2269,0.1578,0.1667,0.3059
618,Groundnut,Groundnut,0.1115,0.2065,0.2629,0.1313,0.2879
619,Cotton,Cotton,0.1757,0.3405,0.1643,0.1109,0.2086
620,Bajra,Cotton,0.1104,0.3448,0.1108,0.1671,0.267
621,Cotton,Groundnut,0.1424,0.1431,0.3057,0.0839,0.3249
622,Groundnut,Maize,0.0179,0.1067,0.4728,0.0989,0.3038
623,Bajra,Groundnut,0.1401,0.1264,0.1835,0.1814,0.3685
624,Groundnut,Groundnut,0.0852,0.0577,0.1697,0.1919,0.4955
625,Cotton,Cotton,0.0024,0.8732,0.1006,0.0037,0.0201
626,Cotton,Cotton,0.0551,0.4206,0.1698,0.1087,0.2457
627,Groundnut,Groundnut,0.0341,0.1736,0.2416,0.1761,0.3746
628,Cotton,Groundnut,0.035,0.0527,0.265,0.1726,0.4747
629,Maize,Groundnut,0.1473,0.0956,0.1331,0.2332,0.3909
630,Cotton,Groundnut,0.0566,0.2081,0.1794,0.1863,0.3696
631,Cotton,Groundnut,0.066,0.2821,0.2021,0.1559,0.2939
632,Bajra,Cotton,0.0306,0.6182,0.1748,0.0448,0.1316
633,Bajra,Rice,0.5117,0.0825,0.0086,0.2346,0.1627
634,Bajra,Rice,0.2648,0.2418,0.07,0.1681,0.2554
635,Bajra,Cotton,0.019,0.3543,0.2793,0.0888,0.2585
636,Cotton,Cotton,0.0323,0.3815,0.1265,0.1661,0.2936
637,Bajra,Groundnut,0.0246,0.2005,0.1812,0.2301,0.3636
638,Bajra,Maize,0.0241,0.0986,0.506,0.105,0.2663
639,Groundnut,Rice,0.379,0.1551,0.1057,0.1312,0.2289
640,Bajra,Groundnut,0.1249,0.1914,0.1301,0.2124,0.3412
641,Groundnut,Cotton,0.1341,0.6658,0.0378,0.0794,0.083
642,Groundnut,Cotton,0.0128,0.7518,0.082,0.0481,0.1053
643,Rice,Cotton,0.0702,0.6205,0.066,0.1067,0.1365
644,Rice,Groundnut,0.16,0.1834,0.1307,0.1562,0.3698
645,Cotton,Cotton,0.058,0.8375,0.0429,0.0149,0.0466
646,Groundnut,Cotton,0.1673,0.4849,0.0625,0.1054,0.1798
647,Cotton,Cotton,0.1343,0.5087,0.112,0.0876,0.1574
648,Cotton,Cotton,0.0476,0.6593,0.1112,0.0579,0.124
649,Cotton,Cotton,0.1352,0.4993,0.1646,0.0614,0.1395
650,Groundnut,Groundnut,0.1387,0.2216,0.1039,0.183,0.3528
651,Bajra,Cotton,0.2522,0.3977,0.0998,0.0804,0.17
652,Cotton,Cotton,0.1163,0.5074,0.0667,0.1105,0.1992
653,Cotton,Groundnut,0.0519,0.1184,0.2902,0.1203,0.4192
654,Bajra,Groundnut,0.0483,0.0996,0.1641,0.1642,0.5237
655,Groundnut,Groundnut,0.2246,0.1109,0.0968,0.2005,0.3671
656,Groundnut,Groundnut,0.0433,0.1728,0.237,0.1277,0.4192
657,Bajra,Groundnut,0.1239,0.1059,0.1082,0.2337,0.4283
658,Groundnut,Cotton,0.2198,0.291,0.1748,0.1096,0.2047
659,Cotton,Groundnut,0.119,0.2104,0.1515,0.1576,0.3615
660,Maize,Groundnut,0.0491,0.1751,0.1993,0.1631,0.4135
661,Cotton,Cotton,0.0129,0.5134,0.3257,0.0339,0.1141
662,Cotton,Cotton,0.0082,0.8372,0.11,0.0097,0.0348
663,Cotton,Cotton,0.0449,0.4586,0.22,0.081,0.1956
664,Groundnut,Cotton,0.0404,0.7277,0.0572,0.0894,0.0852
665,Cotton,Cotton,0.0054,0.8572,0.0659,0.0273,0.0442
666,Cotton,Cotton,0.111,0.3482,0.2897,0.0436,0.2075
667,Cotton,Cotton,0.0161,0.7807,0.0777,0.041,0.0847
668,Groundnut,Cotton,0.0603,0.8016,0.0324,0.0356,0.0701
669,Groundnut,Groundnut,0.1256,0.2196,0.051,0.2788,0.3251
670,Bajra,Cotton,0.2869,0.3325,0.0564,0.1429,0.1813
671,Cotton,Cotton,0.2376,0.2451,0.1196,0.1712,0.2265
672,Groundnut,Rice,0.5953,0.0653,0.0241,0.1561,0.1593
673,Cotton,Cotton,0.0644,0.3707,0.2332,0.1038,0.2279
674,Rice,Cotton,0.0682,0.4426,0.1118,0.1554,0.2219
675,Groundnut,Groundnut,0.1135,0.1429,0.1689,0.2468,0.3279
676,Groundnut,Groundnut,0.0932,0.1448,0.18,0.2138,0.3683
677,Groundnut,Cotton,0.065,0.3746,0.1558,0.1964,0.2081
678,Maize,Maize,0.0145,0.2108,0.3491,0.1364,0.2892
679,Cotton,Maize,0.0184,0.3498,0.3711,0.0614,0.1993
680,Cotton,Groundnut,0.0206,0.1984,0.2677,0.1429,0.3704
681,Cotton,Cotton,0.0104,0.5723,0.1556,0.0802,0.1814
682,Cotton,Cotton,0.016,0.581,0.1297,0.0796,0.1937
683,Cotton,Groundnut,0.0475,0.1828,0.1707,0.2171,0.3819
684,Cotton,Groundnut,0.166,0.2403,0.1236,0.2114,0.2587
685,Groundnut,Cotton,0.0341,0.4143,0.2612,0.1034,0.1871
686,Groundnut,Cotton,0.1164,0.312,0.1864,0.1459,0.2393
687,Cotton,Rice,0.2683,0.1457,0.1284,0.1953,0.2623
688,Groundnut,Bajra,0.07,0.2691,0.0482,0.3727,0.2401
689,Groundnut,Groundnut,0.0698,0.2902,0.1045,0.2215,0.314
690,Rice,Cotton,0.1245,0.3029,0.0761,0.2726,0.2239
691,Groundnut,Bajra,0.3206,0.0558,0.0103,0.4227,0.1907
692,Bajra,Rice,0.3024,0.2177,0.0492,0.2182,0.2126
693,Cotton,Groundnut,0.0947,0.1016,0.1747,0.2539,0.375
694,Cotton,Cotton,0.0127,0.8259,0.1115,0.0109,0.0391
695,Groundnut,Cotton,0.1134,0.4732,0.0603,0.1378,0.2152
696,Cotton,Cotton,0.1032,0.6044,0.0664,0.0884,0.1376
697,Cotton,Maize,0.0066,0.3916,0.4222,0.0413,0.1383
698,Cotton,Rice,0.4067,0.1363,0.0425,0.1824,0.232
699,Rice,Cotton,0.0687,0.3963,0.1373,0.1823,0.2154
700,Bajra,Cotton,0.0369,0.3011,0.1404,0.2319,0.2898
701,Bajra,Cotton,0.0149,0.6124,0.1293,0.0925,0.1509
702,Groundnut,Cotton,0.0463,0.499,0.1559,0.13,0.1687
703,Cotton,Cotton,0.1278,0.2939,0.0792,0.2452,0.2539
704,Bajra,Groundnut,0.0614,0.2477,0.0955,0.2826,0.3128
705,Cotton,Cotton,0.0064,0.6985,0.2225,0.0185,0.0541
706,Bajra,Groundnut,0.0418,0.2741,0.2601,0.1298,0.2943
707,Cotton,Cotton,0.0099,0.4614,0.1423,0.173,0.2135
708,Groundnut,Bajra,0.1115,0.2907,0.0532,0.3172,0.2273
709,Groundnut,Rice,0.3817,0.0614,0.0683,0.239,0.2495
710,Cotton,Groundnut,0.2026,0.0913,0.2667,0.0988,0.3407
711,Cotton,Cotton,0.0189,0.4258,0.3799,0.0447,0.1306
712,Cotton,Groundnut,0.0109,0.1067,0.1689,0.271,0.4426
713,Cotton,Cotton,0.0174,0.4592,0.2396,0.0782,0.2057
714,Rice,Groundnut,0.0409,0.2909,0.1598,0.1766,0.3319
715,Cotton,Cotton,0.0144,0.55,0.2562,0.0513,0.128
716,Groundnut,Maize,0.0391,0.2662,0.3114,0.0854,0.298
717,Cotton,Cotton,0.0291,0.4236,0.1568,0.1638,0.2267
718,Bajra,Cotton,0.0477,0.5382,0.1592,0.0726,0.1823
719,Cotton,Groundnut,0.2505,0.038,0.2744,0.0679,0.3692
720,Maize,Bajra,0.1347,0.0029,0.0048,0.6323,0.2253
721,Cotton,Groundnut,0.2121,0.0337,0.3151,0.0656,0.3735
722,Cotton,Maize,0.156,0.2498,0.285,0.0425,0.2667
723,Cotton,Groundnut,0.171,0.1585,0.2934,0.0524,0.3248
724,Cotton,Rice,0.6117,0.038,0.0927,0.0836,0.174
725,Groundnut,Cotton,0.0649,0.5048,0.0551,0.2187,0.1565
726,Cotton,Maize,0.0225,0.2525,0.4235,0.0792,0.2224
727,Groundnut,Cotton,0.0091,0.8822,0.0101,0.0639,0.0347
728,Bajra,Groundnut,0.057,0.1534,0.0666,0.3319,0.3911
729,Cotton,Groundnut,0.1296,0.138,0.1793,0.1705,0.3827
730,Cotton,Maize,0.1445,0.0492,0.3997,0.073,0.3337
731,Cotton,Cotton,0.009,0.4456,0.3142,0.0605,0.1708
732,Cotton,Cotton,0.0468,0.514,0.1848,0.0716,0.1828
733,Cotton,Rice,0.4499,0.0692,0.1607,0.0676,0.2527
734,Maize,Groundnut,0.0993,0.069,0.3022,0.1993,0.3303
735,Cotton,Rice,0.4455,0.0453,0.0546,0.2297,0.2249
736,Cotton,Groundnut,0.0872,0.1881,0.2015,0.1479,0.3753
737,Cotton,Rice,0.4009,0.1962,0.0643,0.1579,0.1807
738,Cotton,Cotton,0.1106,0.5446,0.0958,0.1027,0.1464
739,Cotton,Groundnut,0.0479,0.2083,0.0922,0.2988,0.3528
740,Cotton,Cotton,0.0467,0.5715,0.0819,0.1052,0.1947
741,Rice,Cotton,0.0755,0.7261,0.0338,0.0781,0.0864
742,Cotton,Cotton,0.0312,0.4631,0.1206,0.1752,0.2099
743,Groundnut,Cotton,0.0719,0.3823,0.142,0.1248,0.279
744,Bajra,Rice,0.6512,0.0259,0.0329,0.1155,0.1745
745,Rice,Maize,0.0103,0.2898,0.3852,0.0904,0.2244
746,Rice,Groundnut,0.2273,0.1103,0.0662,0.2383,0.3579
747,Rice,Groundnut,0.0588,0.1184,0.2948,0.1363,0.3917
748,Groundnut,Cotton,0.0595,0.5031,0.1756,0.0941,0.1676
749,Groundnut,Groundnut,0.1549,0.1297,0.2585,0.1412,0.3156
750,Groundnut,Cotton,0.168,0.3499,0.1261,0.1228,0.2332
751,Groundnut,Maize,0.0125,0.2726,0.4258,0.0581,0.231
752,Cotton,Cotton,0.0064,0.8483,0.0887,0.0132,0.0434
753,Cotton,Cotton,0.0616,0.5783,0.1484,0.0608,0.1509
754,Cotton,Groundnut,0.1071,0.2412,0.2087,0.1159,0.3271
755,Cotton,Cotton,0.0205,0.7476,0.1332,0.0216,0.077
756,Cotton,Cotton,0.0969,0.4425,0.1688,0.1066,0.1852
757,Groundnut,Cotton,0.0174,0.7276,0.08,0.0797,0.0952
