farm_id,ndvi_jun,vv_jun,vh_jun,ndvi_jul,vv_jul,vh_jul,ndvi_aug,vv_aug,vh_aug,ndvi_sep,vv_sep,vh_sep,ndvi_oct,vv_oct,vh_oct,ndvi_nov,vv_nov,vh_nov
226,0.1608695652173913,-9.444603641956135,-16.755750838031517,,-6.697396763832268,-12.70758924684018,0.23917525773195877,-8.612769430669678,-15.892515746398496,0.132890365448505,-9.420854079932807,-16.299360318146505,0.07754442649434572,-9.223848808753862,-16.953522009121937,0.15861937087675687,-7.5460080270689955,-16.0452085265137
227,0.1608695652173913,-7.871359403814325,-14.825071838403352,,-7.394893327508615,-13.892283093871463,0.23917525773195877,-8.186872210343617,-14.867934852630409,0.132890365448505,-9.619866361425096,-16.83775182911257,0.07754442649434572,-7.363586782143752,-13.146293336481198,0.2542340808023465,-7.811514643135085,-14.972996828291476
228,0.1608695652173913,-8.458810533971729,-16.850104978676818,,-8.13593301468282,-13.909535509238687,0.23917525773195877,-8.367664978063239,-15.532560391712412,0.132890365448505,-9.292075397688285,-16.481947546537967,0.07754442649434572,-7.261771514647607,-15.627277107270828,0.23467749551421285,-8.333117141485321,-15.758022478992242
229,0.1608695652173913,-9.412119035040538,-15.063693126112588,,-7.822688586748507,-13.456283192422788,0.23917525773195877,-8.083747593465171,-16.430943877873148,0.132890365448505,-9.52873615533051,-16.2859015876798,0.07754442649434572,-9.111909271197945,-15.82425549952308,0.24527112232030265,-9.032853923483705,-17.36499035352335
230,0.1608695652173913,-2.9078908741519935,-9.982078572609959,,-2.733596671438956,-9.473517017232147,0.23917525773195877,-3.023146860219103,-10.365470423254312,0.132890365448505,-3.3352817166942734,-10.893453478695356,0.07754442649434572,-5.770285603046671,-12.90262650966977,0.26181748022380863,-7.69153126435297,-14.723233833830648
231,0.1608695652173913,-6.903615610708558,-13.784403223561974,,-6.439999476646151,-12.89145469546378,0.23917525773195877,-4.84372841324083,-13.854001812152717,0.132890365448505,-6.891836261116881,-14.663565141507009,0.07754442649434572,-7.767745571359659,-15.533887648316789,0.2388966806919121,-8.18824567804933,-16.431015361809003
232,0.1608695652173913,-8.340310471146202,-14.326245646632161,,-6.754547560190266,-13.622908242008002,0.23917525773195877,-6.5110120120179795,-13.25130344777528,0.132890365448505,-8.697700102043148,-14.514196081895442,0.07754442649434572,-8.244352829141565,-14.138174402136851,0.3951340792044042,-8.496946609495845,-13.956617700077194
233,0.1608695652173913,-7.075562495084874,-15.593054466869628,,-7.4750332403778605,-13.523502446519842,0.23917525773195877,-7.383483838218414,-16.45448450802143,0.132890365448505,-10.816480201708163,-17.259978191179158,0.07754442649434572,-8.830309285666495,-15.20048776585283,0.3827433628318584,-8.444177559495126,-15.544563971066466
234,0.1608695652173913,-6.884271967835561,-13.766582561515357,,-7.1128475350562095,-12.7490569870557,0.23917525773195877,-4.963410107952556,-14.811319662148328,0.132890365448505,-8.566605870198448,-15.995550703668886,0.07754442649434572,-8.691721991874724,-15.830697685461494,0.3605496524726372,-5.492058533832226,-15.048156861865332
235,0.1608695652173913,-3.3479303539039917,-9.196099011117441,,-3.3910707853701494,-9.84370806184892,0.23917525773195877,-3.428584333624679,-11.293392044032501,0.132890365448505,-5.16676086279581,-12.696312164844962,0.07754442649434572,-8.821821423221095,-15.459302955870367,0.17768183327798073,-9.351003733031707,-17.848175643408503
236,0.1608695652173913,-9.394287300856085,-14.34342698235933,,-6.503762801531215,-12.470687838743855,0.23917525773195877,-7.5714737880250045,-15.40115218285149,0.132890365448505,-9.591924988240734,-16.9585704412372,0.07754442649434572,-8.703632856552343,-16.113138418959906,0.3646427373364643,-6.635362546799383,-13.556469941601954
237,0.1608695652173913,-8.786298886293071,-14.74093560202235,,-6.781967422180577,-12.873399525617636,0.23917525773195877,-8.421940943670764,-15.599744851858535,0.132890365448505,-10.173686829641749,-15.751230545934764,0.07754442649434572,-9.7188855747563,-15.997841265471413,0.38367146596858637,-7.808887457714061,-14.094197921851242
238,0.1608695652173913,-7.227735997919145,-12.91385909963334,,-5.963767480460081,-13.223017526062591,0.23917525773195877,-8.190894501584104,-12.69476707315533,0.132890365448505,-9.300940903624387,-13.719346462950961,0.07754442649434572,-8.112837131311137,-14.29362344990716,0.3686411149825784,-7.899078071901315,-14.578717641134716
239,0.1608695652173913,-8.832158675434131,-17.13965925504858,,-7.180412819023249,-14.39021467551736,0.23917525773195877,-8.585911210656036,-18.394380960398458,0.132890365448505,-9.943403394798487,-16.995268382904396,0.07754442649434572,-6.064918397645577,-14.623125579359028,0.4349225816342174,-5.5305634165885085,-13.556631580328979
240,0.1608695652173913,-8.979960576651564,-14.610448389774444,,-7.183845556441316,-12.90184234571406,0.23917525773195877,-6.453384650119681,-13.370973216541568,0.132890365448505,-7.57795657943776,-14.840787550378991,0.07754442649434572,-8.389712042501703,-14.3800728349701,0.2903348554033486,-7.882631656769712,-14.681473487901753
241,0.1608695652173913,-6.800145269814564,-14.23214527969359,,-6.209545527165999,-14.051085595014229,0.23917525773195877,-6.954136617751168,-16.193148752356432,0.132890365448505,-8.786506749724957,-16.601623079098246,0.07754442649434572,-8.264182705525444,-14.45639672826398,0.1669266770670827,-8.540659656595963,-16.097566711036738
242,0.1608695652173913,-8.050493810150364,-13.543187251254167,,-6.831748789875599,-14.221730803849992,0.23917525773195877,-7.01400294156593,-14.616959654309392,0.132890365448505,-8.428919297462723,-13.592424435149987,0.07754442649434572,-8.648880169272712,-15.53206013656464,0.24839774713536608,-7.443173787443974,-14.234533396576781
243,0.1608695652173913,-7.1643177416631705,-13.286795001248075,,-5.38164818734871,-11.953755413961993,0.23917525773195877,-7.431819624356486,-13.17791741488546,0.132890365448505,-8.22361990434456,-14.774787025637657,0.07754442649434572,-8.605093642269928,-15.681074422352271,0.34559884559884557,-6.88424824236037,-13.973745355874073
244,0.1608695652173913,-8.055785780491474,-13.079284146248078,,-7.928342867351635,-11.879561028359372,0.23917525773195877,-6.507906849250274,-14.365314771557639,0.132890365448505,-9.493060997220917,-16.98146065127021,0.07754442649434572,-7.8524577344919235,-14.495914253981779,0.33113063099363366,-7.34686949824583,-15.478892194608074
245,0.1608695652173913,-7.975570718912214,-15.698832961625007,,-6.89184290478114,-15.582929196704924,0.23917525773195877,-9.419448610729285,-17.995787907733554,0.132890365448505,-10.555148298610725,-17.13570695227395,0.07754442649434572,-8.190984530253397,-15.677650205113245,0.2611419366386254,-8.333527836595431,-14.978131599555315
246,0.1608695652173913,-4.172440292986811,-10.17650539329564,,-4.152073502624207,-10.73274043142237,0.23917525773195877,-3.806795953050825,-10.39069499659856,0.132890365448505,-3.9190896620230276,-11.483477838829465,0.07754442649434572,-3.0007407011722305,-10.619039537311437,0.5529699938763013,-2.9002721709861436,-10.15155087827779
247,0.1608695652173913,-8.52808842984673,-14.065978238168736,,-6.860221809615287,-13.635758609228795,0.23917525773195877,-10.08281621992267,-15.879938548654362,0.132890365448505,-8.280059793795566,-14.949135577741359,0.07754442649434572,-7.206192250223382,-13.632515564781514,0.44660194174757284,-6.826328992572053,-14.10827224485946
248,0.1608695652173913,-3.3978821351000024,-9.98012405019833,,-3.532313904232585,-10.268749495292578,0.23917525773195877,-2.477196730690729,-10.171306801533323,0.132890365448505,-4.518080745325799,-11.66967925626279,0.07754442649434572,-4.183675955229204,-12.387883697117434,0.32131676311545393,-7.048417840571974,-13.90225299328586
249,0.1608695652173913,-7.361507522740615,-13.21596205776321,,-6.784860830625231,-11.99082700265352,0.23917525773195877,-8.660122688864579,-15.798042201338685,0.132890365448505,-8.642617708365743,-17.45763580522336,0.07754442649434572,-7.9720946394634185,-14.523741814885344,0.21844167819271554,-9.209843171060974,-16.670294771031266
250,0.1608695652173913,-9.273694506243135,-16.190912280440553,,-7.5666073203289885,-12.748537531325148,0.23917525773195877,-8.260586239484077,-15.76101931488008,0.132890365448505,-9.586474864276015,-17.201154820881374,0.07754442649434572,-7.746466682141408,-14.357292981196855,0.46447998700982385,-7.604701783501194,-13.509330921052637
251,0.1608695652173913,-7.203004347930012,-14.621296861810723,,-6.378044066686708,-12.56407604935774,0.23917525773195877,-7.089316616923819,-16.40706945628289,0.132890365448505,-9.361347643861976,-17.08535172919283,0.07754442649434572,-7.866600480778222,-15.39061470393084,0.46348314606741575,-6.279871182240651,-12.825943511290895
252,0.1608695652173913,-6.660001457625672,-13.790387515848932,,-6.501505957042363,-12.441557144612933,0.23917525773195877,-5.803831954349795,-16.356833489006142,0.132890365448505,-8.783724235613409,-16.663376374583727,0.07754442649434572,-7.449489669879056,-15.189162051805623,0.4742629482071713,-6.576827166846725,-13.428068350382196
253,0.1608695652173913,-2.432328535421189,-10.470498908138573,,-3.24586133508969,-10.882466617462203,0.23917525773195877,-2.7448164808963127,-9.971151245141055,0.132890365448505,-3.027881783398368,-9.486478103364092,0.07754442649434572,-2.2902496802075216,-10.441806750315973,0.6045276690888765,-1.7215378003161872,-10.474183176193023
254,0.1608695652173913,-9.184213281479543,-17.353035577637808,,-7.860524187526144,-15.718398049485645,0.23917525773195877,-6.3573222170478925,-17.623155802210103,0.132890365448505,-9.278288709523702,-17.52669840718508,0.07754442649434572,-6.107477128227043,-13.667090428465688,0.5239593763410099,-5.717844538942667,-12.620533573352281
255,0.1608695652173913,-8.34883211656917,-16.668836203590168,,-9.218956867559072,-14.76934941603761,0.23917525773195877,-11.232687515469843,-17.477748376523643,0.132890365448505,-10.742062224033276,-19.134313300189405,0.07754442649434572,-7.770187545831763,-17.75710624636041,0.21068249258160238,-6.610730152689018,-16.71152431218901
256,0.1608695652173913,-7.1982873074576,-12.741879835176878,,-6.821580344033792,-13.72463874072314,0.23917525773195877,-8.259696420387348,-15.045984786203457,0.132890365448505,-8.611483157695133,-15.226868367608006,0.07754442649434572,-7.494669809533477,-16.38619846017158,0.3168058923919878,-8.517361298914896,-15.272036119300536
257,0.1608695652173913,-6.614030295211827,-13.550099453913614,,-5.959436968330155,-14.225614364470253,0.23917525773195877,-7.270041985386895,-12.342159224058616,0.132890365448505,-6.920592633473321,-13.930700029115377,0.07754442649434572,-8.18857285465893,-15.5734287825193,0.38878420816509646,-7.720896316608412,-14.175340461775663
258,0.1608695652173913,-7.562748602563936,-14.740102923697254,,-6.391856950919496,-14.385322204124076,0.23917525773195877,-8.785089707464211,-16.523810375223288,0.132890365448505,-9.204229696372172,-16.87196351469035,0.07754442649434572,-5.911102103042941,-16.953462243709883,0.3053236876275274,-6.365423711598234,-15.165865534504643
259,0.1608695652173913,-7.563054323307384,-15.065948748245582,,-7.765868829709039,-15.166665699649622,0.23917525773195877,-9.659103301590546,-16.601147791909607,0.132890365448505,-9.445518863901754,-15.93933075385599,0.07754442649434572,-8.370924851836438,-15.271427745085793,0.2752808988764045,-7.245005791006238,-15.869462854200936
260,0.1608695652173913,-9.80204535313713,-16.397432849779694,,-7.52480264675585,-13.220752721018574,0.23917525773195877,-9.001143356471088,-16.627948129796767,0.132890365448505,-10.67896387606231,-17.526428141650356,0.07754442649434572,-8.639017614149598,-15.38010280048935,0.39859245041586694,-6.967671971346336,-14.120174112185031
261,0.1608695652173913,-10.211086240449667,-18.317884545522652,,-8.033647314650535,-17.184535966144196,0.23917525773195877,-10.290782689534762,-17.407690117482453,0.132890365448505,-9.19049695102955,-17.131831483637264,0.07754442649434572,-6.694822082404066,-15.531060666350918,0.42729460295634236,-4.594687773017977,-12.596661707894388
262,0.1608695652173913,-9.011799905281558,-17.088326048609282,,-6.957406739595773,-13.292788920822286,0.23917525773195877,-7.789195067006265,-14.466350841175755,0.132890365448505,-9.194971945376286,-16.742020078137354,0.07754442649434572,-9.544828705315153,-17.428185466001864,0.16910410573069007,-8.324428463860608,-15.99010846778694
263,0.1608695652173913,-7.669348183186168,-16.822670339204144,,-7.291195061052756,-17.241988260412857,0.23917525773195877,-6.895046967762509,-12.154098127770602,0.132890365448505,-8.003206184421652,-17.571298246752395,0.07754442649434572,-7.825757176278748,-17.13089313608255,0.28904719501335707,-7.995122526619242,-16.24750764607061
264,0.1608695652173913,-7.48162458893638,-13.601889491029786,,-6.516314473978192,-13.515992456890231,0.23917525773195877,-8.233006998492606,-14.521072057912416,0.132890365448505,-8.539969264711894,-14.979495040511638,0.07754442649434572,-8.476466806814054,-13.834804460299647,0.4176543428268176,-7.333941204406772,-15.661766204846035
265,0.1608695652173913,-7.827736116324581,-13.076305288379684,,-5.490434055109742,-13.63439015743687,0.23917525773195877,-7.263146004544377,-13.701272156859725,0.132890365448505,-9.715624802653167,-16.27556233632012,0.07754442649434572,-6.9926616958856505,-15.298358811786265,0.5109061058556797,-6.944537615235058,-13.503014839154513
266,0.1608695652173913,-6.659536232563231,-13.285724561877611,,-6.111716654693323,-12.435818361746865,0.23917525773195877,-9.059906619967995,-14.991985488722381,0.132890365448505,-9.457068244119547,-16.47406988589119,0.07754442649434572,-9.054660311151574,-15.232484547286463,0.21945409429280396,-8.681559284046562,-15.923528696982096
267,0.1608695652173913,-7.922484710066855,-13.111213449409572,,-6.958444909315214,-13.3375458610168,0.23917525773195877,-6.167468165152971,-12.558971894299107,0.132890365448505,-5.342555225321664,-12.236744512680687,0.07754442649434572,-3.349608280557967,-10.949917972483242,0.6211336784813487,-3.047637817167394,-10.437683665166231
268,0.1608695652173913,-4.72366818613054,-11.651206275011688,,-3.73123479649726,-11.180033682457253,0.23917525773195877,-4.586941449480652,-10.509808005750088,0.132890365448505,-4.154021069309428,-10.543159577157759,0.07754442649434572,-5.199853197786978,-11.964120751484513,0.2206804789963885,-7.292773450773437,-14.323451495061459
269,0.1608695652173913,-9.989473796283285,-15.04798724855052,,-6.7145955149817365,-12.378692430936171,0.23917525773195877,-8.661476944425958,-14.69497662584308,0.132890365448505,-7.889089828993132,-15.56243355357283,0.07754442649434572,-8.33868615977456,-14.818490711982609,0.3376217607057526,-8.919324363469668,-16.671113316325645
270,0.1608695652173913,-9.32328599462992,-17.925241293611876,,-8.597154263111008,-15.716821152776461,0.23917525773195877,-7.418110630456804,-13.088306669018854,0.132890365448505,-9.032783870991972,-17.126288540540713,0.07754442649434572,-9.172648157417262,-16.459893014459183,0.2945902517407606,-7.571395727700004,-13.498270447831276
271,0.1608695652173913,-10.686413526802516,-17.15454246665969,,-9.030467078094532,-15.417064503675494,0.23917525773195877,-9.895497950882815,-14.996405570240054,0.132890365448505,-9.962733381492704,-17.27540453431771,0.07754442649434572,-9.588709192781733,-14.821922250206729,0.25062099620865474,-9.289515278845476,-16.09204915254236
272,0.1608695652173913,-9.080795467824586,-13.857484705809338,,-6.974573354050319,-13.405914196534948,0.23917525773195877,-7.31681807834396,-16.600294624707555,0.132890365448505,-9.115368590812041,-17.255095447149994,0.07754442649434572,-9.692087452439896,-16.985782004223292,0.2660143991139007,-8.200057977520515,-15.977672124861009
273,0.1608695652173913,-9.289883037345657,-16.063027403636298,,-7.292040382182328,-13.438227028709944,0.23917525773195877,-7.8161347833801775,-16.60479792583911,0.132890365448505,-9.356698819556893,-16.835686834728772,0.07754442649434572,-9.396592998416192,-16.610798912520597,0.23544013748329196,-8.047132075255103,-15.798616174616281
274,0.1608695652173913,-7.7183506311775805,-14.17762673046093,,-7.188781593235704,-12.116343537247712,0.23917525773195877,-7.658622739895495,-13.31638100347776,0.132890365448505,-9.476513221663614,-16.544979980233144,0.07754442649434572,-8.05597593833684,-15.675606384182693,0.20496388973654767,-8.599888182728732,-16.466961993744757
275,0.1608695652173913,-9.323932159199105,-14.061357169495869,,-8.083285137783676,-14.290961444994112,0.23917525773195877,-6.260482894592345,-12.657206525074223,0.132890365448505,-8.232308680515581,-14.315747990091182,0.07754442649434572,-8.493453211125713,-14.963374747610816,0.40213026017111925,-7.751160091739685,-14.381566999784495
276,0.1608695652173913,-8.996844333792847,-14.462939167979812,,-8.346471717518465,-13.484096260040975,0.23917525773195877,-6.837523083166197,-14.187367986682094,0.132890365448505,-9.047020210091794,-16.419106946569386,0.07754442649434572,-8.902381352017526,-16.02953435245697,0.3434273916035788,-7.7803791051906686,-15.368081974799804
277,0.1608695652173913,-8.60651183554372,-15.076028898693268,,-7.431978869469729,-13.280594805548798,0.23917525773195877,-6.918825345072984,-16.793771117161608,0.132890365448505,-9.490202547354432,-15.717224865885093,0.07754442649434572,-8.695051578976203,-16.034068472221293,0.37801081435359657,-7.622448550392774,-16.101529733693162
278,0.1608695652173913,-8.134093981769174,-12.912036465963707,,-7.290348517353424,-12.924923942870842,0.23917525773195877,-6.9016495844391486,-14.033198688150392,0.132890365448505,-8.031314328566651,-14.305502365398095,0.07754442649434572,-7.804015064851661,-13.450616122595132,0.4118608070576703,-7.4558367251805615,-12.817895748448954
279,0.1608695652173913,-7.974753045120584,-13.386017503908594,,-7.277959359125022,-12.797999108518326,0.23917525773195877,-4.553791688361631,-15.576112607962429,0.132890365448505,-9.56001242799346,-16.495110081597318,0.07754442649434572,-8.490341449490865,-16.224829486973565,0.32453567937438904,-6.652455521470725,-15.206189347302113
280,0.1608695652173913,-8.372823710190907,-16.017158702065785,,-8.595800477162555,-15.57703850511389,0.23917525773195877,-9.167157847584065,-16.85682199698418,0.132890365448505,-9.369996878201437,-17.98522523706309,0.07754442649434572,-9.090696852538535,-17.75036619604044,0.18699186991869918,-7.033921114557506,-15.845268524435296
281,0.1608695652173913,-8.409118318168034,-14.04387779704991,,-6.952716067574931,-13.12639227395772,0.23917525773195877,-6.686905135255178,-13.586379720567848,0.132890365448505,-9.747487846737176,-18.45731261268182,0.07754442649434572,-9.30319990171973,-14.146947110196535,0.22024539877300614,-8.5090004450143,-17.558640629756805
282,0.1608695652173913,-8.867670487808272,-14.905884493882702,,-7.395647696346708,-12.416359980640589,0.23917525773195877,-6.50519821800775,-14.302944404662322,0.132890365448505,-9.80564342015922,-16.642091896392046,0.07754442649434572,-8.722482580848705,-15.575841186181083,0.1406028727493425,-5.190366072179401,-16.814216029507747
283,0.1608695652173913,-8.546065661702627,-14.0349349472232,,-7.5743274674377,-13.55441704779788,0.23917525773195877,-7.17348120925878,-14.623746348230977,0.132890365448505,-10.495370083226295,-15.972792733798453,0.07754442649434572,-8.88512794304183,-17.157986993721018,0.19992136819343426,-8.090392242715584,-15.39836666966222
284,0.1608695652173913,-7.0337146091346465,-13.322357122248567,,-6.7419960856713015,-12.51135262769784,0.23917525773195877,-8.053473893483293,-15.123764283086448,0.132890365448505,-10.064382738026925,-17.27087659656555,0.07754442649434572,-10.267581247979328,-15.178367382980653,0.22754050073637702,-9.066393356919127,-17.02970392049307
285,0.1608695652173913,-7.410553830666963,-13.508270163445301,,-6.2963076791472705,-12.1960046038786,0.23917525773195877,-7.852319301069624,-13.768904142958247,0.132890365448505,-8.298324756671041,-15.616777121798961,0.07754442649434572,-11.29240402879688,-16.633666792291415,0.21083734884989544,-8.133362544528692,-15.574159946702697
286,0.1608695652173913,-9.362267417513392,-15.132024601143296,,-8.296684100055678,-13.604405226497008,0.23917525773195877,-7.17167866891881,-13.560457440582388,0.132890365448505,-9.65429806917073,-16.724592501815152,0.07754442649434572,-9.616056639137424,-16.007601267309088,0.3401408450704225,-9.644087576807559,-17.159304775113245
287,0.1608695652173913,-2.995818665789386,-10.676375356899205,,-3.6670253864545255,-10.158997720296334,0.23917525773195877,-3.506907282898644,-10.301851232676961,0.132890365448505,-4.801386135140796,-11.759677778926736,0.07754442649434572,-8.590941333216493,-15.17466814659211,0.2647352647352647,-9.21986792459837,-15.952835365536632
288,0.1608695652173913,-6.803357537334881,-13.200982472421003,,-6.923482085172068,-12.214195340628573,0.23917525773195877,-6.964343447221541,-13.610499248948907,0.132890365448505,-8.572986026669726,-14.140927174127167,0.07754442649434572,-8.769674541594368,-15.973246883269983,0.24034672970843185,-8.077840523146815,-16.28615956335507
289,0.1608695652173913,-6.544393193832445,-13.281144944362659,,-6.65713749699199,-11.249023510897413,0.23917525773195877,-5.605930809689399,-11.654928362402542,0.132890365448505,-6.878680880739713,-12.890043182313406,0.07754442649434572,-6.547166715988344,-12.891477364002863,0.35799782372143635,-7.947115142214552,-12.689380105924755
290,0.1608695652173913,-2.943712920808115,-9.10948801528367,,-2.4807291430873595,-9.375860713020733,0.23917525773195877,-2.0569363222054498,-10.049740781354142,0.132890365448505,-3.6044876655761326,-11.15647308195609,0.07754442649434572,-3.746716022864516,-11.890767341989255,0.5388942462230794,-3.6058895920832117,-10.799671817294367
291,0.1608695652173913,-7.9012141458031895,-13.767662203506802,,-7.2449989276798,-12.312543735936588,0.23917525773195877,-6.247269274365735,-11.918959210177016,0.132890365448505,-7.200880888568517,-12.622459656712108,0.07754442649434572,-7.779532161118085,-13.776362475164664,0.4036547855979736,-7.6096602285637935,-13.648186497437617
292,0.1608695652173913,-3.857308621891114,-10.878754972194143,,-3.296678185010402,-9.881825084913968,0.23917525773195877,-1.4046289709793336,-10.912001480386639,0.132890365448505,-2.398862092919292,-9.485612845668287,0.07754442649434572,-1.4017555679861795,-9.429956322646959,0.546123727486296,-1.7020776721064934,-11.008138491147381
293,0.1608695652173913,-9.311402344453388,-15.383400288030622,,-6.903974723080497,-13.312674292120848,0.23917525773195877,-8.01298250250722,-13.312700310151811,0.132890365448505,-9.899835590237135,-16.972993396903384,0.07754442649434572,-8.949856195225223,-16.452218274926675,0.22895019706198494,-9.872991687664879,-16.588787525257317
294,0.1608695652173913,-3.9759822353176446,-12.200794289313881,,-3.1876942345988057,-12.041698548373216,0.23917525773195877,-2.941732954247067,-10.19674952598468,0.132890365448505,-3.687192704885013,-11.28675272868193,0.07754442649434572,-3.6124903652086386,-11.485507016689658,0.5243122200895713,-3.8907419857446235,-12.004563324411752
295,0.1608695652173913,-6.861816322164539,-12.522934569421317,,-5.904114893198359,-12.442778186719307,0.23917525773195877,-7.3634430732885185,-13.90300662689872,0.132890365448505,-8.485339799076197,-15.71213850054477,0.07754442649434572,-7.524023130249704,-14.706014320267943,0.36948662328271875,-7.677276245565938,-14.094789975482167
296,0.1608695652173913,-8.292246021510936,-12.109640486062412,,-6.719448224656013,-12.907355798701406,0.23917525773195877,-7.461800576068288,-14.863038955850838,0.132890365448505,-8.721592719716538,-15.131761696104292,0.07754442649434572,-7.0053576321647775,-14.241037152250364,0.5163720215219062,-6.752911969609721,-14.350843275938994
297,0.1608695652173913,-7.541657175416399,-13.633675464590148,,-6.811257391899577,-12.048637016998722,0.23917525773195877,-6.045201465050983,-13.726220032104381,0.132890365448505,-7.829460564602531,-17.57670045390157,0.07754442649434572,-7.805521714609426,-16.48172607079098,0.32805613025096697,-7.1426797077523,-15.501247186106147
298,0.1608695652173913,-7.720959305375451,-13.58540880855231,,-7.412880171956081,-13.189727415561535,0.23917525773195877,-8.027040165765328,-15.148922232141626,0.132890365448505,-9.12502791835007,-15.666366199453883,0.07754442649434572,-8.010737337529715,-15.962018383588124,0.32971702377723533,-7.702627405650454,-15.60507830235078
299,0.1608695652173913,-8.205600078401204,-15.539701016539492,,-7.156122766449205,-15.908854742451524,0.23917525773195877,-7.188002701578466,-16.13060070971215,0.132890365448505,-9.920759830410622,-17.540234091289093,0.07754442649434572,-8.12090787599349,-15.318251411059876,0.3130832570905764,-8.762163593990607,-14.99261289594277
300,0.1608695652173913,-7.670962504207904,-14.903924146704274,,-7.02090442078436,-13.248865569870489,0.23917525773195877,-6.503309892343898,-12.73594171623984,0.132890365448505,-7.9457819694298815,-15.104147126714029,0.07754442649434572,-7.866766297216749,-15.002516004625587,0.1588993806477815,-7.642118345233451,-15.39939074775505
301,0.1608695652173913,-8.905286543375139,-15.522077789412371,,-9.223340344219732,-13.997692914229802,0.23917525773195877,-4.3290234482489565,-14.236767467976525,0.132890365448505,-8.49222099830135,-17.52326652920616,0.07754442649434572,-7.66620792794469,-17.21225828193758,0.32949489662392045,-7.637165917843207,-14.16542821930413
302,0.1608695652173913,-9.440614684372866,-15.418937003782956,,-8.014901034836614,-14.166590397410893,0.23917525773195877,-6.8888493818479795,-16.00710996375967,0.132890365448505,-9.369727080863536,-17.894182395102682,0.07754442649434572,-8.816058063524592,-17.896205289547968,0.24377343975382249,-8.713329894741976,-16.097106125231477
303,0.1608695652173913,-8.560605911972726,-14.897757004256558,,-5.289581635534989,-13.03122368909142,0.23917525773195877,-7.924370842103672,-13.021262834514353,0.132890365448505,-9.130921574795059,-14.597963516281833,0.07754442649434572,-7.529875299148774,-15.377183915251244,0.39607981635175704,-7.700963920348286,-15.471533180556678
304,0.1608695652173913,-8.841656969354815,-16.225749879811403,,-7.357576407547219,-13.814577946036081,0.23917525773195877,-10.269363645969849,-16.389523428511733,0.132890365448505,-9.570674525406456,-16.094296736957467,0.07754442649434572,-8.94296533713585,-15.63507337390984,0.28218369605311694,-9.492952306605066,-15.174723671786449
305,0.1608695652173913,-9.028008593313205,-14.517922813635476,,-6.77386029340415,-13.732694640916925,0.23917525773195877,-8.282785058477112,-13.43312501362364,0.132890365448505,-9.088344901056006,-15.067803561800403,0.07754442649434572,-8.388916449047837,-14.822263551966316,0.2552883222254419,-9.629215688648546,-16.491601435127244
306,0.1608695652173913,-9.855268445118734,-15.889524926603197,,-6.979350813574205,-14.31647746782754,0.23917525773195877,-8.280487933325643,-13.449374046396914,0.132890365448505,-9.065952316475341,-15.379664399425934,0.07754442649434572,-8.652607201679142,-14.881725124996807,0.3489493627282122,-9.777209891960537,-14.071359354003192
307,0.1608695652173913,-8.115431854154952,-12.892901232586615,,-7.097721490743375,-13.073581192331767,0.23917525773195877,-6.903704434326264,-13.255622118055596,0.132890365448505,-8.62751376421056,-15.14125547769035,0.07754442649434572,-8.841172318222828,-14.874202028433196,0.35229976209357655,-8.871079595509537,-15.331679749073558
308,0.1608695652173913,-9.241290820133907,-14.088623162300545,,-8.95520215007551,-13.720269054944046,0.23917525773195877,-8.183554274183054,-13.27784515631966,0.132890365448505,-8.956659776876414,-13.989356248268276,0.07754442649434572,-8.570816587816527,-13.464317455577026,0.3742602243618055,-8.37997130210331,-14.249014547334365
309,0.1608695652173913,-9.212188321633594,-17.021992111586897,,-9.120270414953088,-16.569206308894934,0.23917525773195877,-9.240323950545356,-17.03820731727471,0.132890365448505,-8.443443319968331,-16.057757165243554,0.07754442649434572,-8.176919298238353,-15.188786256293923,0.27837051406401553,-7.11458502274826,-15.005200345200029
310,0.1608695652173913,-8.499339401858808,-14.776935351598038,,-7.766732461614298,-13.089003488544911,0.23917525773195877,-7.219422383190573,-14.691929008458853,0.132890365448505,-8.568276356740904,-14.279835563564296,0.07754442649434572,-8.747390314718835,-14.990664961199938,0.3942595527381581,-7.902989087291927,-13.479695842877401
311,0.1608695652173913,-7.829605043867362,-14.495170518736067,,-7.436515238928459,-13.10658182460524,0.23917525773195877,-7.226743510499486,-15.836767303066386,0.132890365448505,-8.621842686021106,-14.86790730847095,0.07754442649434572,-9.28349544728291,-14.798046011429712,0.43411107459743675,-8.345946818126716,-14.759345917431943
312,0.1608695652173913,-10.141944464986693,-16.930298804602135,,-7.073567641104772,-13.570782390621472,0.23917525773195877,-7.964950113516741,-14.100767362164017,0.132890365448505,-8.23875288932963,-15.220101522384955,0.07754442649434572,-8.602129654158698,-16.030237201601263,0.3276535321263756,-8.505315689137703,-15.378676920239363
313,0.1608695652173913,-8.429859127678865,-14.553887691919108,,-6.142473289636079,-12.796856377439376,0.23917525773195877,-5.99409503246439,-14.18431489103556,0.132890365448505,-7.797083874153163,-15.740421779914715,0.07754442649434572,-7.985692120382641,-16.334868062875394,0.310604633640987,-7.915563778402986,-15.675331586498109
314,0.1608695652173913,-7.957408920347987,-14.354531318247654,,-6.556144890474842,-12.872472975275809,0.23917525773195877,-7.085448648893302,-14.247264569459015,0.132890365448505,-8.290271286340007,-14.578315559733603,0.07754442649434572,-7.855218345200603,-16.038668578315615,0.16628795703367072,-8.951824443496575,-16.181166364347643
