village_id,farm_id,crop_type,health_index,yield_estimate_to_date,shapefile_village_id,area_ha,crop_confidence,flood_excess_db,health_raw_z,source,p_Rice,p_Cotton,p_Maize,p_Bajra,p_Groundnut
1,199,Cotton,57.04,0.379,22,2.2064500138134653,0.6288,1.08,0.6174,measured,0.0589,0.6288,0.1473,0.0246,0.1404
1,200,Cotton,89.63,0.515,22,0.9396453164725428,0.9833,0.65,2.1615,measured,0.0008,0.9833,0.0129,0.0001,0.0029
1,201,Groundnut,80.87,2.584,22,1.0044624331766328,0.2947,1.96,-0.0354,measured,0.2108,0.2127,0.1427,0.139,0.2947
1,202,Rice,5.75,0.753,22,0.7478270702787766,0.3907,3.22,-0.8492,measured,0.3907,0.1746,0.1226,0.0937,0.2183
1,203,Rice,10.34,0.842,22,0.6296053964305492,0.3606,2.8,-0.717,measured,0.3606,0.0969,0.0741,0.195,0.2733
1,204,Groundnut,63.48,2.19,22,1.0112498838353696,0.3723,0.79,-0.2513,measured,0.1764,0.1215,0.0769,0.253,0.3723
1,205,Cotton,89.88,0.516,22,0.6349802383745021,0.9813,-0.3,2.1681,measured,0.0009,0.9813,0.0134,0.0002,0.0043
1,206,Cotton,77.04,0.462,22,0.784311710682565,0.6352,1.47,1.1929,measured,0.0406,0.6352,0.2081,0.0162,0.0999
1,207,Cotton,1.23,0.145,22,0.6967410053794851,0.4192,0.61,-0.5982,measured,0.1905,0.4192,0.06,0.0964,0.2338
1,208,Rice,60.92,1.816,22,0.4266130349569345,0.2552,2.32,-0.0343,measured,0.2552,0.2372,0.0982,0.1629,0.2465
1,209,Cotton,69.88,0.432,22,0.1582519835685695,0.6394,-0.72,0.9516,measured,0.0432,0.6394,0.1734,0.046,0.0979
1,210,Cotton,0.99,0.144,22,0.3129597991705544,0.5211,0.2,-0.6678,measured,0.1445,0.5211,0.102,0.0598,0.1726
1,211,Cotton,67.41,0.422,22,0.1802465149020178,0.3752,-0.22,0.8827,measured,0.0664,0.3752,0.3701,0.0775,0.1108
1,212,Rice,72.41,2.037,22,0.4319206022836689,0.3252,3.47,0.1054,measured,0.3252,0.1691,0.1226,0.1482,0.2349
1,213,Cotton,92.59,0.528,22,0.3845928018852836,0.9801,0.29,2.3063,measured,0.001,0.9801,0.0141,0.0002,0.0047
1,214,Groundnut,47.39,1.826,22,0.5767319613707624,0.3064,1.67,-0.3908,measured,0.1836,0.2989,0.1325,0.0787,0.3064
1,215,Groundnut,69.13,2.318,22,0.368371320561087,0.2769,1.46,-0.2003,measured,0.2296,0.1313,0.0961,0.2661,0.2769
1,216,Cotton,90.86,0.52,22,2.257866105104644,0.96,0.62,2.2031,measured,0.0016,0.96,0.0301,0.0002,0.0081
1,217,Cotton,19.51,0.221,22,1.618538722957794,0.2735,1.03,0.0181,measured,0.147,0.2735,0.2584,0.1016,0.2195
1,218,Cotton,96.3,0.543,22,0.5209821847620844,0.9422,0.53,2.437,measured,0.0017,0.9422,0.0527,0.0003,0.0031
1,219,Cotton,94.07,0.534,22,0.4809575378341605,0.9604,0.92,2.3811,measured,0.0018,0.9604,0.0313,0.0003,0.0061
1,220,Rice,73.56,2.059,22,0.6791941181350513,0.2912,2.89,0.1098,measured,0.2912,0.1308,0.1648,0.2162,0.1969
1,221,Rice,54.02,1.683,22,0.4398077316451554,0.2936,2.92,-0.0923,measured,0.2936,0.1009,0.0795,0.2514,0.2747
1,222,Rice,8.05,0.797,22,0.31199362653037,0.3488,2.46,-0.7601,measured,0.3488,0.1121,0.0681,0.2136,0.2573
1,223,Bajra,60.71,2.91,22,0.7449046251333464,0.2884,2.41,-0.3783,measured,0.2882,0.066,0.0842,0.2884,0.2732
1,224,Rice,48.28,1.572,22,0.4594212551855331,0.3095,2.77,-0.17,measured,0.3095,0.1467,0.1833,0.1709,0.1895
1,225,Rice,17.24,0.974,22,0.4347827927627647,0.3235,2.58,-0.5676,measured,0.3235,0.1329,0.181,0.1515,0.211
1,226,Rice,32.18,1.262,22,0.980848019215926,0.389,3.49,-0.3557,measured,0.389,0.0575,0.0785,0.2385,0.2364
1,227,Groundnut,48.7,1.856,22,1.6989458802815125,0.3426,3.36,-0.3847,measured,0.3419,0.1206,0.0509,0.144,0.3426
1,228,Maize,34.62,1.791,22,0.4754910576842381,0.3047,3.25,0.3323,measured,0.2758,0.2191,0.3047,0.1035,0.0969
1,229,Groundnut,32.17,1.482,22,0.7804683459311321,0.3608,0.42,-0.5831,measured,0.1962,0.1237,0.0589,0.2604,0.3608
1,230,Cotton,95.8,0.541,22,1.6167286085644208,0.9583,1.34,2.4223,measured,0.0015,0.9583,0.0328,0.0002,0.0071
1,231,Groundnut,66.52,2.259,22,0.9411568183957834,0.2423,1.33,-0.2203,measured,0.2368,0.1654,0.1373,0.2183,0.2423
1,232,Cotton,21.23,0.229,22,0.2671883684737131,0.2824,1.19,0.0324,measured,0.205,0.2824,0.1832,0.1777,0.1517
1,233,Rice,13.79,0.908,22,1.4462685345625117,0.4274,3.38,-0.6473,measured,0.4274,0.1129,0.0886,0.1443,0.2269
1,234,Groundnut,13.48,1.059,22,0.7494096865565114,0.3345,-0.5,-0.7978,measured,0.1893,0.1473,0.0633,0.2656,0.3345
1,235,Cotton,88.4,0.51,22,0.988305653914853,0.5265,0.45,2.0878,measured,0.0121,0.5265,0.4518,0.0038,0.0059
1,236,Groundnut,50.0,1.886,22,0.9385149634883032,0.4196,1.51,-0.3773,measured,0.1626,0.2785,0.0525,0.0868,0.4196
1,237,Cotton,8.64,0.176,22,0.5468197505470982,0.2809,2.51,-0.2558,measured,0.2676,0.2809,0.1485,0.0975,0.2054
1,238,Cotton,16.3,0.208,22,0.2241986851892471,0.458,1.26,-0.0502,measured,0.1191,0.458,0.0806,0.0515,0.2908
1,239,Groundnut,68.26,2.299,22,0.6230334578875042,0.3316,1.8,-0.2124,measured,0.2196,0.1896,0.0784,0.1808,0.3316
1,240,Cotton,71.36,0.439,22,0.647745570913258,0.5867,1.75,0.9877,measured,0.0623,0.5867,0.2522,0.0248,0.0741
1,241,Groundnut,56.09,2.023,22,1.2201418833926574,0.3422,2.49,-0.3162,measured,0.2537,0.1325,0.1165,0.1552,0.3422
1,242,Bajra,40.71,2.291,22,0.2829378630772339,0.2949,-0.22,-0.6141,measured,0.1953,0.1269,0.1165,0.2949,0.2664
1,243,Maize,7.69,1.081,22,0.3109161381294359,0.3105,1.4,-0.1622,measured,0.2041,0.1935,0.3105,0.134,0.1579
1,244,Cotton,17.28,0.212,22,0.8506963185502399,0.3453,0.87,-0.0228,measured,0.1497,0.3453,0.1287,0.1118,0.2644
1,245,Rice,52.87,1.661,22,0.3606361674570256,0.3789,3.47,-0.1443,measured,0.3789,0.0834,0.1256,0.2198,0.1923
1,246,Cotton,88.15,0.509,22,1.3289544930386472,0.9814,0.08,2.0875,measured,0.0009,0.9814,0.0148,0.0001,0.0029
1,247,Cotton,24.44,0.242,22,0.3614106724607678,0.5527,1.94,0.0749,measured,0.1516,0.5527,0.1208,0.0503,0.1246
1,248,Cotton,91.6,0.524,22,0.5567778905520895,0.958,-0.55,2.2853,measured,0.0014,0.958,0.0333,0.0003,0.0071
1,249,Groundnut,49.13,1.866,22,0.3292725539449389,0.2633,1.47,-0.3834,measured,0.2469,0.2037,0.0939,0.1922,0.2633
1,250,Cotton,61.48,0.397,22,0.511454514602527,0.5436,1.8,0.7203,measured,0.0961,0.5436,0.1272,0.0494,0.1838
1,251,Groundnut,43.04,1.728,22,0.5215320846717192,0.3714,1.09,-0.4479,measured,0.2034,0.157,0.0731,0.1952,0.3714
1,252,Groundnut,18.7,1.177,22,1.0573110816609477,0.3878,1.15,-0.7272,measured,0.2277,0.1062,0.0531,0.2253,0.3878
1,253,Cotton,97.53,0.548,22,0.7286031622944441,0.9738,0.45,2.5821,measured,0.0008,0.9738,0.0207,0.0001,0.0046
1,254,Groundnut,21.74,1.246,22,2.1852211968278685,0.4884,2.16,-0.6757,measured,0.2202,0.1008,0.0409,0.1496,0.4884
1,255,Bajra,91.43,3.86,22,0.3891005307635708,0.2401,2.03,-0.0216,measured,0.2369,0.104,0.2036,0.2401,0.2154
1,256,Cotton,4.69,0.159,22,0.3326938893618243,0.2977,0.3,-0.3665,measured,0.2203,0.2977,0.0979,0.2072,0.1768
1,257,Cotton,19.26,0.22,22,0.2645702222467116,0.4239,1.1,0.0021,measured,0.1591,0.4239,0.1365,0.096,0.1846
1,258,Groundnut,11.74,1.02,22,0.6946125446866311,0.3117,-0.11,-0.8536,measured,0.2074,0.1832,0.0858,0.2118,0.3117
1,259,Rice,25.29,1.129,22,0.7847632123812942,0.3107,2.62,-0.4295,measured,0.3107,0.131,0.0898,0.1857,0.2828
1,260,Groundnut,20.0,1.207,22,1.8687723631176507,0.4223,1.38,-0.7034,measured,0.2185,0.0993,0.057,0.2029,0.4223
1,261,Groundnut,98.26,2.977,22,0.8134373561379661,0.3611,0.77,0.3169,measured,0.107,0.2728,0.1506,0.1084,0.3611
1,262,Groundnut,80.0,2.564,22,1.2893564361958316,0.3517,1.97,-0.0398,measured,0.2035,0.1473,0.1217,0.1758,0.3517
1,263,Maize,67.31,2.653,22,0.828263028546942,0.5683,1.22,0.8526,measured,0.0747,0.2257,0.5683,0.0555,0.0758
1,264,Cotton,4.2,0.157,22,0.6158419783830043,0.3095,0.63,-0.3728,measured,0.1807,0.3095,0.0888,0.1434,0.2775
1,265,Cotton,16.54,0.209,22,0.2161711378282018,0.4931,0.15,-0.0412,measured,0.1514,0.4931,0.0906,0.1332,0.1317
1,266,Groundnut,84.78,2.672,22,0.60773561308754,0.2331,1.95,0.0198,measured,0.2256,0.1805,0.1821,0.1788,0.2331
1,267,Cotton,84.2,0.493,22,2.1551723531181226,0.8991,1.71,1.7578,measured,0.0082,0.8991,0.04,0.0014,0.0514
1,268,Cotton,96.05,0.542,22,0.6035998364536282,0.9432,0.65,2.4344,measured,0.0019,0.9432,0.049,0.0003,0.0056
1,269,Cotton,28.89,0.261,22,0.6948285958534068,0.2814,1.82,0.1362,measured,0.1807,0.2814,0.205,0.1094,0.2235
1,270,Maize,23.08,1.487,22,1.471214069823128,0.2724,2.05,0.1915,measured,0.1933,0.2313,0.2724,0.1188,0.1842
1,271,Groundnut,86.96,2.722,22,0.5089799478166456,0.3804,0.81,0.0553,measured,0.1229,0.2528,0.1251,0.1187,0.3804
1,272,Groundnut,19.57,1.197,22,0.9326545888768212,0.3052,1.0,-0.7083,measured,0.2498,0.1054,0.073,0.2666,0.3052
1,273,Rice,50.57,1.617,22,1.1231173649206252,0.2928,2.59,-0.1626,measured,0.2928,0.1279,0.1378,0.1924,0.2491
1,274,Maize,76.92,2.906,22,1.126366025944325,0.5227,2.86,1.0685,measured,0.0986,0.2734,0.5227,0.0396,0.0656
1,275,Cotton,46.67,0.335,22,0.352751469778999,0.4252,0.28,0.4404,measured,0.0905,0.4252,0.2558,0.0748,0.1537
1,276,Bajra,35.71,2.136,22,1.6402277577174762,0.3198,1.3,-0.6607,measured,0.2443,0.0576,0.0826,0.3198,0.2956
1,277,Groundnut,58.26,2.072,22,0.4988411236106482,0.3463,1.02,-0.3019,measured,0.1967,0.1575,0.1033,0.1962,0.3463
1,278,Cotton,20.74,0.227,22,0.4856704379137245,0.3349,0.71,0.0252,measured,0.1492,0.3349,0.1224,0.13,0.2634
1,279,Groundnut,60.87,2.131,22,1.4053171179877608,0.2854,2.33,-0.2787,measured,0.271,0.0897,0.1169,0.2371,0.2854
1,280,Rice,34.48,1.307,22,1.4554634121873091,0.2606,1.75,-0.3524,measured,0.2606,0.1777,0.157,0.1752,0.2296
1,281,Groundnut,15.22,1.099,22,0.6996678405121893,0.3751,1.18,-0.7882,measured,0.2356,0.0736,0.0353,0.2805,0.3751
1,282,Groundnut,18.26,1.167,22,0.5657004419728286,0.5046,0.96,-0.7295,measured,0.1767,0.0778,0.0214,0.2195,0.5046
1,283,Cotton,31.11,0.27,22,0.3010912574216349,0.2444,0.53,0.1683,measured,0.157,0.2444,0.1604,0.1954,0.2427
1,284,Groundnut,40.87,1.679,22,0.435011895227568,0.2848,2.06,-0.4617,measured,0.2719,0.1515,0.1294,0.1624,0.2848
1,285,Groundnut,41.3,1.689,22,0.858566318658825,0.3169,1.44,-0.4597,measured,0.22,0.2078,0.1171,0.1382,0.3169
1,286,Cotton,10.62,0.184,22,1.626564128640391,0.2975,0.78,-0.231,measured,0.1589,0.2975,0.1583,0.1092,0.2761
1,287,Cotton,88.89,0.512,22,1.5955433868042292,0.8488,0.28,2.1111,measured,0.0059,0.8488,0.1294,0.0017,0.0142
1,288,Cotton,23.46,0.238,22,0.4017942140985259,0.4061,-0.59,0.0626,measured,0.1003,0.4061,0.2809,0.0891,0.1236
1,289,Cotton,63.7,0.407,22,0.443959441511126,0.8489,-0.49,0.7606,measured,0.0197,0.8489,0.0799,0.0076,0.0439
1,290,Cotton,90.62,0.519,22,1.3059679812627736,0.9738,0.25,2.1968,measured,0.0011,0.9738,0.0175,0.0002,0.0074
1,291,Cotton,21.48,0.23,22,1.1546305771591698,0.3119,-0.27,0.0349,measured,0.1165,0.3119,0.215,0.1287,0.2279
1,292,Cotton,98.02,0.55,22,1.230624620457207,0.9703,0.72,2.6203,measured,0.0009,0.9703,0.0237,0.0001,0.005
1,293,Groundnut,91.74,2.83,22,0.5258274788244242,0.2297,1.41,0.1133,measured,0.2084,0.2215,0.1577,0.1827,0.2297
1,294,Cotton,98.52,0.553,22,0.6740944677624838,0.979,1.92,2.6778,measured,0.0006,0.979,0.0169,0.0001,0.0035
1,295,Groundnut,69.57,2.328,22,1.5282217972556655,0.3356,1.01,-0.1989,measured,0.1912,0.2135,0.0873,0.1724,0.3356
1,296,Cotton,22.72,0.235,22,0.8112287225926186,0.5329,0.42,0.0524,measured,0.1125,0.5329,0.1095,0.0631,0.182
1,297,Groundnut,74.35,2.436,22,0.9764188898337998,0.263,1.8,-0.1507,measured,0.2475,0.1398,0.1261,0.2235,0.263
1,298,Bajra,28.57,1.915,22,0.4933137875261112,0.3741,1.21,-0.7358,measured,0.2595,0.0549,0.0459,0.3741,0.2657
1,299,Cotton,5.43,0.162,22,0.8369142643465202,0.3456,2.31,-0.3325,measured,0.2226,0.3456,0.2423,0.0625,0.127
1,300,Cotton,53.83,0.365,22,0.8367580792825227,0.7333,1.51,0.5827,measured,0.0397,0.7333,0.1897,0.0063,0.0311
1,301,Rice,27.59,1.174,22,0.5822234450337958,0.3262,2.69,-0.4159,measured,0.3262,0.0591,0.1086,0.2919,0.2142
1,302,Bajra,85.0,3.661,22,0.5615611998131312,0.2594,1.44,-0.1234,measured,0.2438,0.1458,0.1622,0.2594,0.1888
1,303,Cotton,66.91,0.42,22,0.1821619080194837,0.4848,1.73,0.8774,measured,0.096,0.4848,0.2714,0.0496,0.0982
1,304,Cotton,10.37,0.183,22,0.8909633496069183,0.4115,1.69,-0.24,measured,0.1826,0.4115,0.1238,0.0721,0.21
1,305,Rice,16.09,0.952,22,0.5634341572768592,0.2855,1.82,-0.6014,measured,0.2855,0.2209,0.154,0.1396,0.2
1,306,Cotton,42.22,0.317,22,0.4512150156524247,0.3845,-1.19,0.3574,measured,0.0628,0.3845,0.3308,0.0794,0.1426
1,307,Rice,11.49,0.864,22,0.4510876346187722,0.2439,1.08,-0.7162,measured,0.2439,0.2188,0.1594,0.1381,0.2398
1,308,Groundnut,26.96,1.364,22,0.5172944069572172,0.3877,-0.12,-0.6204,measured,0.159,0.0859,0.0651,0.3023,0.3877
1,309,Groundnut,30.0,1.433,22,0.6354701603562977,0.4723,1.4,-0.6005,measured,0.1956,0.1037,0.0383,0.1901,0.4723
1,310,Rice,29.89,1.218,22,0.6493259123802336,0.3048,2.41,-0.3831,measured,0.3048,0.0996,0.092,0.248,0.2556
1,311,Cotton,75.56,0.456,22,0.3711406347239452,0.4587,2.17,1.1379,measured,0.0888,0.4587,0.3365,0.0442,0.0718
1,312,Bajra,92.86,3.904,22,0.8207014904318839,0.2778,0.64,0.0234,measured,0.1699,0.1121,0.2175,0.2778,0.2227
1,313,Cotton,10.86,0.185,22,0.6891098008111272,0.2562,1.87,-0.2114,measured,0.2541,0.2562,0.1675,0.1392,0.183
1,314,Cotton,63.46,0.406,22,1.414908514548959,0.6313,1.61,0.7591,measured,0.0351,0.6313,0.3015,0.0057,0.0264
1,315,Groundnut,34.78,1.541,22,0.8642603734586705,0.3393,1.81,-0.5409,measured,0.2506,0.1909,0.0547,0.1645,0.3393
1,316,Cotton,77.28,0.464,22,0.3335159108252412,0.6548,1.13,1.2029,measured,0.0504,0.6548,0.2174,0.0267,0.0507
1,317,Groundnut,62.61,2.171,22,0.5913584048082562,0.3289,1.96,-0.2575,measured,0.2407,0.0916,0.0732,0.2655,0.3289
1,318,Maize,69.23,2.703,22,0.8234512741447568,0.533,1.34,0.9544,measured,0.0732,0.2844,0.533,0.048,0.0614
1,319,Cotton,26.91,0.252,22,0.6058604186114857,0.3705,1.32,0.1065,measured,0.1246,0.3705,0.2888,0.0599,0.1562
1,320,Cotton,93.83,0.533,22,0.9906345080041588,0.9752,0.32,2.3623,measured,0.0009,0.9752,0.018,0.0002,0.0057
1,321,Cotton,62.96,0.404,22,0.3564729567549488,0.6022,0.73,0.7506,measured,0.0524,0.6022,0.2191,0.0266,0.0997
1,322,Cotton,8.4,0.175,22,0.3236797028551916,0.4162,1.66,-0.2571,measured,0.1927,0.4162,0.1401,0.0783,0.1727
1,323,Bajra,76.43,3.396,22,1.5116467373384224,0.3051,2.07,-0.226,measured,0.2523,0.0571,0.1462,0.3051,0.2393
1,324,Maize,84.62,3.109,22,1.7102559925899008,0.6452,1.14,1.3424,measured,0.0374,0.2477,0.6452,0.0245,0.0451
1,325,Cotton,75.8,0.457,22,0.8448201543654581,0.7825,2.88,1.1411,measured,0.028,0.7825,0.0316,0.0052,0.1527
1,326,Maize,71.15,2.754,22,0.8775631379416673,0.7296,-0.49,0.9752,measured,0.0356,0.1418,0.7296,0.051,0.042
1,327,Groundnut,25.22,1.325,22,1.2682139293909993,0.4319,2.16,-0.6323,measured,0.2176,0.0383,0.0438,0.2684,0.4319
1,328,Groundnut,47.83,1.836,22,0.7612845343969405,0.3109,2.59,-0.389,measured,0.2845,0.0594,0.0573,0.2879,0.3109
1,329,Bajra,57.86,2.821,22,0.8387973812945769,0.315,0.82,-0.4139,measured,0.2052,0.0774,0.1166,0.315,0.2858
1,330,Groundnut,31.3,1.462,22,2.2141617505692937,0.4749,-0.01,-0.5984,measured,0.142,0.1074,0.0672,0.2085,0.4749
1,331,Groundnut,39.57,1.649,22,0.9905587198819932,0.3724,0.66,-0.4861,measured,0.1825,0.0824,0.0833,0.2794,0.3724
1,332,Bajra,88.57,3.772,22,0.6593476155756809,0.2317,1.28,-0.0643,measured,0.225,0.1702,0.2004,0.2317,0.1727
1,333,Bajra,80.0,3.506,22,0.8405281011079051,0.2791,1.43,-0.2021,measured,0.2255,0.0861,0.175,0.2791,0.2343
1,334,Cotton,13.33,0.196,22,0.5230689440835916,0.3932,1.98,-0.1218,measured,0.1415,0.3932,0.0612,0.058,0.3462
1,335,Bajra,11.43,1.385,22,0.8936061282675993,0.4884,0.31,-1.043,measured,0.2749,0.0364,0.0516,0.4884,0.1488
1,336,Rice,2.3,0.686,22,0.5467712647381995,0.2688,0.97,-1.0071,measured,0.2688,0.1591,0.1896,0.1585,0.2241
1,337,Groundnut,70.0,2.338,22,0.4080617585056155,0.3596,1.1,-0.1935,measured,0.1539,0.2819,0.0849,0.1197,0.3596
1,338,Groundnut,56.52,2.033,22,0.8287246764590369,0.3549,1.92,-0.3114,measured,0.2273,0.1461,0.0868,0.1849,0.3549
1,339,Groundnut,0.87,0.774,22,1.5960100105300083,0.5327,-0.61,-1.6069,measured,0.17,0.0809,0.0367,0.1797,0.5327
1,340,Rice,63.22,1.86,22,0.8538129886400763,0.4119,4.1,-0.0058,measured,0.4119,0.1065,0.0798,0.1516,0.2501
1,341,Rice,37.93,1.373,22,1.4042032565193134,0.2514,1.61,-0.3293,measured,0.2514,0.1959,0.1525,0.1747,0.2255
1,342,Cotton,24.2,0.241,22,0.3523437320829827,0.278,2.64,0.0732,measured,0.2624,0.278,0.1591,0.1324,0.168
1,343,Rice,49.43,1.594,22,0.4519907706112032,0.268,2.44,-0.1683,measured,0.268,0.2125,0.1415,0.1479,0.2301
1,344,Cotton,93.58,0.532,22,0.765893171710428,0.9776,0.58,2.352,measured,0.0008,0.9776,0.018,0.0001,0.0035
1,345,Bajra,22.86,1.739,22,1.068248846807722,0.3811,1.64,-0.8047,measured,0.3024,0.0369,0.1044,0.3811,0.1752
1,346,Bajra,65.71,3.064,22,0.9825367848894824,0.3432,1.03,-0.3538,measured,0.2234,0.0558,0.1883,0.3432,0.1893
1,347,Groundnut,9.13,0.961,22,1.2277659917656358,0.3636,0.63,-0.8883,measured,0.2137,0.083,0.1077,0.232,0.3636
1,348,Bajra,45.71,2.446,22,0.5345383746943924,0.3234,1.58,-0.5724,measured,0.2642,0.0536,0.1318,0.3234,0.227
1,349,Groundnut,50.43,1.895,22,1.1666711468102835,0.303,2.79,-0.373,measured,0.2989,0.1433,0.0974,0.1574,0.303
1,350,Groundnut,83.91,2.653,22,0.4777295948184044,0.3065,0.32,0.0047,measured,0.134,0.1955,0.2016,0.1624,0.3065
1,351,Cotton,2.96,0.152,22,1.390780801866487,0.3263,1.4,-0.4616,measured,0.1978,0.3263,0.1298,0.0934,0.2528
1,352,Groundnut,3.91,0.843,22,0.3683717190155463,0.47,0.91,-1.1099,measured,0.1948,0.0522,0.0141,0.269,0.47
1,353,Groundnut,19.13,1.187,22,0.7154449728476883,0.3975,0.05,-0.7238,measured,0.178,0.1129,0.049,0.2626,0.3975
1,354,Bajra,25.0,1.805,22,0.1942681709057613,0.296,0.07,-0.7734,measured,0.2202,0.1385,0.0725,0.296,0.2729
1,355,Groundnut,68.7,2.309,22,0.6405699028036437,0.387,2.71,-0.2085,measured,0.1887,0.3123,0.0404,0.0716,0.387
1,356,Groundnut,55.65,2.013,22,3.4870211523025763,0.4234,0.04,-0.3265,measured,0.1363,0.1398,0.1154,0.185,0.4234
1,357,Groundnut,42.61,1.718,22,1.773973407142243,0.3416,-0.21,-0.4507,measured,0.1542,0.1006,0.1281,0.2755,0.3416
1,358,Groundnut,64.35,2.21,22,1.0030560652810323,0.2807,-0.09,-0.2478,measured,0.1579,0.1865,0.1497,0.2252,0.2807
1,359,Groundnut,54.78,1.994,22,1.1243145242197328,0.6015,1.44,-0.3367,measured,0.1153,0.1801,0.0216,0.0815,0.6015
1,360,Rice,14.94,0.93,22,0.3577856720256962,0.2404,1.17,-0.6224,measured,0.2404,0.2277,0.1894,0.1364,0.2062
1,361,Groundnut,28.26,1.394,22,1.0700679113211724,0.3766,1.23,-0.6102,measured,0.2041,0.0535,0.0742,0.2917,0.3766
1,362,Groundnut,8.26,0.941,22,0.8972080155162842,0.3692,0.24,-0.8953,measured,0.1766,0.0412,0.0547,0.3582,0.3692
1,363,Cotton,23.21,0.237,22,0.5148690725528019,0.3533,-0.9,0.0554,measured,0.0977,0.3533,0.2709,0.1192,0.1589
1,364,Groundnut,88.7,2.761,22,0.3985669466216266,0.2541,-0.01,0.0632,measured,0.1425,0.2342,0.161,0.2082,0.2541
1,365,Bajra,52.14,2.645,22,0.4625124653439409,0.3147,0.36,-0.4487,measured,0.2171,0.114,0.1435,0.3147,0.2107
1,366,Groundnut,60.43,2.122,22,0.6305903969406799,0.28,1.82,-0.2818,measured,0.2361,0.2158,0.1072,0.161,0.28
1,367,Bajra,95.71,3.993,22,0.2021444470803958,0.2843,1.48,0.0877,measured,0.2253,0.1277,0.2492,0.2843,0.1136
1,368,Groundnut,61.74,2.151,22,0.968417767219628,0.3142,1.44,-0.2724,measured,0.2107,0.1964,0.1121,0.1667,0.3142
1,369,Cotton,41.73,0.315,22,0.2506905736298268,0.6042,0.67,0.3443,measured,0.0798,0.6042,0.2063,0.0376,0.0721
1,370,Cotton,35.8,0.29,22,0.2355886103566377,0.6167,1.33,0.2406,measured,0.1085,0.6167,0.1596,0.0408,0.0744
1,371,Cotton,26.17,0.249,22,0.7369441444436556,0.4006,0.24,0.0942,measured,0.1276,0.4006,0.1515,0.1143,0.206
1,372,Cotton,3.7,0.155,22,0.4214209698728999,0.4494,0.35,-0.418,measured,0.1541,0.4494,0.1127,0.0924,0.1914
1,373,Groundnut,30.87,1.453,22,1.7138235892495668,0.3797,1.0,-0.5989,measured,0.1932,0.0543,0.072,0.3007,0.3797
1,374,Groundnut,71.74,2.377,22,2.819943391078925,0.373,2.1,-0.1837,measured,0.2086,0.1628,0.1174,0.1382,0.373
1,375,Rice,21.84,1.063,22,0.7496783738599766,0.3392,2.6,-0.4907,measured,0.3392,0.1223,0.0993,0.2131,0.2262
1,376,Cotton,5.19,0.161,22,0.4036799134390735,0.4563,1.21,-0.337,measured,0.1296,0.4563,0.2038,0.0415,0.1689
1,377,Rice,6.9,0.775,22,0.5670231911252412,0.3373,2.09,-0.7784,measured,0.3373,0.1628,0.0948,0.1774,0.2277
1,378,Cotton,72.35,0.443,22,0.9978975444577148,0.8286,0.89,1.0209,measured,0.0168,0.8286,0.0239,0.0052,0.1256
1,379,Cotton,13.58,0.197,22,0.1725464974076412,0.3409,-1.09,-0.1129,measured,0.1348,0.3409,0.1406,0.2303,0.1534
1,380,Cotton,79.01,0.471,22,0.2385056719887044,0.7514,0.37,1.3184,measured,0.033,0.7514,0.1708,0.0199,0.025
1,381,Groundnut,13.91,1.069,22,0.4308311902793345,0.365,0.64,-0.7969,measured,0.2128,0.0967,0.0517,0.2738,0.365
1,382,Cotton,7.65,0.172,22,0.1987242048391292,0.3516,0.76,-0.2809,measured,0.1597,0.3516,0.1095,0.1105,0.2688
1,383,Cotton,50.12,0.35,22,0.1022631011815819,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
1,384,Cotton,50.12,0.35,22,0.1395918366313292,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
1,385,Cotton,50.12,0.35,22,0.0677907865748431,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
1,386,Rice,39.08,1.395,22,0.2192110577475543,0.9643,26.06,-0.3273,rfi_flagged,0.9643,0.0095,0.0079,0.0087,0.0097
1,387,Rice,1.15,0.664,22,0.2020509404142093,0.9722,24.33,-1.5202,rfi_flagged,0.9722,0.0014,0.0005,0.0138,0.0121
1,388,Cotton,50.12,0.35,22,0.0909549608202883,0.6046,,,imputed_village_median,0.0297,0.6046,0.011,0.0167,0.338
1,389,Cotton,50.12,0.35,22,0.1741471641977431,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
1,390,Cotton,50.12,0.35,22,0.2231943275792059,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
1,391,Cotton,50.12,0.35,22,0.2027115518899628,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
1,392,Cotton,50.12,0.35,22,0.1358435637914478,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
1,393,Cotton,50.12,0.35,22,0.1270314314274379,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
1,394,Cotton,50.12,0.35,22,0.0578884432963519,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
1,395,Cotton,50.12,0.35,22,0.0748161587044376,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
1,396,Cotton,50.12,0.35,22,0.1352313505241906,0.2657,,,imputed_village_median,0.1658,0.2657,0.1436,0.1636,0.2612
