farm_id,fpr_survey_number,fpr_sub_survey_number,fpr_unique_code,fpr_plot_area,fpr_village_lgd_code,overlap_frac
607,637,,637-,1.1432,519828.0,1.0
608,637,,637-,1.1432,519828.0,0.923
609,625,,625-,0.3946,519828.0,1.0
610,625,,625-,0.3946,519828.0,0.991
611,625,,625-,0.3946,519828.0,0.738
612,625,,625-,0.3946,519828.0,0.733
613,624,p૧,624-p૧,0.3983,519828.0,0.978
614,623,p૧,623-p૧,0.3312,519828.0,0.941
615,712,p,712-p,4.0196,519828.0,0.985
616,712,p,712-p,4.0196,519828.0,0.964
617,733,,733-,1.2647,519828.0,0.824
618,733,,733-,1.2647,519828.0,0.87
619,733,,733-,1.2647,519828.0,0.834
620,716,,716-,0.6374,519828.0,1.0
621,716,,716-,0.6374,519828.0,0.05
622,714,,714-,0.9621,519828.0,1.0
623,714,,714-,0.9621,519828.0,0.997
624,706,,706-,1.4872,519828.0,1.0
625,707,,707-,0.4148,519828.0,0.834
626,707,,707-,0.4148,519828.0,0.729
627,709,,709-,1.5175,519828.0,0.937
628,711,,711-,0.6374,519828.0,0.956
629,711,,711-,0.6374,519828.0,0.854
630,709,,709-,1.5175,519828.0,0.995
631,710,,710-,0.7284,519828.0,0.903
632,718,,718-,1.6086,519828.0,0.887
633,718,,718-,1.6086,519828.0,0.903
634,718,,718-,1.6086,519828.0,0.92
635,719,,719-,0.6981,519828.0,1.0
636,719,,719-,0.6981,519828.0,0.951
637,719,,719-,0.6981,519828.0,0.998
638,719,,719-,0.6981,519828.0,1.0
639,719,,719-,0.6981,519828.0,1.0
640,722,,722-,0.595,519828.0,0.893
641,725,,725-,0.3236,519828.0,0.6
642,728,,728-,0.7993,519828.0,0.929
643,729,,729-,0.9783,519828.0,1.0
644,718,,718-,1.6086,519828.0,0.995
645,712,p,712-p,4.0196,519828.0,0.91
646,732,,732-,0.3339,519828.0,0.993
647,732,,732-,0.3339,519828.0,0.987
648,732,/p૧,732-/p૧,0.3338,519828.0,1.0
649,732,/p૧,732-/p૧,0.3338,519828.0,1.0
650,730,/p૨,730-/p૨,0.5311,519828.0,0.968
651,731,,731-,0.9004,519828.0,0.768
652,731,,731-,0.9004,519828.0,1.0
653,737,,737-,3.4905,519828.0,1.0
654,737,,737-,3.4905,519828.0,1.0
655,737,,737-,3.4905,519828.0,1.0
656,737,,737-,3.4905,519828.0,1.0
657,737,,737-,3.4905,519828.0,1.0
658,742,,742-,0.7284,519828.0,0.931
659,739,p,739-p,1.0219,519828.0,0.742
660,741,/p૧,741-/p૧,0.0096,519828.0,0.932
661,799,,799-,0.435,519828.0,0.913
662,789,p૧/p૨,789-p૧/p૨,0.4504,519828.0,0.82
663,798,/૩,798-/૩,0.048,519828.0,0.919
664,788,p૧,788-p૧,0.7026,519828.0,0.926
665,787,p૧/p૧/p૧,787-p૧/p૧/p૧,0.2289,519828.0,0.808
666,808,p,808-p,1.3961,519828.0,0.981
667,813,,813-,3.8749,519828.0,0.968
668,813,,813-,3.8749,519828.0,1.0
669,813,,813-,3.8749,519828.0,1.0
670,813,,813-,3.8749,519828.0,1.0
671,813,,813-,3.8749,519828.0,1.0
672,813,,813-,3.8749,519828.0,1.0
673,813,,813-,3.8749,519828.0,1.0
674,813,,813-,3.8749,519828.0,0.999
675,813,,813-,3.8749,519828.0,1.0
676,813,,813-,3.8749,519828.0,1.0
677,813,,813-,3.8749,519828.0,1.0
678,810,,810-,0.6576,519828.0,0.951
679,809,/p૧,809-/p૧,0.4907,519828.0,1.0
680,812,,812-,0.6374,519828.0,0.987
681,812,,812-,0.6374,519828.0,1.0
682,813,,813-,3.8749,519828.0,0.983
683,813,,813-,3.8749,519828.0,1.0
684,817,,817-,0.8195,519828.0,0.974
685,817,,817-,0.8195,519828.0,0.55
686,817,,817-,0.8195,519828.0,0.954
687,817,,817-,0.8195,519828.0,0.922
688,1244,,1244-,2.6306,519828.0,0.87
689,1243,,1243-,0.8903,519828.0,0.813
690,1245,,1245-,0.7487,519828.0,0.669
691,1244,,1244-,2.6306,519828.0,0.957
692,1236,,1236-,0.516,519828.0,0.616
693,1236,,1236-,0.516,519828.0,0.678
694,1248,,1248-,1.3658,519828.0,0.867
695,1246,,1246-,0.6273,519828.0,1.0
696,1246,,1246-,0.6273,519828.0,1.0
697,1246,,1246-,0.6273,519828.0,0.936
698,1246,,1246-,0.6273,519828.0,0.674
699,1247,,1247-,1.3152,519828.0,0.69
700,1247,,1247-,1.3152,519828.0,0.899
701,1247,,1247-,1.3152,519828.0,0.89
702,1247,,1247-,1.3152,519828.0,1.0
703,1247,,1247-,1.3152,519828.0,0.881
704,1251,,1251-,1.8357,519828.0,0.89
705,1250,,1250-,0.2886,519828.0,0.926
706,1249,,1249-,0.2401,519828.0,0.842
707,1279,,1279-,0.9291,519828.0,0.945
708,1173,,1173-,0.5868,519828.0,0.497
709,1172,,1172-,0.8614,519828.0,0.872
710,1169,,1169-,0.4958,519828.0,0.935
711,1175,,1175-,0.4957,519828.0,0.861
712,1177,,1177-,0.7487,519828.0,0.849
713,1164,,1164-,1.0612,519828.0,0.963
714,1177,,1177-,0.7487,519828.0,1.0
715,1177,,1177-,0.7487,519828.0,1.0
716,1178,,1178-,0.6779,519828.0,0.85
717,1182,,1182-,0.9612,519828.0,0.625
718,1182,,1182-,0.9612,519828.0,0.988
719,1163,,1163-,2.7925,519828.0,1.0
720,1163,,1163-,2.7925,519828.0,1.0
721,1163,,1163-,2.7925,519828.0,0.987
722,1163,,1163-,2.7925,519828.0,0.989
723,1158,,1158-,2.7923,519828.0,0.875
724,1158,,1158-,2.7923,519828.0,1.0
725,1129,,1129-,0.7302,519828.0,0.022
726,1130,,1130-,0.322,519828.0,0.004
727,1122,,1122-,0.5564,519828.0,0.397
728,1112,,1112-,0.5666,519828.0,0.592
729,1123,/p૧,1123-/p૧,0.5363,519828.0,0.916
730,1124,p,1124-p,2.2763,519828.0,0.973
731,,,,,,
732,1187,/૧,1187-/૧,0.574,519828.0,0.0
733,1157,,1157-,1.4569,519828.0,0.662
734,,,,,,
735,1133,,1133-,0.344,519828.0,0.109
736,1163,,1163-,2.7925,519828.0,0.011
737,1133,,1133-,0.344,519828.0,0.998
738,1141,,1141-,0.2226,519828.0,0.429
739,1135,,1135-,0.5868,519828.0,0.57
740,914,,914-,0.8094,519828.0,0.878
741,914,,914-,0.8094,519828.0,0.84
742,913,,913-,0.476,519828.0,0.881
743,914,,914-,0.8094,519828.0,0.824
744,915,,915-,0.7892,519828.0,0.832
745,914,,914-,0.8094,519828.0,0.116
746,,,,,,
747,915,,915-,0.7892,519828.0,0.09
748,916,,916-,1.2343,519828.0,0.914
749,916,,916-,1.2343,519828.0,0.928
750,916,,916-,1.2343,519828.0,0.833
751,916,,916-,1.2343,519828.0,0.794
752,916,,916-,1.2343,519828.0,0.819
753,916,,916-,1.2343,519828.0,0.846
754,1080,,1080-,0.6556,519828.0,0.609
755,871,/બ/p૧,871-/બ/p૧,0.5144,519828.0,1.0
756,839,,839-,0.4761,519828.0,0.951
757,840,,840-,0.7588,519828.0,0.175
758,840,,840-,0.7588,519828.0,0.925
759,841,,841-,0.2631,519828.0,0.825
760,842,,842-,2.3472,519828.0,1.0
761,842,,842-,2.3472,519828.0,0.706
762,852,,852-,1.3355,519828.0,1.0
763,854,,854-,0.4047,519828.0,0.918
764,852,,852-,1.3355,519828.0,0.01
765,845,,845-,0.8195,519828.0,0.256
766,846,,846-,1.3557,519828.0,0.047
767,,,,,,
768,829,/p૧,829-/p૧,0.6864,519828.0,0.954
769,,,,,,
770,829,/p૨,829-/p૨,0.2646,519828.0,0.98
771,830,,830-,0.607,519828.0,0.849
772,831,,831-,0.8903,519828.0,0.958
773,831,,831-,0.8903,519828.0,0.996
774,832,,832-,0.9813,519828.0,0.838
775,832,,832-,0.9813,519828.0,1.0
776,827,,827-,1.2141,519828.0,0.969
777,827,,827-,1.2141,519828.0,0.894
778,827,,827-,1.2141,519828.0,0.014
779,,,,,,
780,751,,751-,0.5362,519828.0,0.976
781,750,,750-,1.1432,519828.0,1.0
782,750,,750-,1.1432,519828.0,0.995
783,751,,751-,0.5362,519828.0,0.792
784,747,,747-,0.7689,519828.0,0.987
785,748,/અ,748-/અ,0.7082,519828.0,0.832
786,745,,745-,0.9814,519828.0,0.846
787,901,,901-,1.3658,519828.0,0.801
788,901,,901-,1.3658,519828.0,1.0
789,901,,901-,1.3658,519828.0,0.99
790,875,,875-,0.1589,519828.0,0.648
791,901,,901-,1.3658,519828.0,1.0
792,901,,901-,1.3658,519828.0,1.0
793,901,,901-,1.3658,519828.0,0.987
794,900,,900-,0.4249,519828.0,0.811
795,900,,900-,0.4249,519828.0,0.954
796,898,,898-,0.9308,519828.0,0.961
797,898,,898-,0.9308,519828.0,0.949
798,898,,898-,0.9308,519828.0,0.906
799,898,,898-,0.9308,519828.0,1.0
800,904,,904-,0.8195,519828.0,0.437
801,904,,904-,0.8195,519828.0,0.982
802,881,,881-,1.1129,519828.0,0.71
803,881,,881-,1.1129,519828.0,1.0
804,881,,881-,1.1129,519828.0,0.96
805,881,,881-,1.1129,519828.0,0.858
806,881,,881-,1.1129,519828.0,0.89
807,881,,881-,1.1129,519828.0,1.0
808,881,,881-,1.1129,519828.0,0.989
809,881,,881-,1.1129,519828.0,1.0
810,881,,881-,1.1129,519828.0,1.0
811,899,,899-,0.3642,519828.0,0.931
812,897,,897-,1.0421,519828.0,0.975
813,897,,897-,1.0421,519828.0,1.0
814,842,,842-,2.3472,519828.0,1.0
815,842,,842-,2.3472,519828.0,1.0
816,842,,842-,2.3472,519828.0,1.0
817,842,,842-,2.3472,519828.0,1.0
818,842,,842-,2.3472,519828.0,1.0
819,842,,842-,2.3472,519828.0,1.0
820,843,,843-,0.5767,519828.0,0.818
821,843,,843-,0.5767,519828.0,0.987
822,843,,843-,0.5767,519828.0,0.99
823,843,,843-,0.5767,519828.0,1.0
824,938,,938-,0.8296,519828.0,1.0
825,938,,938-,0.8296,519828.0,1.0
826,905,,905-,2.2663,519828.0,0.997
827,905,,905-,2.2663,519828.0,0.865
828,905,,905-,2.2663,519828.0,0.929
829,883,,883-,0.5868,519828.0,1.0
830,868,,868-,0.5868,519828.0,0.991
831,855,,855-,2.1448,519828.0,1.0
832,855,,855-,2.1448,519828.0,1.0
833,846,,846-,1.3557,519828.0,1.0
834,846,,846-,1.3557,519828.0,0.901
835,855,,855-,2.1448,519828.0,0.996
836,996,,996-,0.5564,519828.0,1.0
837,1024,,1024-,1.4266,519828.0,0.877
838,1024,,1024-,1.4266,519828.0,0.989
839,1067,,1067-,0.6981,519828.0,0.869
840,1067,,1067-,0.6981,519828.0,0.919
841,1095,/બ,1095-/બ,0.4047,519828.0,1.0
842,1095,/બ,1095-/બ,0.4047,519828.0,1.0
843,1095,/બ,1095-/બ,0.4047,519828.0,0.736
844,1284,p૧,1284-p૧,1.4331,519828.0,0.914
845,1281,,1281-,1.0724,519828.0,0.978
846,1282,,1282-,1.0826,519828.0,0.954
847,1283,,1283-,0.516,519828.0,0.971
848,1273,/અ,1273-/અ,0.3744,519828.0,0.371
849,1278,/p૧,1278-/p૧,0.9512,519828.0,0.997
850,1191,p,1191-p,1.6011,519828.0,1.0
851,1191,p,1191-p,1.6011,519828.0,0.995
852,1191,p,1191-p,1.6011,519828.0,1.0
853,1191,p,1191-p,1.6011,519828.0,0.981
854,1190,,1190-,0.4957,519828.0,0.847
855,1191,p,1191-p,1.6011,519828.0,1.0
856,1191,p,1191-p,1.6011,519828.0,1.0
857,1204,,1204-,0.3541,519828.0,0.746
858,1204,,1204-,0.3541,519828.0,0.93
859,1205,,1205-,0.344,519828.0,0.946
860,984,/બ,984-/બ,0.3237,519828.0,1.0
861,1045,,1045-,2.2157,519828.0,1.0
862,982,,982-,0.5463,519828.0,0.142
863,982,,982-,0.5463,519828.0,0.116
864,990,,990-,1.295,519828.0,0.931
865,990,,990-,1.295,519828.0,1.0
866,990,,990-,1.295,519828.0,1.0
867,992,,992-,0.86,519828.0,0.895
868,1000,,1000-,1.032,519828.0,0.999
869,1000,,1000-,1.032,519828.0,0.922
870,1000,,1000-,1.032,519828.0,0.994
871,975,,975-,0.5362,519828.0,1.0
872,975,,975-,0.5362,519828.0,1.0
873,975,,975-,0.5362,519828.0,0.966
874,1048,,1048-,0.6374,519828.0,0.376
875,1036,,1036-,2.327,519828.0,0.62
876,1055,,1055-,1.542,519828.0,1.0
877,1055,,1055-,1.542,519828.0,0.985
878,1055,,1055-,1.542,519828.0,1.0
879,1032,,1032-,1.902,519828.0,1.0
880,1032,,1032-,1.902,519828.0,0.995
881,1032,,1032-,1.902,519828.0,0.924
882,1109,,1109-,0.2125,519828.0,0.512
883,1064,,1064-,0.5666,519828.0,0.949
884,1102,,1102-,0.2732,519828.0,0.761
885,1061,,1061-,2.0234,519828.0,1.0
886,1061,,1061-,2.0234,519828.0,1.0
887,1059,,1059-,3.0756,519828.0,0.827
888,1059,,1059-,3.0756,519828.0,1.0
889,1059,,1059-,3.0756,519828.0,1.0
890,1059,,1059-,3.0756,519828.0,1.0
891,1059,,1059-,3.0756,519828.0,1.0
892,1063,,1063-,1.7301,519828.0,1.0
893,1063,,1063-,1.7301,519828.0,0.982
894,1063,,1063-,1.7301,519828.0,1.0
895,1063,,1063-,1.7301,519828.0,1.0
896,1117,,1117-,1.1837,519828.0,1.0
897,1153,,1153-,0.4654,519828.0,1.0
898,1153,,1153-,0.4654,519828.0,1.0
899,1152,,1152-,0.2934,519828.0,0.696
900,1152,,1152-,0.2934,519828.0,0.808
901,1148,,1148-,0.4957,519828.0,0.84
902,1148,,1148-,0.4957,519828.0,0.94
903,1148,,1148-,0.4957,519828.0,0.985
904,1148,,1148-,0.4957,519828.0,1.0
905,1107,,1107-,1.2901,519828.0,0.983
906,1107,,1107-,1.2901,519828.0,1.0
907,1107,,1107-,1.2901,519828.0,0.98
908,1043,,1043-,0.6485,519828.0,0.918
909,1040,,1040-,1.0053,519828.0,0.537
910,1023,,1023-,0.7891,519828.0,0.945
911,1023,,1023-,0.7891,519828.0,0.968
912,993,,993-,0.6374,519828.0,1.0
913,992,,992-,0.86,519828.0,0.881
914,826,,826-,1.3355,519828.0,0.979
915,1045,,1045-,2.2157,519828.0,1.0
916,1046,/p૧,1046-/p૧,0.48,519828.0,0.851
917,1038,,1038-,1.1736,519828.0,1.0
918,1038,,1038-,1.1736,519828.0,1.0
919,1011,,1011-,0.696,519828.0,1.0
920,1010,,1010-,0.7689,519828.0,1.0
921,1126,,1126-,0.1518,519828.0,0.827
922,1125,,1125-,0.6779,519828.0,0.991
923,1162,,1162-,0.4856,519828.0,0.963
924,1162,,1162-,0.4856,519828.0,0.736
925,1162,,1162-,0.4856,519828.0,0.758
926,1133,,1133-,0.344,519828.0,0.804
927,867,,867-,0.5969,519828.0,0.874
928,867,,867-,0.5969,519828.0,0.902
929,866,,866-,0.3541,519828.0,0.962
930,866,,866-,0.3541,519828.0,0.919
931,904,,904-,0.8195,519828.0,0.989
932,851,,851-,0.5666,519828.0,1.0
933,851,,851-,0.5666,519828.0,0.703
934,851,,851-,0.5666,519828.0,1.0
935,842,,842-,2.3472,519828.0,1.0
936,842,,842-,2.3472,519828.0,1.0
937,842,,842-,2.3472,519828.0,1.0
938,726,,726-,0.6171,519828.0,1.0
939,726,,726-,0.6171,519828.0,1.0
940,723,,723-,0.642,519828.0,0.97
941,736,,736-,0.8094,519828.0,0.99
942,736,,736-,0.8094,519828.0,0.987
943,1039,,1039-,0.4112,519828.0,0.827
944,1039,,1039-,0.4112,519828.0,0.853
945,1045,,1045-,2.2157,519828.0,1.0
946,991,,991-,0.5969,519828.0,0.839
947,991,,991-,0.5969,519828.0,0.509
948,984,/બ,984-/બ,0.3237,519828.0,1.0
949,984,/બ,984-/બ,0.3237,519828.0,1.0
950,1219,,1219-,0.527,519828.0,1.0
951,1219,,1219-,0.527,519828.0,0.996
952,1216,,1216-,0.465,519828.0,0.978
953,1219,,1219-,0.527,519828.0,0.949
954,,,,,,
955,,,,,,
956,,,,,,
957,,,,,,
958,905,,905-,2.2663,519828.0,0.961
959,896,,896-,0.4654,519828.0,0.5
960,905,,905-,2.2663,519828.0,1.0
961,908,,908-,1.4771,519828.0,1.0
962,908,,908-,1.4771,519828.0,0.701
963,907,,907-,0.4666,519828.0,1.0
964,907,,907-,0.4666,519828.0,0.946
965,938,,938-,0.8296,519828.0,1.0
966,906,,906-,0.4654,519828.0,0.961
