farm_id,crop_type_ours,crop_type_theirs,area_ha
663,Cotton,Groundnut,0.3663479916809415
664,Groundnut,Cotton,0.779507829120733
665,Cotton,Cotton,0.5788826608019269
666,Cotton,Rice,1.3449905483952955
667,Cotton,Bajra,0.2817057673189999
668,Groundnut,Cotton,0.1093828424349963
669,Bajra,Cotton,0.1333703524786225
670,Bajra,Rice,0.2629297764179536
671,Cotton,Groundnut,0.1230057599182047
672,Groundnut,Groundnut,0.0984739360361196
673,Cotton,Cotton,0.0823679800475533
674,Bajra,Cotton,0.3606421232832901
675,Groundnut,Cotton,0.1688705489980921
676,Groundnut,Cotton,0.0823973471243068
677,Groundnut,Rice,0.0781781114560615
678,Maize,Cotton,0.5203760098108207
679,Cotton,Rice,0.146255786282629
680,Cotton,Groundnut,0.2797926690962611
681,Cotton,Cotton,0.2574471920305934
682,Cotton,Groundnut,0.1765061332287585
683,Cotton,Cotton,0.2236431876776515
684,Cotton,Groundnut,0.1365979334447161
685,Groundnut,Cotton,0.2463288821902645
686,Groundnut,Groundnut,0.2091292843886036
687,Cotton,Groundnut,0.2109250582922887
688,Groundnut,Cotton,1.0836690567189309
689,Rice,Cotton,0.7231682935968384
690,Rice,Cotton,0.7804438702457662
691,Rice,Cotton,1.6789870870146013
692,Bajra,Cotton,0.1801973150132869
693,Cotton,Rice,0.1698161849481193
694,Cotton,Rice,1.39099111287217
695,Groundnut,Bajra,0.1247118946882877
696,Cotton,Bajra,0.1429197539846879
697,Cotton,Bajra,0.1231097309083733
698,Cotton,Cotton,0.1517668535939515
699,Groundnut,Groundnut,0.2522032177381246
700,Bajra,Maize,0.2239086471287021
701,Bajra,Bajra,0.2260426438016324
702,Groundnut,Cotton,0.2801620640821437
703,Cotton,Rice,0.3428586849446337
704,Bajra,Cotton,1.8944393029421955
705,Cotton,Rice,0.2229181417682573
706,Bajra,Rice,0.2453023069452371
707,Cotton,Cotton,1.4115818472587105
708,Groundnut,Cotton,0.9871610624684668
709,Groundnut,Cotton,0.8481016978266469
710,Cotton,Rice,0.3834866554124757
711,Cotton,Rice,0.2435224128519745
712,Cotton,Cotton,0.1901934856010554
713,Cotton,Rice,0.1895580570161833
714,Rice,Cotton,0.155343746258268
715,Cotton,Bajra,0.1700582679178164
716,Groundnut,Bajra,0.1936965349530155
717,Cotton,Groundnut,0.4645281499649691
718,Bajra,Bajra,0.2041704412449317
719,Cotton,Rice,0.5814242488531355
720,Maize,Maize,0.2270188182349037
721,Cotton,Rice,0.4610461902529916
722,Cotton,Rice,1.1017437941646242
723,Cotton,Rice,1.154694399908888
724,Cotton,Rice,0.7672931522856246
725,Groundnut,Cotton,1.111107436481167
726,Cotton,Bajra,0.3541569000242758
727,Groundnut,Cotton,1.2313378230403542
728,Bajra,Cotton,0.902977754585911
729,Cotton,Groundnut,1.0388574481235149
730,Cotton,Rice,1.4641090342420395
731,Groundnut,Cotton,0.2058149877665178
732,Cotton,Rice,0.2718581929545149
733,Cotton,Rice,2.0441827894040534
734,Maize,Groundnut,0.1343507531623019
735,Cotton,Maize,0.15095782865775
736,Cotton,Groundnut,0.1226928559678582
737,Cotton,Rice,0.1667354735492448
738,Cotton,Bajra,0.4379255015595223
739,Cotton,Cotton,1.0873402446401723
740,Cotton,Rice,0.2318923795238772
741,Rice,Bajra,0.271422116324136
742,Cotton,Maize,0.4649353581810703
743,Groundnut,Bajra,0.2658589181971164
744,Bajra,Groundnut,0.7113912405889645
745,Rice,Cotton,0.1747802257475218
746,Rice,Maize,0.3915603846145015
747,Rice,Groundnut,0.1920327852826328
748,Groundnut,Bajra,0.186767860375407
749,Groundnut,Bajra,0.193599475804038
750,Groundnut,Bajra,0.1837497208873704
751,Groundnut,Bajra,0.193199249959713
752,Cotton,Rice,0.1591541202333353
753,Cotton,Rice,0.1573579060004123
754,Cotton,Rice,0.2625498992608947
755,Cotton,Maize,0.3314774007741577
756,Cotton,Maize,0.3479509361392837
757,Groundnut,Cotton,0.2645903261324129
758,Cotton,Rice,0.1315961008697458
759,Groundnut,Bajra,0.218144531998689
760,Bajra,Rice,0.1202864730341352
761,Groundnut,Groundnut,0.1546037054153339
762,Bajra,Cotton,0.2630388674465399
763,Maize,Groundnut,0.3570899188674475
764,Groundnut,Bajra,0.1885797174670458
765,Groundnut,Bajra,0.2219111016544424
766,Cotton,Rice,0.2154535132991453
767,Groundnut,Groundnut,0.2871848561492959
768,Bajra,Rice,0.2440177351191787
769,Cotton,Bajra,0.1765142880428612
770,Cotton,Rice,0.2219246708934913
771,Cotton,Bajra,0.1772280492169337
772,Cotton,Bajra,0.1670032164235432
773,Cotton,Bajra,0.1415697472055743
774,Maize,Bajra,0.1543313422773751
775,Groundnut,Bajra,0.1158006612651432
776,Bajra,Groundnut,0.2341469614871554
777,Bajra,Groundnut,0.2263347944121557
778,Bajra,Groundnut,0.3480382868425286
779,Bajra,Groundnut,0.3548921999555734
780,Bajra,Groundnut,0.2658093017686072
781,Groundnut,Groundnut,0.4003466553310766
782,Groundnut,Groundnut,0.4575363878219974
783,Cotton,Bajra,0.1956508385449216
784,Maize,Groundnut,0.632636127373582
785,Groundnut,Cotton,0.7169532565048772
786,Groundnut,Cotton,0.6570106428248202
787,Bajra,Groundnut,0.2807751401590921
788,Bajra,Groundnut,0.123385311733817
789,Cotton,Rice,0.1396939485543957
790,Groundnut,Groundnut,0.1914082893579437
791,Groundnut,Bajra,0.083947166842118
792,Bajra,Rice,0.0942932942934957
793,Bajra,Rice,0.3246256692770097
794,Bajra,Groundnut,0.1129063263213495
795,Maize,Bajra,0.2239105267904143
796,Cotton,Rice,0.1142518769337623
797,Cotton,Rice,0.1208214046674961
798,Cotton,Bajra,0.1127391158777546
799,Cotton,Bajra,0.1107441011746814
800,Maize,Bajra,0.1360234059671712
801,Groundnut,Bajra,0.1094261529535914
802,Maize,Bajra,0.0797966917113752
803,Bajra,Groundnut,0.1515646512014633
804,Bajra,Cotton,0.0537714236416745
805,Bajra,Maize,0.0635074404904297
806,Bajra,Cotton,0.0431711042055543
807,Groundnut,Rice,0.0759200580353774
808,Groundnut,Cotton,0.131258609600215
809,Maize,Cotton,0.1159715025310717
810,Cotton,Bajra,0.1211496772019296
811,Bajra,Groundnut,0.297742258464595
812,Cotton,Bajra,0.2442111402427939
813,Cotton,Rice,0.2298768091679858
814,Cotton,Rice,0.0978368239047849
815,Bajra,Maize,0.0971503526011767
816,Bajra,Groundnut,0.1071625126011947
817,Cotton,Bajra,0.1094311560835911
818,Groundnut,Rice,0.103830948142288
819,Bajra,Maize,0.1141998230352523
820,Groundnut,Cotton,0.1003981066865996
821,Bajra,Cotton,0.1065405460617113
822,Bajra,Cotton,0.0740734463765256
823,Groundnut,Groundnut,0.0583921157578373
824,Cotton,Groundnut,0.1387819923936704
825,Cotton,Bajra,0.1475317688724449
826,Cotton,Groundnut,0.1827191352929136
827,Cotton,Rice,0.0996550657841638
828,Cotton,Bajra,0.0949227479867554
829,Groundnut,Rice,0.1199940978419802
830,Cotton,Bajra,0.2759170239354558
831,Bajra,Groundnut,0.1552055292175185
832,Cotton,Bajra,0.1907426589463837
833,Cotton,Bajra,0.1761717647857651
834,Cotton,Bajra,0.2295308197255028
835,Maize,Groundnut,0.2177995484788423
836,Groundnut,Groundnut,0.2235762389395554
837,Bajra,Bajra,0.0835616443476218
838,Bajra,Bajra,0.172346785243643
839,Cotton,Bajra,0.2522914812459447
840,Cotton,Bajra,0.377211274716872
841,Cotton,Rice,0.1391359948060955
842,Cotton,Bajra,0.110793449073212
843,Bajra,Groundnut,0.1070242638186277
844,Groundnut,Cotton,1.2317487681529955
845,Cotton,Groundnut,0.96710747267844
846,Bajra,Cotton,1.099017665409186
847,Cotton,Cotton,0.4381955625558037
848,Rice,Cotton,1.5358885159158298
849,Groundnut,Cotton,2.03901545558419
850,Cotton,Rice,0.2160738294679637
851,Bajra,Maize,0.1723727727382348
852,Rice,Cotton,0.2023717315828386
853,Rice,Cotton,0.1769559924810128
854,Groundnut,Groundnut,0.1548547591093758
855,Bajra,Cotton,0.0850496792683054
856,Bajra,Rice,0.0958608547615176
857,Cotton,Bajra,0.1381011761068543
858,Bajra,Groundnut,0.1427771999474367
859,Bajra,Bajra,0.3577326280991809
860,Bajra,Rice,0.1652701677622877
861,Cotton,Rice,0.2813159238431733
862,Cotton,Groundnut,0.0445838206628545
863,Cotton,Bajra,0.0540851186411419
864,Bajra,Groundnut,0.2108669190976667
865,Bajra,Groundnut,0.1791520649677305
866,Cotton,Bajra,0.1765165936370752
867,Cotton,Bajra,0.3015272102139709
868,Bajra,Rice,0.1845603474599867
869,Bajra,Rice,0.2184641327689296
870,Cotton,Rice,0.3066656538975378
871,Maize,Bajra,0.1029649260945853
872,Groundnut,Cotton,0.1095806230143543
873,Cotton,Bajra,0.0843428088528327
874,Maize,Rice,1.5232166940498553
875,Cotton,Rice,0.1411224451019989
876,Groundnut,Cotton,0.1752761834009421
877,Groundnut,Cotton,0.1609711485552293
878,Cotton,Bajra,0.3386949417892075
879,Bajra,Groundnut,0.2128233059311567
880,Bajra,Cotton,0.1798301668974448
881,Groundnut,Cotton,0.1944991369526784
882,Groundnut,Cotton,0.2305598226740441
883,Groundnut,Bajra,0.3264672261626599
884,Cotton,Groundnut,0.2097962149432962
885,Groundnut,Cotton,0.1019735320460361
886,Groundnut,Cotton,0.1144058863614181
887,Bajra,Groundnut,0.1179508966583617
888,Bajra,Groundnut,0.314468620786398
889,Groundnut,Cotton,0.1055282470738449
890,Bajra,Cotton,0.2696928758258272
891,Bajra,Cotton,0.3149322307546805
892,Groundnut,Cotton,0.1271827683605767
893,Cotton,Cotton,0.1298502627666687
894,Bajra,Cotton,0.0792063962143296
895,Cotton,Groundnut,0.0572175419787768
896,Bajra,Cotton,0.2586774676009768
897,Cotton,Rice,0.1810302913238106
898,Cotton,Bajra,0.1162428115362525
899,Cotton,Bajra,0.1171610808001504
900,Maize,Maize,0.1358093396786282
901,Cotton,Bajra,0.075706859002092
902,Cotton,Bajra,0.0952646321428098
903,Groundnut,Groundnut,0.0892527853089992
904,Rice,Groundnut,0.0723672564810679
905,Cotton,Rice,0.1458658579830193
906,Cotton,Rice,0.1279777800665164
907,Bajra,Cotton,0.2555723780231709
908,Cotton,Maize,0.2628129174717634
909,Cotton,Bajra,0.3282170765911494
910,Cotton,Bajra,0.1143935455680247
911,Cotton,Bajra,0.1301020646859798
912,Cotton,Bajra,0.0945117623795066
913,Bajra,Groundnut,0.3779617053493314
914,Groundnut,Cotton,1.1399690165045444
915,Bajra,Cotton,0.1066133551049159
916,Cotton,Rice,0.2145564857986854
917,Groundnut,Groundnut,0.3287995156658739
918,Groundnut,Bajra,0.1680511670318878
919,Cotton,Groundnut,0.1895262229941397
920,Cotton,Cotton,0.1831528089789255
921,Bajra,Cotton,0.1540439114371215
922,Cotton,Groundnut,0.0640930030766061
923,Bajra,Cotton,0.0494887662557629
924,Maize,Cotton,0.0496604856604014
925,Maize,Cotton,0.1072210698309332
926,Cotton,Groundnut,0.1939525270225895
927,Groundnut,Groundnut,0.2237883747382338
928,Bajra,Rice,0.242754563762465
929,Cotton,Rice,0.106818048212991
930,Groundnut,Bajra,0.171696067060587
931,Rice,Groundnut,0.2475881094052968
932,Cotton,Rice,0.1692190018351312
933,Cotton,Bajra,0.092900275003397
934,Cotton,Groundnut,0.1529436955651186
935,Rice,Groundnut,0.1428861233922938
936,Maize,Bajra,0.1377366889078163
937,Cotton,Groundnut,0.3464536140290312
938,Bajra,Rice,0.1336748175705457
939,Cotton,Rice,0.1779265209567096
940,Groundnut,Groundnut,0.219683468521454
941,Cotton,Bajra,0.123144348245238
942,Groundnut,Rice,0.0647328678826952
943,Groundnut,Bajra,0.1824430019990338
944,Cotton,Rice,0.1608983748175893
945,Cotton,Rice,0.228613453307838
946,Cotton,Bajra,0.2019408294766841
947,Groundnut,Groundnut,0.3391261218718195
948,Bajra,Groundnut,0.2396940611079569
949,Cotton,Rice,0.2458454973487787
950,Groundnut,Bajra,0.1190642979792507
951,Bajra,Rice,0.1117156758446639
952,Bajra,Bajra,0.1426694677978951
953,Bajra,Rice,0.1112147414359093
954,Groundnut,Bajra,0.1189156378709653
955,Groundnut,Maize,0.1598716600319468
956,Groundnut,Cotton,0.2369409254204545
957,Cotton,Bajra,0.1368249967058088
958,Bajra,Groundnut,0.2280371225756999
959,Cotton,Cotton,0.1804921380158735
960,Groundnut,Cotton,0.2464361085988086
961,Cotton,Cotton,0.3766997190558057
962,Cotton,Bajra,0.225381916555041
963,Cotton,Groundnut,0.2290561819742954
964,Cotton,Bajra,0.1752785405928226
965,Cotton,Bajra,0.2092750658404556
966,Rice,Maize,0.7919911341656249
