state_name,district_name,crop_year,season,crop,area_,production_
Gujarat,VADODARA,2012,Kharif,Ragi,400,400
Gujarat,VADODARA,2012,Kharif,Rice,44600,63200
Gujarat,VADODARA,2012,Kharif,Sesamum,700,200
Gujarat,VADODARA,2012,Kharif,Soyabean,3400,2900
Gujarat,VADODARA,2012,Kharif,Tobacco,4000,6800
Gujarat,VADODARA,2012,Kharif,Urad,13200,11100
Gujarat,VADODARA,2012,Rabi,Gram,1300,1300
Gujarat,VADODARA,2012,Rabi,Jowar,2800,3200
Gujarat,VADODARA,2012,Rabi,Maize,24600,62700
Gujarat,VADODARA,2012,Rabi,Onion,300,8100
Gujarat,VADODARA,2012,Rabi,Other  Rabi pulses,100,100
Gujarat,VADODARA,2012,Rabi,Other Cereals & Millets,13500,8900
Gujarat,VADODARA,2012,Rabi,Rapeseed &Mustard,300,500
Gujarat,VADODARA,2012,Rabi,Wheat,36500,125000
Gujarat,VADODARA,2012,Summer,Bajra,4700,19400
Gujarat,VADODARA,2012,Summer,Groundnut,3000,4200
Gujarat,VADODARA,2012,Summer,Moong(Green Gram),400,300
Gujarat,VADODARA,2012,Whole Year,Banana,2600,172500
Gujarat,VADODARA,2012,Whole Year,Dry chillies,600,500
Gujarat,VADODARA,2012,Whole Year,Garlic,100,100
Gujarat,VADODARA,2012,Whole Year,Guar seed,600,400
Gujarat,VADODARA,2012,Whole Year,Potato,300,7200
Gujarat,VADODARA,2012,Whole Year,Sugarcane,7400,45200
