farm_id,crop_type,yield_shipped,yield_kharif
796,Cotton,0.269,0.269
797,Cotton,0.372,0.372
798,Cotton,0.382,0.382
799,Cotton,0.228,0.228
800,Maize,1.863,1.8613884083044983
801,Groundnut,1.464,1.164677804295943
802,Maize,1.87,1.8683823529411767
803,Bajra,2.703,1.9022586588061898
804,Bajra,2.239,1.5757148120854825
805,Bajra,2.349,1.6531282240235814
806,Bajra,1.84,1.2949152542372881
807,Groundnut,1.961,1.5600636435958635
808,Groundnut,2.102,1.6722354813046938
809,Maize,1.76,1.758477508650519
810,Cotton,0.31,0.31
811,Bajra,2.402,1.690427413411938
812,Cotton,0.302,0.302
813,Cotton,0.345,0.345
814,Cotton,0.449,0.449
815,Bajra,1.9,1.3371407516580691
816,Bajra,2.08,1.4638172439204127
817,Cotton,0.223,0.223
818,Groundnut,1.626,1.2935560859188544
819,Bajra,1.9,1.3371407516580691
820,Groundnut,1.759,1.3993635640413684
821,Bajra,2.418,1.7016875460574796
822,Bajra,1.715,1.206945467943994
823,Groundnut,1.433,1.140015910898966
824,Cotton,0.31,0.31
825,Cotton,0.31,0.31
826,Cotton,0.31,0.31
827,Cotton,0.31,0.31
828,Cotton,0.31,0.31
829,Groundnut,2.031,1.615751789976134
830,Cotton,0.284,0.284
831,Bajra,2.561,1.802324981577008
832,Cotton,0.269,0.269
833,Cotton,0.271,0.271
834,Cotton,0.293,0.293
835,Maize,1.852,1.8503979238754327
836,Groundnut,2.035,1.6189339697692922
837,Bajra,2.433,1.7122439204126747
838,Bajra,2.477,1.7432092851879142
839,Cotton,0.277,0.277
840,Cotton,0.293,0.293
841,Cotton,0.284,0.284
842,Cotton,0.289,0.289
843,Bajra,1.9,1.3371407516580691
844,Groundnut,1.825,1.4518695306284806
845,Cotton,0.422,0.422
846,Bajra,2.245,1.5799373618275607
847,Cotton,0.333,0.333
848,Rice,1.372,1.477538461538462
849,Groundnut,1.851,1.4725536992840096
850,Cotton,0.364,0.364
851,Bajra,2.743,1.9304089904200439
852,Rice,1.279,1.3773846153846154
853,Rice,1.377,1.4829230769230772
854,Groundnut,1.795,1.4280031821797932
855,Bajra,2.609,1.8361053795136328
856,Bajra,2.031,1.4293330876934414
857,Cotton,0.307,0.307
858,Bajra,2.516,1.770655858511422
859,Bajra,2.812,1.9789683124539421
860,Bajra,1.997,1.4054053058216653
861,Cotton,0.31,0.31
862,Cotton,0.363,0.363
863,Cotton,0.324,0.324
864,Bajra,2.258,1.5890862196020632
865,Bajra,1.872,1.3174355195283713
866,Cotton,0.443,0.443
867,Cotton,0.266,0.266
868,Bajra,2.818,1.9831908621960206
869,Bajra,2.302,1.6200515843773027
870,Cotton,0.367,0.367
871,Maize,1.956,1.9543079584775087
872,Groundnut,2.191,1.7430389817024663
873,Cotton,0.308,0.308
874,Maize,2.267,2.26503892733564
875,Cotton,0.363,0.363
876,Groundnut,1.738,1.3826571201272873
877,Groundnut,1.732,1.37788385043755
878,Cotton,0.305,0.305
879,Bajra,2.197,1.5461569638909358
880,Bajra,2.051,1.4434082535003685
881,Groundnut,1.675,1.332537788385044
882,Groundnut,1.6,1.2728719172633256
883,Groundnut,1.889,1.5027844073190137
884,Cotton,0.318,0.318
885,Groundnut,1.37,1.0898965791567226
886,Groundnut,1.3,1.034208432776452
887,Bajra,1.774,1.2484672070744287
888,Bajra,2.638,1.856514369933677
889,Groundnut,1.195,0.9506762132060463
890,Bajra,1.812,1.2752100221075902
891,Bajra,2.086,1.4680397936624905
892,Groundnut,1.87,1.4876690533015118
893,Cotton,0.433,0.433
894,Bajra,1.754,1.2343920412675018
895,Cotton,0.332,0.332
896,Bajra,2.709,1.906481208548268
897,Cotton,0.222,0.222
898,Cotton,0.354,0.354
899,Cotton,0.265,0.265
900,Maize,2.063,2.061215397923876
901,Cotton,0.395,0.395
902,Cotton,0.315,0.315
903,Groundnut,1.871,1.4884645982498013
904,Rice,1.203,1.2955384615384617
905,Cotton,0.362,0.362
906,Cotton,0.324,0.324
907,Bajra,3.001,2.111978629329403
908,Cotton,0.382,0.382
909,Cotton,0.388,0.388
910,Cotton,0.321,0.321
911,Cotton,0.264,0.264
912,Cotton,0.278,0.278
913,Bajra,2.554,1.7973986735445833
914,Groundnut,1.764,1.4033412887828165
915,Bajra,2.442,1.7185777450257922
916,Cotton,0.264,0.264
917,Groundnut,1.908,1.5178997613365157
918,Groundnut,1.758,1.398568019093079
919,Cotton,0.37,0.37
920,Cotton,0.38,0.38
921,Bajra,2.461,1.7319491525423727
922,Cotton,0.383,0.383
923,Bajra,2.454,1.7270228445099485
924,Maize,2.514,2.511825259515571
925,Maize,2.181,2.179113321799308
926,Cotton,0.466,0.466
927,Groundnut,1.674,1.3317422434367543
928,Bajra,2.996,2.108459837877671
929,Cotton,0.383,0.383
930,Groundnut,1.761,1.4009546539379476
931,Rice,2.176,2.343384615384616
932,Cotton,0.325,0.325
933,Cotton,0.356,0.356
934,Cotton,0.34,0.34
935,Rice,1.458,1.5701538461538465
936,Maize,1.992,1.9902768166089966
937,Cotton,0.24,0.24
938,Bajra,2.252,1.584863669859985
939,Cotton,0.351,0.351
940,Groundnut,1.47,1.1694510739856803
941,Cotton,0.413,0.413
942,Groundnut,1.482,1.1789976133651552
943,Groundnut,1.665,1.324582338902148
944,Cotton,0.298,0.298
945,Cotton,0.259,0.259
946,Cotton,0.209,0.209
947,Groundnut,1.842,1.4653937947494036
948,Bajra,2.579,1.8149926308032425
949,Cotton,0.347,0.347
950,Groundnut,1.881,1.496420047732697
951,Bajra,2.923,2.0570854826823877
952,Bajra,2.131,1.4997089167280764
953,Bajra,2.429,1.7094288872512893
954,Groundnut,1.849,1.4709626093874306
955,Groundnut,1.463,1.1638822593476534
956,Groundnut,1.399,1.1129673826571203
957,Cotton,0.334,0.334
958,Bajra,2.026,1.4258142962417093
959,Cotton,0.33,0.33
960,Groundnut,1.056,0.8400954653937949
961,Cotton,0.263,0.263
962,Cotton,0.31,0.31
963,Cotton,0.31,0.31
964,Cotton,0.31,0.31
965,Cotton,0.31,0.31
966,Rice,1.872,2.0160000000000005
