farm_id,s1_vh_season_integral,s1_vh_mean_db,s1_vh_db_20250612,s1_vh_db_20250624,s1_vh_db_20250706,s1_vh_db_20250718,s1_vh_db_20250730,s1_vh_db_20250823,s1_vh_db_20250904,s1_vh_db_20250916,s1_vh_db_20250928,s1_vh_db_20251010
260,3.488173769786954,-15.5582869388713,-17.78585552504689,-15.391588244740266,-14.028459969882059,-13.18749911196499,-13.290513849684642,-16.69775593729134,-17.838720629555862,-17.600646926185878,-17.831349676665404,-15.781305405332448
261,2.359427109360695,-17.216829322368977,-19.968737878680177,-17.879188540475155,-17.638173571135393,-19.306669076461855,-14.411789753585662,-18.248045734436705,-17.460745473419145,-17.291769025534148,-17.16281169506534,-15.608789190288014
262,4.059495873749256,-15.032142746742746,-17.527045818072118,-16.62978466906582,-14.676462435182906,-12.963938603358319,-13.255203409180986,-14.448107819118603,-12.605358966207438,-16.50721997782487,-18.93317212663754,-17.772007651153277
263,3.7856643330305815,-15.395655984445831,-16.163435111448553,-17.701400268645468,-17.491723230150257,-18.16422479999384,-14.852854163772342,-12.154257404157988,-11.407198200442693,-17.5556165215721,-18.20890764658216,-17.99837493983583
264,4.9884331561625,-13.832889569873403,-14.005921697167684,-12.929696804904815,-12.545171303392411,-14.141048076739018,-13.515992456890231,-14.307683171916656,-12.999511250839596,-14.633212770625185,-16.049214747024322,-14.216054515560417
265,5.182745531201363,-13.7853070285194,-15.65743178193728,-11.011497191839306,-10.875646970986534,-14.328198459126991,-13.63439015743687,-13.535758116639736,-15.097350099081952,-17.74198067603458,-16.07775238424842,-14.788328072136409
266,4.753228984773159,-14.140790554028396,-14.806285544198449,-12.308547084250705,-11.569673848292435,-12.77181718201065,-13.220449262670984,-14.955489281236174,-15.860164461047301,-17.26671161028123,-16.643545055999066,-15.997547878673505
267,6.464745596051216,-12.644910593847813,-15.12227770369108,-11.774239472793282,-12.412939750453763,-15.79538299281798,-13.34917572427047,-12.608209423660794,-12.158826566509601,-12.6672873082311,-11.786772109915544,-10.932911566641241
268,9.60044838488102,-11.011538811679904,-11.867682790339416,-11.270250840172126,-9.970012720369319,-12.144664089587105,-11.172962245587154,-10.522772096934982,-10.610051184043893,-10.373665799403764,-12.016234295478759,-10.741247926777163
269,5.023696281015873,-13.941857981446198,-14.293352132410444,-14.496136567973048,-11.985913920415474,-15.697046748302036,-12.23448542927243,-13.703986313167158,-13.724712928374409,-14.939189532727683,-15.408835727415244,-14.577905159373174
270,3.724217399954796,-15.460386158895732,-18.039302115113774,-18.301742631221153,-16.762872117576258,-15.706604295326876,-14.236547313491783,-13.125688100894937,-11.799321920433512,-17.611953647014392,-17.604132370537585,-17.253350176646194
271,3.0292746014893055,-15.895597709894147,-17.866224274180958,-17.14360991965442,-15.785761164923894,-13.62378671999118,-16.369133258152132,-15.328849575761403,-16.74217156229305,-18.561525422666033,-17.30586247213145,-13.394620310616148
272,4.010781582444906,-14.890841047275662,-15.682589447246883,-12.615426341207423,-12.224380647572008,-13.660760551718322,-13.416554581287684,-16.709321849466733,-17.383912278529287,-18.28452368650145,-17.073459522985473,-17.00378145191509
273,3.5522681046277285,-15.391217920823081,-16.145649238350682,-15.687893652738618,-13.336025627753475,-13.182709745262551,-14.117186035632997,-16.434814949965563,-16.449697834283327,-16.89535669148014,-18.072735563468697,-16.360987576722344
274,5.913076255470514,-13.342023209259708,-16.72334154318767,-12.564038092216832,-12.664811684696692,-11.1200239788264,-12.031389261673572,-13.247826310297997,-11.055514271204007,-16.904043170349233,-17.77796427557876,-15.277620448160638
275,4.965913776308298,-14.03631816393603,-17.435889461218018,-11.537359751232806,-14.364019081810195,-13.842780512693222,-14.38286150047144,-12.938787835526103,-12.775172301681623,-14.89260927064668,-16.016263849166304,-15.063236535730077
276,4.3416980523616076,-14.604988799695173,-16.562830049329357,-13.418359366748886,-13.109069372990177,-13.684724164992833,-13.375991254732412,-14.544495335386898,-14.504189450627639,-17.14657053449764,-16.349571463199922,-15.516426454036012
277,4.211010362952948,-14.648010484768738,-15.819519269527023,-14.099134100768516,-12.495039239407275,-13.878037375941943,-13.280594805548798,-16.51035369778341,-15.300601394429298,-15.632876803591955,-15.641773400135868,-15.662816628025434
278,6.143680516630411,-12.96928481687951,-14.181696148019753,-11.815356463565562,-13.211285035487194,-12.982617354100016,-12.133708715666264,-13.248235763577842,-12.454253606307702,-14.45602962366764,-13.410214728148004,-12.527461295879005
279,4.636311080306768,-14.185556463260841,-15.183544541660412,-11.817558873739442,-11.552410579966883,-12.816011912353034,-13.813185265417985,-15.657045789948011,-16.445583490481514,-16.845936531124067,-16.498033532124694,-15.432909007181685
280,3.135643243789673,-16.13951623409101,-16.656746003179613,-14.989529845493731,-15.48843671514275,-17.271669157490507,-12.477670468742962,-16.893645690577628,-18.179621703655954,-17.990411180724063,-18.061642356003226,-17.15220872214626
281,4.841896869242191,-14.047359964598874,-15.361493929933506,-13.056072052718541,-13.7028726663248,-13.040033434992452,-11.743524667738903,-14.077429493036886,-15.072201907717687,-18.292726850979946,-18.719537646942694,-12.400290778741788
282,4.91998640075326,-14.091478232762732,-15.717560567730214,-14.215349824773714,-13.10728853128844,-12.643525610661046,-11.7038875512622,-14.26931099074153,-15.199190414382048,-15.77743839531224,-16.4922127639175,-14.227507449622783
283,4.54722660407424,-14.368455146342766,-15.24516348731333,-12.846221566511373,-11.511615035282494,-15.203216723038205,-13.721726589560852,-14.263408125802268,-14.144568741942251,-15.916857625678652,-18.09645476641931,-16.270052439638395
284,5.1761077009141445,-13.795282057610816,-15.408610885769933,-11.832936036069734,-11.94153263369823,-11.379804904965614,-12.509372539722467,-15.172665586395869,-14.829912305593782,-17.087335623445913,-17.541821601761196,-15.275320333319781
285,5.752163752913475,-13.313097173826554,-13.75112975898103,-12.444077109567564,-12.481901255111634,-11.309400217967518,-12.702701508111316,-13.584310796617507,-13.091006602373563,-14.397655586547755,-16.090807245067424,-15.33427333596127
286,4.435657387599349,-14.558994935474503,-16.478615988527327,-13.684467176952634,-13.333763879177399,-13.850711457746224,-13.295868033204165,-13.48766386925183,-14.64130248852128,-16.710468833992564,-17.006140090420644,-15.244474160353986
287,10.034290932118893,-10.933636657046765,-10.653611027661139,-10.337851924232185,-9.825380336379391,-10.525555301932245,-10.016213747299386,-10.390594098323165,-11.881218373746858,-11.661220288838056,-11.838269862375661,-13.39748860862995
288,5.91101061925292,-13.17570735437405,-13.168091385145225,-13.35443358721655,-12.68162234158855,-12.279460352608943,-12.021416174666332,-13.48166123235577,-11.723739088122219,-14.106942292562659,-16.34500113389311,-14.331143908363494
289,7.0007014721632,-12.50804451789034,-14.861146657399269,-12.659923171758233,-10.627294269311044,-12.602656195335518,-11.643520559087525,-11.721764348425928,-12.322882782108167,-13.482172152093463,-14.577168021730698,-12.296548950679284
290,11.583789188414812,-10.210398965627887,-9.404311347276371,-9.160223200394565,-9.865864406212436,-9.225318251336335,-9.727971355225774,-10.213985784875224,-9.877772942638188,-11.436914263345857,-12.523660732933612,-12.094295634993276
291,6.215608097612858,-13.034878339084186,-14.359347378658418,-13.597778491142613,-12.697419407313873,-12.510450430800464,-12.389720023471785,-12.246672680618788,-12.300373273495213,-12.919674617176947,-13.900824964977831,-14.082134174741721
292,11.14397294819355,-10.2535207560033,-11.429923418451036,-11.02292739729133,-9.817157545634906,-10.242013647795007,-10.454982595704083,-10.912001480386639,-9.554627879811783,-10.860941239100397,-9.952622965129747,-8.913362588075481
293,4.535303765907884,-14.513798500179242,-16.93532229468714,-14.878509570320478,-13.47020756988032,-14.113359189369632,-13.437934588952329,-13.14253094775998,-12.269928780036173,-17.043918003073642,-17.156544988585164,-16.01163848011053
294,8.901226691901684,-11.362885386364805,-11.98083304701589,-12.441213548880556,-12.46141187175407,-10.644059240169703,-11.844436215433078,-10.040950499411622,-10.984465622118226,-11.620979622126516,-11.223591147972913,-11.031835848766907
295,5.364431753754616,-13.612731326922063,-14.105788886154787,-11.384889043006407,-12.204325468033996,-12.59708858155607,-12.447251080055766,-14.380988437931144,-14.546246020127686,-15.931724806564407,-16.279781054002896,-15.094814166836523
296,4.908654833212495,-13.925960873228433,-13.907464143149538,-11.042108052943359,-12.762876581555831,-15.721005537898872,-12.653167372919935,-15.160142825864028,-14.506093133547719,-17.15999205135332,-15.145005566107612,-14.450163321848713
297,5.0333212204277515,-14.071493869242957,-15.687326185572537,-12.274573402551614,-12.447926746740114,-11.830047188348532,-11.760725018409548,-14.08884071431999,-16.853581400881378,-17.806055384082786,-17.704335490290106,-16.381291104524752
298,4.372489420697093,-14.505622213911355,-15.732794002856934,-12.067687880383069,-13.012530540824027,-14.533228280499848,-13.220805705288237,-15.490435114752854,-15.457318969301049,-16.91606751346785,-15.763599307019316,-15.35691762021741
299,3.400706022977829,-15.54121666680799,-16.424141929891633,-14.197819803367437,-15.352430466329947,-15.865606971382164,-13.732227127052603,-16.13853844375995,-15.566140659992207,-17.777919658979865,-17.767650645781504,-14.502721856260948
300,5.291764710098505,-13.789560347513557,-16.316689738386547,-13.520067936046889,-13.312141650560143,-12.905321268460778,-13.233949621160814,-12.594519882807235,-12.630637709576867,-14.863532486659816,-15.297095171352801,-14.821977740609324
301,3.4064794024452567,-15.80699581661814,-17.909521740026804,-14.387416398547128,-13.907736661056251,-15.561796503958398,-14.023095352497279,-14.301047992568352,-17.476787442673047,-17.930760418557945,-18.924909326295033,-17.442002049822435
302,3.403771363198757,-15.725833877720362,-16.776090964075355,-14.576223572917621,-14.279925719812773,-14.339999072973587,-13.439959932972968,-16.5652712194841,-15.349220370712505,-18.302107033554613,-19.17747787594842,-18.49112343867518
303,5.299204101786017,-13.74180357202431,-18.062465836882332,-13.066045804146903,-12.434059283849614,-13.272123895251916,-14.221813988133063,-12.58224020166457,-12.914952477321869,-14.718941133214589,-14.399283009630832,-14.070388414712802
304,3.7257486451417208,-15.181023877931711,-17.60520136273716,-15.174666948214446,-12.791210143094574,-14.74668382105407,-13.850502175531126,-16.39591447710778,-16.33800460788604,-15.843391093050595,-16.26988109081844,-14.88716902233731
305,4.25805576145649,-14.700627668497926,-16.036047398257395,-13.577592762912897,-14.01013501921106,-14.991281327606853,-13.552424695259566,-13.696156040294621,-15.257564467813374,-16.241003824057756,-15.470164693902726,-15.253277590097063
306,4.698758030310273,-14.16498649375113,-16.301217984558015,-14.799988937898927,-13.09009589166859,-15.050654688562268,-14.207028392196872,-13.131860727441037,-12.032096477812706,-15.32568387776215,-16.72099582591781,-13.320881687121505
307,5.231546267867088,-13.672380893214761,-13.468402867428196,-12.29637434928264,-12.772935879989573,-13.329384600682143,-13.123972842308305,-13.572003341635146,-13.518528293510839,-15.46246957446569,-15.811696375337409,-14.643859674745448
308,4.952148489654064,-13.863216708165748,-15.501934423763748,-13.295704410698807,-13.131870211098066,-13.321340493527206,-14.596621479341001,-13.36589073256043,-13.687240427633093,-14.237251160394727,-15.15536913895804,-13.104145957630626
309,2.9189796410501003,-16.154357325769226,-16.25800801799952,-17.24249410902475,-16.301226096120228,-16.088100354662433,-15.05402232668457,-16.627319998713148,-15.461132102245411,-15.676281423271604,-18.036785307614497,-15.584469771395302
310,4.7524130679667,-14.170878156707074,-16.477336668971798,-13.277915360443878,-13.57694625007496,-14.342854028611258,-13.085669651162743,-14.056407725333422,-14.562085594786598,-14.199746977555382,-14.980574183142682,-14.049642934233852
311,4.540768291801214,-14.318668538894277,-15.876180086674305,-13.958567130794899,-13.052307592013264,-14.18443658356078,-12.24885285047484,-16.15344756729158,-14.486053692437569,-16.006806434976866,-15.135116313525426,-13.864550565934152
312,4.385725222527981,-14.675615116838923,-17.951775487561157,-16.183327192189203,-15.482389569518633,-12.536783092347699,-13.39796955489075,-14.018195622952408,-12.725160494634672,-15.26374326463757,-15.503372562361502,-17.01180142021398
313,4.7577902767807245,-14.237212896516736,-15.280794954742397,-14.018860668839073,-12.880501069151551,-12.581274498261914,-12.258349386183589,-14.29278868099449,-15.464639539699645,-14.875643657174384,-18.129586833163025,-15.536120373104055
314,4.979651799425483,-13.962837424438582,-15.410201468902262,-13.358736358156051,-12.864101920327816,-12.41956924761627,-13.622252713246503,-14.162939818669003,-13.304175782796273,-15.627543265055293,-14.482077583357018,-15.831030891006847
315,6.002091821283102,-13.19108665375322,-15.65690294887256,-12.539212182898076,-12.191722979986304,-12.9288539110524,-12.009695438475518,-13.113737245757251,-12.317462727718315,-14.719325273866446,-14.230764639057806,-13.617835178780384
316,6.968886863440275,-12.538093912710249,-15.182013086771436,-12.533303555721204,-12.14877854481347,-12.882520860456207,-12.643940758870663,-11.798125323210147,-10.16913547794169,-13.236743026717415,-12.91198601072747,-13.609774453618414
317,3.8705360256135464,-15.120689725938078,-18.07887659128143,-13.003832570607297,-13.016467070505904,-12.816912721669343,-13.481406786810572,-16.608473358783343,-16.86662083193488,-17.581225894247307,-18.591773644158046,-16.744099674063282
318,4.74590103328228,-14.090708179858972,-14.075602349862669,-13.818915948846168,-13.30121342909657,-13.795805029736275,-14.666319296432793,-13.145097922542945,-13.759731380003648,-15.042560856748954,-14.88360773479508,-14.912042766271917
319,5.075384046882391,-13.970842407744417,-16.65790073040869,-14.425934209082227,-14.833963572090953,-12.698528739108157,-13.121099483648486,-13.677453121051325,-11.95160698204863,-13.553119998917202,-15.048564529956286,-15.898435618060336
320,9.905781403183937,-10.884544450646212,-10.818375522623603,-10.868138897487018,-9.920346331938882,-10.973490926559858,-11.214218495401045,-10.032932032799044,-10.111519057931828,-12.209616693343673,-11.918757874715805,-11.395282674692794
321,5.420976374298334,-13.532766971503708,-16.05249755210184,-14.938371811044133,-13.661461954036529,-12.92923754403616,-12.707372869541738,-13.74962108471717,-13.306421304662347,-12.95094473974711,-13.453253265767362,-12.666060678893544
322,6.202627781778574,-13.157108589724194,-15.884029802691945,-14.019779942567268,-11.245945077141574,-13.133370886350708,-11.447111802979391,-11.863941894857152,-12.853641116958714,-15.882263107879997,-14.44646312624618,-13.569740656188067
323,4.552418136969209,-14.221642157674246,-17.71077867190415,-12.794142171716004,-11.845442480830846,-13.062369624269138,-13.790855620629486,-15.717761397733373,-14.705746097700807,-16.07463587307706,-17.592402639338818,-13.053716798904988
324,5.30181872472167,-13.945847989794357,-17.428881176143324,-15.142862903971633,-13.864312255560073,-12.625219201625704,-13.522376239355447,-11.52171316746196,-11.022132196812235,-16.071729003804805,-16.834508449437543,-17.128271392642304
325,3.110861557535827,-15.819899839400833,-19.969832488008564,-17.24930371930236,-16.81265687360899,-15.900150838483029,-15.281222054799244,-16.604087454076097,-15.990363114038086,-15.949992148671395,-14.236655887310745,-13.316228931554
326,3.579089993610978,-15.628545131074198,-17.845521120047838,-15.036804101328654,-15.226836294087558,-15.057225649413526,-12.822620382711635,-15.26381339595157,-16.231306396659264,-16.508092159532293,-16.94166836707592,-17.88710069287494
327,3.4909466430544853,-15.450164009322533,-18.021229779295275,-13.597960382836966,-13.485597389104182,-12.142301889762939,-14.281937384371295,-17.92309457562532,-18.54266139605103,-18.923997468806114,-18.69569578063202,-15.84584411153379
328,3.3879601769149303,-15.556609761103129,-17.478119050169788,-14.096599655463255,-13.687232486410432,-14.372335186137672,-14.37773679281731,-16.186822929427255,-16.276845695952638,-18.898090630074968,-19.728037156265298,-14.634441294026884
329,4.799650585278869,-14.251689746566798,-16.30613809847201,-12.034715833572898,-11.937485467860206,-13.020649289566704,-12.726879066757316,-14.119473319866742,-14.889035042970836,-17.742181242623264,-18.446150071895254,-16.960752770610327
330,2.3334707356989384,-17.16585506955041,-18.020526386271335,-17.70918977333296,-16.415161610595984,-15.60394679551604,-15.149215830001953,-18.052363949001403,-19.938206076717037,-18.037184254076074,-19.475168767101742,-15.912872648158183
331,4.172592312097549,-14.755470349367606,-16.944696370759207,-15.001975010426754,-13.224475929294158,-13.506869191882751,-12.687416009885911,-14.37856011758696,-15.55219443857451,-18.38662918315958,-18.523555054736313,-13.585884285879752
332,3.0242086993530393,-16.026455171418885,-19.13806853925889,-16.391449676342372,-15.821455175371796,-18.692992529789677,-14.12729329890595,-17.1133457618554,-16.59597662748688,-16.135620563752973,-15.332801039179614,-13.851486832193704
333,3.5658550187945366,-15.329287554419038,-16.35855991207874,-15.011847764175075,-15.777232492136212,-17.24434267219303,-14.922404417792897,-15.753417529524508,-15.665651401417755,-13.626444662144738,-14.405825132799102,-15.588311591065224
334,2.856485973112285,-16.21715914976709,-19.078684971956715,-16.218886144976214,-16.222913179034858,-18.480253286311704,-14.465160131548826,-17.89232331668442,-17.641661781361854,-16.89094701138204,-14.748563823956486,-13.825336324689939
335,5.894411165267229,-13.11343318780999,-11.086678264908116,-10.711789520567708,-11.104624618740292,-12.740179490803998,-11.806649206963055,-14.452440788370966,-14.881625551911934,-16.282391889580747,-17.26138595693016,-17.421369064619924
336,3.369153533130884,-15.419751359811602,-16.893792468337296,-16.377606538709678,-14.406374659549408,-16.253812948116792,-14.307800300501556,-16.817072664985055,-15.572818867687365,-16.613782209743178,-15.827388777263094,-13.000352314149161
337,4.165054854936898,-14.643748081543858,-19.19391824083426,-14.957499139877298,-13.501841934036351,-13.284004550058873,-11.837396161455736,-17.475822876222075,-17.207516045483647,-16.607742838705008,-17.043283657465434,-11.959096919936208
338,3.50970121845603,-15.673157845890914,-17.785356102514076,-15.020214097980041,-16.14818747867946,-16.08277730001532,-12.007166635374652,-15.997787672218024,-16.955710129775273,-17.62273697767877,-16.981000253966318,-15.502812902552245
339,4.629392422735691,-14.161995625206995,-13.8243638230761,-12.397330193587218,-12.897281883679279,-12.7449239308317,-13.784163857025549,-14.589863974045468,-15.37935508144164,-16.51474543312647,-16.67372651524393,-15.137575690637128
340,4.3714729975908995,-14.649805673009501,-16.181012420365576,-13.274025044766093,-13.95990132901848,-13.176937358122071,-12.917164762110712,-14.845731242043867,-14.649906642831157,-15.632319734262076,-16.751423824790905,-17.761387821661497
341,4.016196554526687,-14.92311355774694,-16.456565894004505,-13.649547307657652,-13.443280704707396,-13.797176439277951,-13.138135112768417,-16.296652716693412,-15.307384834689117,-16.51547715616289,-16.66061134907373,-16.237186672676863
342,3.904676771722734,-15.192077134245487,-16.634450043970123,-14.270325279664352,-13.137186813481673,-14.450624039335406,-13.883062083159775,-13.852839012704631,-17.396597948821334,-17.243638487391657,-15.996034427101197,-18.33006782100393
343,5.108985923230648,-13.746404317403787,-14.189250625015614,-13.493690908549867,-12.567180314350965,-14.173512270704778,-13.867986445634902,-13.659358462561787,-13.952111683933872,-13.114543553037201,-14.706605328983713,-14.136466206715957
344,7.834448643028736,-11.934082661609649,-13.155310930064111,-11.864467767500681,-11.376656605418486,-13.313833633383068,-10.954125357466433,-12.091178039190902,-12.447858521521207,-11.822388912170215,-11.318591279417609,-11.600454685951053
345,4.507664155215025,-14.518309554428031,-15.77519662607635,-12.921351618878834,-13.017508966122174,-14.884217186999331,-12.052672873939137,-14.535942361843269,-16.257997765353082,-16.24425775399195,-16.56304341821794,-15.778262105650905
346,2.933690962381661,-16.45580728594643,-17.570593101075563,-15.28666901108255,-15.130915075993606,-17.792839608588856,-13.384356507230713,-16.5076070897759,-16.542631923541467,-17.897140482796367,-19.571899123494592,-18.50754933833963
347,2.893971271812916,-16.279618371086283,-17.649081130921395,-16.27708974707534,-14.655889727239398,-15.906954828029471,-14.642783277249528,-16.569412648074987,-17.107805981809175,-18.263060320101914,-17.89666174036931,-15.543022266193171
348,2.7232769150286913,-16.783423161669827,-18.083768979589514,-15.16265904416982,-15.652247414690715,-19.296219430138702,-13.689066159759628,-16.718326870065276,-17.615634345599275,-17.940557381861787,-18.785916768970893,-18.51192139885991
349,2.5631732046604156,-16.850588781978182,-17.983182386277534,-15.04626827488626,-16.20713679037673,-17.402768431207466,-14.833008371111902,-17.229950602383212,-17.801584135009783,-18.467993110538167,-18.903629796241187,-16.635379098190043
350,5.449351441115141,-13.625081061366519,-17.48254694962913,-15.08796476103074,-15.051138947791152,-14.269335204642923,-12.547095364660482,-12.720812019517773,-11.497627345090226,-14.098117443251574,-13.310346482739714,-12.92440522806068
351,4.377304136753082,-14.542178117108381,-16.577317455471594,-14.491873585375801,-14.297468066106841,-13.265271472885669,-13.568816924095252,-14.502397464362485,-13.212912912914437,-15.335581695696735,-16.48851076352666,-15.135219232587886
352,4.79227689653635,-14.112716593225931,-14.334395736000173,-14.478611000053457,-12.305561979899304,-14.329068776564737,-14.10779770613985,-12.352337031796308,-15.697682022544386,-15.035861267653223,-15.66805271824466,-14.288063957776647
353,4.897074390202761,-13.93124109606332,-14.353862546174891,-11.587679183431288,-12.525806958519079,-13.591720036362284,-13.734168584727037,-14.065586686669473,-14.943000955899192,-15.952779617030428,-16.537659316763392,-14.250015281853326
354,2.9558217488229275,-16.206442472388247,-16.09540598704826,-17.281898027229317,-16.19429667786996,-16.18003180610559,-14.802386859722594,-14.895251169877943,-16.766858485551026,-18.833473758961322,-16.741121406277983,-15.632798232513498
355,3.4605021737515926,-15.342393907838819,-17.51757361010325,-14.644738333499793,-13.265120493829007,-17.420791026183515,-16.63936333158855,-15.766422986703848,-14.529482371963907,-16.21299371140826,-15.31872646312743,-14.175514585129878
356,5.115047492086887,-13.906122092764406,-16.26350966028735,-12.926724221065948,-12.823533567303079,-14.02281856311403,-13.346853447566806,-12.971403288147258,-12.828203680500973,-15.192852666929769,-15.670694178715767,-14.661483278852852
357,4.8827059753239155,-14.071197164570817,-16.50439089158773,-12.873641110140372,-13.23808055790801,-14.17894219511818,-13.494313026992323,-13.528806062138903,-13.30624256236825,-15.06396699954381,-15.400571737786109,-14.410654109689904
358,5.051978744566441,-13.990467379664755,-15.999056384292722,-13.517189190182929,-13.125325923257227,-14.237275625417688,-13.924861767942438,-12.370447229254975,-13.05935149491988,-14.820317754799285,-14.834159561977474,-15.333468897329379
359,3.5205330848693848,-15.253897923007283,-18.152476099751635,-16.954804054910127,-17.28525037711015,-18.83054157502025,-14.93232414149497,-15.724897264156413,-12.404521116959348,-16.31685982628194,-14.207659902590725,-12.727507354073925
360,4.783887421712279,-14.243241241359135,-17.361801735346127,-13.927817088730997,-12.633149547204008,-12.91302243779646,-12.218459819837285,-14.071074307835525,-15.371621062603026,-18.011992435560312,-15.005783301334512,-14.39638182464944
361,4.080536976456642,-14.998198413320171,-17.298660090517657,-14.599466922208519,-13.841484551851533,-12.840542412791438,-13.10842526008602,-14.184930172876797,-15.508645980806396,-17.64074541443295,-17.862901401284837,-16.77039203024944
362,4.360786434262991,-14.518967499276378,-16.07799402448112,-12.065927510149486,-12.809215914609403,-14.104491123615404,-13.75609669942083,-15.348834487029377,-15.31696098794872,-16.039594059413428,-16.330451476855615,-15.790980732259525
363,5.234153218567371,-13.846079217549692,-14.54050979848245,-12.807289519154615,-12.635768808764878,-13.422428526429066,-13.198726422995193,-12.393467014214455,-13.774675622539474,-14.95337962655178,-16.457077854272775,-16.394760152849564
364,5.439343772828579,-13.578769213346522,-14.707113201692119,-11.863216563504933,-11.584326487357057,-13.275076439921587,-13.198604772608647,-13.428059622338422,-14.338460707478728,-14.497451095338967,-15.62281500260598,-15.197548756299888
365,5.0901919305324554,-13.791108118028761,-14.566315768407112,-13.088266477638628,-12.185418832100233,-13.115515098622822,-13.85848382964199,-13.750487395646754,-14.267685941211239,-15.191669211411046,-14.203038764508529,-14.505945191590776
366,3.867568166926503,-15.045605162695557,-16.741339324286958,-13.875312967804675,-13.286187771657225,-14.171848890064195,-14.139043333389465,-15.666696054153881,-15.006469322698203,-17.065921809929876,-16.39675259058531,-15.891219827552764
367,5.59744387306273,-13.356095668236286,-15.426939762685086,-13.710188709864424,-11.633415020434693,-12.585873480350479,-12.95399208524384,-13.256790471069879,-15.226285825415209,-14.221797736065634,-13.851281243360166,-12.233758955299335
368,5.3769647888839245,-13.510056560976345,-14.878403603550934,-13.328718636245425,-11.500333655080626,-11.913772515116705,-14.067792873869195,-13.720807117707466,-13.792947072576105,-15.793697130478604,-14.259331016985357,-13.539142565858683
369,5.0097575560212135,-13.857402591415388,-13.625245963705428,-14.786975841228752,-13.635277873891155,-13.030806395409025,-13.491941497303653,-13.3165184977459,-13.522296873339133,-15.448204258332856,-13.805695542121283,-14.4635367775569
370,4.503575697541237,-14.213262048867549,-14.928736217320305,-14.679630614781365,-13.17207800468404,-14.080925852637527,-14.479348841361448,-13.898361731701627,-14.158278749902216,-14.92859781485435,-15.697001396579019,-12.863220517420766
371,5.178908351808786,-13.696827614634852,-13.828533081754,-14.002040151686185,-13.048252934772082,-12.58002928068384,-13.232884122610415,-13.267156751058886,-13.380415164268562,-15.571421013271848,-15.406801334417464,-13.580534901846873
372,5.040241699665785,-13.810344999428617,-14.128928185916633,-13.042984207963341,-11.886489961934448,-13.700612279714006,-13.264237886083457,-14.74214610774963,-13.772817601381256,-14.670969088859074,-15.283586601926363,-14.712623994247407
373,2.4589380472898483,-16.970058586587925,-18.12920849077441,-17.030457339459804,-17.944923619524214,-17.689084262151997,-14.474095021859785,-17.10605907235914,-18.335115374132805,-19.506786129191006,-17.028418041748555,-14.979737938803465
374,2.594162955880165,-16.710021570700967,-17.312625856117577,-17.25848138009296,-16.53798481459699,-16.51206525426373,-15.059800799014107,-17.807815142253105,-16.757054393163365,-17.905576846938267,-16.396079758416892,-16.301181051253526
375,4.703380476683378,-14.21590060560402,-16.144754653630955,-12.295570340045654,-11.014913265220338,-12.934820251791258,-13.021753992431506,-16.03529880334171,-16.82256194620056,-17.3579673425797,-15.624261693371494,-16.16335285140364
376,4.258536044508219,-14.688533190805263,-17.299476416447728,-12.913705615174592,-11.169659358253783,-14.023435490546763,-13.309107654991198,-15.338043640936633,-17.170075202276855,-18.99266643798576,-17.156123859147126,-15.681362751145734
377,4.472193483263254,-14.436724270142596,-16.5859564181886,-12.881990849190961,-13.24901940346753,-14.343524736190725,-13.221856014084935,-14.930973161162168,-14.790350992565212,-15.709642656954133,-15.201370164839323,-14.883885427174931
378,4.129824701696634,-14.52251559342823,-17.559524614585197,-14.395160958066233,-14.972248969859168,-17.563180051669804,-16.786073444729986,-14.569688141754808,-13.834280545896718,-13.792394574156262,-12.615894953503721,-12.518967617454296
379,6.449180401861668,-12.880408771742282,-14.80856186327311,-12.802611291466647,-12.194936282836908,-13.309308873294736,-13.452134379874991,-11.356459026358232,-11.900708378791919,-13.206779142328875,-12.905832970513238,-13.89489460610884
380,5.3912743628025055,-13.741398905423788,-15.10160984223913,-14.257244848842237,-12.614971221110467,-14.207720010627165,-13.346477593331137,-11.695819314399966,-12.901551535627114,-13.977243892167463,-15.752815729242531,-15.29049063996453
381,4.5896466337144375,-14.259650705017828,-13.736754210883625,-13.651987938518666,-13.154115373041904,-12.246522598370166,-12.939965032078643,-14.104927831334537,-16.40691383597217,-18.463830719435027,-16.506984361356277,-14.888722363157692
382,4.919409357011318,-14.026149663662064,-13.954642600772411,-14.180212414184677,-14.732946921255978,-13.885535848833772,-13.054789082761873,-12.606087546420879,-14.373242073285423,-14.125382525307028,-15.599667905802178,-14.476739505592471
383,5.850844334810972,-13.040350952573865,-12.954324280625354,-11.517187233190374,-12.486875851280583,-11.100609651705952,-15.283576361834491,-13.957876842108865,-11.347948356549498,-14.72077485957072,-15.627195534136234,-14.301851459605611
384,3.456803821027279,-15.593939387278743,-17.94301297632861,-14.517621148819611,-13.934687040628976,-14.082583136737874,-14.58560941747791,-15.078916286468928,-16.359177982387102,-18.400878275984415,-17.89058846318849,-15.97483085713865
385,4.407437095418572,-14.173558605831856,-17.573118976763794,-12.93690237565092,-13.251981420661679,-14.926404976056958,-13.57387151603758,-17.00525103648777,-14.99757380360202,-13.385510627539222,-17.80843656166108,-11.145984829131311
