farm_id,crop_type,s1_pred,pred_embed,s1_ok,emb_ok
660,Maize,Cotton,Cotton,False,False
661,Cotton,Cotton,Cotton,True,True
662,Cotton,Cotton,Cotton,True,True
663,Cotton,Cotton,Cotton,True,True
664,Groundnut,Cotton,Cotton,False,False
665,Cotton,Cotton,Cotton,True,True
666,Cotton,Cotton,Cotton,True,True
667,Cotton,Cotton,Cotton,True,True
668,Groundnut,Cotton,Cotton,False,False
669,Bajra,Groundnut,Cotton,False,False
670,Bajra,Cotton,Cotton,False,False
671,Cotton,Cotton,Cotton,True,True
672,Groundnut,Cotton,Cotton,False,False
673,Cotton,Cotton,Groundnut,True,False
674,Bajra,Cotton,Groundnut,False,False
675,Groundnut,Cotton,Cotton,False,False
676,Groundnut,Cotton,Cotton,False,False
677,Groundnut,Cotton,Cotton,False,False
678,Maize,Cotton,Cotton,False,False
679,Cotton,Cotton,Cotton,True,True
680,Cotton,Cotton,Cotton,True,True
681,Cotton,Cotton,Cotton,True,True
682,Cotton,Cotton,Cotton,True,True
683,Cotton,Cotton,Cotton,True,True
684,Cotton,Groundnut,Cotton,False,True
685,Groundnut,Cotton,Cotton,False,False
686,Groundnut,Cotton,Cotton,False,False
687,Cotton,Groundnut,Cotton,False,True
688,Groundnut,Rice,Groundnut,False,True
689,Rice,Cotton,Groundnut,False,False
690,Rice,Groundnut,Groundnut,False,False
691,Rice,Rice,Groundnut,True,False
692,Bajra,Groundnut,Cotton,False,False
693,Cotton,Cotton,Cotton,True,True
694,Cotton,Cotton,Cotton,True,True
695,Groundnut,Cotton,Cotton,False,False
696,Cotton,Cotton,Cotton,True,True
697,Cotton,Cotton,Cotton,True,True
698,Cotton,Cotton,Cotton,True,True
699,Groundnut,Rice,Cotton,False,False
700,Bajra,Cotton,Cotton,False,False
701,Bajra,Cotton,Cotton,False,False
702,Groundnut,Cotton,Cotton,False,False
703,Cotton,Groundnut,Cotton,False,True
704,Bajra,Cotton,Cotton,False,False
705,Cotton,Cotton,Cotton,True,True
706,Bajra,Cotton,Cotton,False,False
707,Cotton,Cotton,Cotton,True,True
708,Groundnut,Groundnut,Groundnut,True,True
709,Groundnut,Groundnut,Groundnut,True,True
710,Cotton,Cotton,Cotton,True,True
711,Cotton,Cotton,Cotton,True,True
712,Cotton,Cotton,Cotton,True,True
713,Cotton,Cotton,Cotton,True,True
714,Rice,Cotton,Cotton,False,False
715,Cotton,Cotton,Cotton,True,True
716,Groundnut,Cotton,Cotton,False,False
717,Cotton,Cotton,Cotton,True,True
718,Bajra,Cotton,Cotton,False,False
719,Cotton,Cotton,Cotton,True,True
720,Maize,Cotton,Cotton,False,False
721,Cotton,Cotton,Cotton,True,True
722,Cotton,Cotton,Cotton,True,True
723,Cotton,Cotton,Cotton,True,True
724,Cotton,Cotton,Cotton,True,True
725,Groundnut,Cotton,Groundnut,False,True
726,Cotton,Cotton,Cotton,True,True
727,Groundnut,Cotton,Cotton,False,False
728,Bajra,Cotton,Groundnut,False,False
729,Cotton,Cotton,Cotton,True,True
730,Cotton,Cotton,Cotton,True,True
731,Groundnut,Cotton,Cotton,False,False
732,Cotton,Cotton,Cotton,True,True
733,Cotton,Cotton,Cotton,True,True
734,Maize,Maize,Cotton,True,False
735,Cotton,Groundnut,Cotton,False,True
736,Cotton,Cotton,Cotton,True,True
737,Cotton,Cotton,Cotton,True,True
738,Cotton,Cotton,Cotton,True,True
739,Cotton,Groundnut,Cotton,False,True
740,Cotton,Cotton,Cotton,True,True
741,Rice,Cotton,Cotton,False,False
742,Cotton,Cotton,Groundnut,True,False
743,Groundnut,Cotton,Cotton,False,False
744,Bajra,Groundnut,Groundnut,False,False
745,Rice,Cotton,Cotton,False,False
746,Rice,Cotton,Groundnut,False,False
747,Rice,Cotton,Cotton,False,False
748,Groundnut,Cotton,Cotton,False,False
749,Groundnut,Cotton,Cotton,False,False
750,Groundnut,Cotton,Cotton,False,False
751,Groundnut,Cotton,Cotton,False,False
752,Cotton,Cotton,Cotton,True,True
753,Cotton,Cotton,Cotton,True,True
754,Cotton,Cotton,Cotton,True,True
755,Cotton,Cotton,Cotton,True,True
756,Cotton,Cotton,Cotton,True,True
757,Groundnut,Cotton,Cotton,False,False
758,Cotton,Cotton,Cotton,True,True
759,Groundnut,Cotton,Cotton,False,False
760,Bajra,Cotton,Cotton,False,False
761,Groundnut,Cotton,Cotton,False,False
762,Bajra,Cotton,Bajra,False,True
763,Maize,Cotton,Cotton,False,False
764,Groundnut,Cotton,Cotton,False,False
765,Groundnut,Cotton,Cotton,False,False
766,Cotton,Cotton,Cotton,True,True
767,Groundnut,Cotton,Bajra,False,False
768,Bajra,Cotton,Cotton,False,False
769,Cotton,Cotton,Cotton,True,True
770,Cotton,Cotton,Cotton,True,True
771,Cotton,Cotton,Cotton,True,True
772,Cotton,Cotton,Cotton,True,True
773,Cotton,Cotton,Cotton,True,True
774,Maize,Cotton,Cotton,False,False
775,Groundnut,Cotton,Cotton,False,False
776,Bajra,Cotton,Cotton,False,False
777,Bajra,Cotton,Cotton,False,False
778,Bajra,Cotton,Cotton,False,False
779,Bajra,Cotton,Cotton,False,False
780,Bajra,Cotton,Cotton,False,False
781,Groundnut,Cotton,Cotton,False,False
782,Groundnut,Cotton,Cotton,False,False
783,Cotton,Cotton,Cotton,True,True
784,Maize,Cotton,Groundnut,False,False
785,Groundnut,Groundnut,Groundnut,True,True
786,Groundnut,Cotton,Cotton,False,False
787,Bajra,Cotton,Cotton,False,False
788,Bajra,Cotton,Cotton,False,False
789,Cotton,Cotton,Cotton,True,True
790,Groundnut,Cotton,Cotton,False,False
791,Groundnut,Cotton,Cotton,False,False
792,Bajra,Cotton,Cotton,False,False
793,Bajra,Cotton,Cotton,False,False
794,Bajra,Cotton,Cotton,False,False
795,Maize,Bajra,Cotton,False,False
796,Cotton,Cotton,Cotton,True,True
797,Cotton,Cotton,Cotton,True,True
798,Cotton,Cotton,Cotton,True,True
799,Cotton,Cotton,Cotton,True,True
800,Maize,Cotton,Cotton,False,False
801,Groundnut,Cotton,Cotton,False,False
802,Maize,Cotton,Cotton,False,False
803,Bajra,Cotton,Cotton,False,False
804,Bajra,Cotton,Bajra,False,True
805,Bajra,Cotton,Cotton,False,False
806,Bajra,Cotton,Bajra,False,True
807,Groundnut,Groundnut,Cotton,True,False
808,Groundnut,Cotton,Cotton,False,False
809,Maize,Cotton,Groundnut,False,False
810,Cotton,Cotton,Cotton,True,True
811,Bajra,Cotton,Cotton,False,False
812,Cotton,Cotton,Cotton,True,True
813,Cotton,Cotton,Cotton,True,True
814,Cotton,Cotton,Cotton,True,True
815,Bajra,Cotton,Cotton,False,False
816,Bajra,Cotton,Bajra,False,True
817,Cotton,Cotton,Cotton,True,True
818,Groundnut,Cotton,Cotton,False,False
819,Bajra,Cotton,Cotton,False,False
820,Groundnut,Cotton,Cotton,False,False
821,Bajra,Bajra,Cotton,True,False
822,Bajra,Cotton,Cotton,False,False
823,Groundnut,Cotton,Cotton,False,False
824,Cotton,Cotton,Cotton,True,True
825,Cotton,Cotton,Cotton,True,True
826,Cotton,Cotton,Bajra,True,False
827,Cotton,Cotton,Cotton,True,True
828,Cotton,Cotton,Cotton,True,True
829,Groundnut,Cotton,Cotton,False,False
830,Cotton,Cotton,Cotton,True,True
831,Bajra,Cotton,Cotton,False,False
832,Cotton,Cotton,Cotton,True,True
833,Cotton,Cotton,Cotton,True,True
834,Cotton,Cotton,Cotton,True,True
835,Maize,Cotton,Cotton,False,False
836,Groundnut,Cotton,Cotton,False,False
837,Bajra,Cotton,Cotton,False,False
838,Bajra,Cotton,Cotton,False,False
839,Cotton,Cotton,Cotton,True,True
840,Cotton,Cotton,Cotton,True,True
841,Cotton,Cotton,Cotton,True,True
842,Cotton,Cotton,Cotton,True,True
843,Bajra,Cotton,Cotton,False,False
844,Groundnut,Groundnut,Groundnut,True,True
845,Cotton,Cotton,Cotton,True,True
846,Bajra,Groundnut,Groundnut,False,False
847,Cotton,Cotton,Cotton,True,True
848,Rice,Groundnut,Groundnut,False,False
849,Groundnut,Groundnut,Groundnut,True,True
850,Cotton,Cotton,Cotton,True,True
851,Bajra,Cotton,Cotton,False,False
852,Rice,Groundnut,Groundnut,False,False
853,Rice,Cotton,Cotton,False,False
854,Groundnut,Cotton,Cotton,False,False
855,Bajra,Cotton,Cotton,False,False
856,Bajra,Cotton,Cotton,False,False
857,Cotton,Cotton,Cotton,True,True
858,Bajra,Cotton,Cotton,False,False
859,Bajra,Cotton,Cotton,False,False
860,Bajra,Cotton,Cotton,False,False
861,Cotton,Cotton,Cotton,True,True
862,Cotton,Cotton,Cotton,True,True
863,Cotton,Cotton,Cotton,True,True
864,Bajra,Cotton,Cotton,False,False
865,Bajra,Cotton,Cotton,False,False
866,Cotton,Cotton,Cotton,True,True
867,Cotton,Cotton,Cotton,True,True
868,Bajra,Cotton,Cotton,False,False
869,Bajra,Cotton,Cotton,False,False
870,Cotton,Cotton,Cotton,True,True
871,Maize,Cotton,Groundnut,False,False
872,Groundnut,Cotton,Cotton,False,False
873,Cotton,Cotton,Cotton,True,True
874,Maize,Cotton,Cotton,False,False
875,Cotton,Cotton,Cotton,True,True
876,Groundnut,Cotton,Cotton,False,False
877,Groundnut,Cotton,Cotton,False,False
878,Cotton,Cotton,Cotton,True,True
879,Bajra,Cotton,Cotton,False,False
880,Bajra,Cotton,Cotton,False,False
881,Groundnut,Cotton,Cotton,False,False
882,Groundnut,Cotton,Cotton,False,False
883,Groundnut,Cotton,Cotton,False,False
884,Cotton,Cotton,Cotton,True,True
885,Groundnut,Groundnut,Cotton,True,False
886,Groundnut,Cotton,Cotton,False,False
887,Bajra,Cotton,Cotton,False,False
888,Bajra,Rice,Cotton,False,False
889,Groundnut,Cotton,Cotton,False,False
890,Bajra,Cotton,Cotton,False,False
891,Bajra,Groundnut,Cotton,False,False
892,Groundnut,Groundnut,Cotton,True,False
893,Cotton,Cotton,Cotton,True,True
894,Bajra,Cotton,Cotton,False,False
895,Cotton,Cotton,Cotton,True,True
896,Bajra,Cotton,Cotton,False,False
897,Cotton,Cotton,Cotton,True,True
898,Cotton,Cotton,Cotton,True,True
899,Cotton,Cotton,Cotton,True,True
900,Maize,Cotton,Cotton,False,False
901,Cotton,Cotton,Cotton,True,True
902,Cotton,Bajra,Cotton,False,True
903,Groundnut,Cotton,Cotton,False,False
904,Rice,Cotton,Cotton,False,False
905,Cotton,Cotton,Cotton,True,True
906,Cotton,Cotton,Cotton,True,True
907,Bajra,Cotton,Cotton,False,False
908,Cotton,Cotton,Cotton,True,True
909,Cotton,Cotton,Cotton,True,True
910,Cotton,Cotton,Cotton,True,True
911,Cotton,Cotton,Cotton,True,True
912,Cotton,Cotton,Cotton,True,True
913,Bajra,Cotton,Cotton,False,False
914,Groundnut,Cotton,Groundnut,False,True
915,Bajra,Cotton,Cotton,False,False
916,Cotton,Cotton,Cotton,True,True
917,Groundnut,Cotton,Cotton,False,False
918,Groundnut,Cotton,Cotton,False,False
919,Cotton,Cotton,Bajra,True,False
920,Cotton,Cotton,Cotton,True,True
921,Bajra,Cotton,Cotton,False,False
922,Cotton,Cotton,Cotton,True,True
923,Bajra,Groundnut,Groundnut,False,False
924,Maize,Cotton,Cotton,False,False
925,Maize,Cotton,Cotton,False,False
926,Cotton,Cotton,Cotton,True,True
927,Groundnut,Cotton,Groundnut,False,True
928,Bajra,Groundnut,Cotton,False,False
929,Cotton,Cotton,Cotton,True,True
930,Groundnut,Cotton,Cotton,False,False
931,Rice,Cotton,Cotton,False,False
932,Cotton,Cotton,Cotton,True,True
933,Cotton,Cotton,Bajra,True,False
934,Cotton,Bajra,Bajra,False,False
935,Rice,Groundnut,Cotton,False,False
936,Maize,Groundnut,Cotton,False,False
937,Cotton,Cotton,Cotton,True,True
938,Bajra,Cotton,Cotton,False,False
939,Cotton,Cotton,Cotton,True,True
940,Groundnut,Cotton,Bajra,False,False
941,Cotton,Cotton,Cotton,True,True
942,Groundnut,Cotton,Cotton,False,False
943,Groundnut,Cotton,Cotton,False,False
944,Cotton,Cotton,Cotton,True,True
945,Cotton,Cotton,Cotton,True,True
946,Cotton,Cotton,Cotton,True,True
947,Groundnut,Cotton,Cotton,False,False
948,Bajra,Cotton,Bajra,False,True
949,Cotton,Cotton,Cotton,True,True
950,Groundnut,Cotton,Groundnut,False,True
951,Bajra,Cotton,Cotton,False,False
952,Bajra,Cotton,Cotton,False,False
953,Bajra,Cotton,Cotton,False,False
954,Groundnut,Cotton,Cotton,False,False
955,Groundnut,Cotton,Groundnut,False,True
956,Groundnut,Groundnut,Groundnut,True,True
957,Cotton,Cotton,Cotton,True,True
958,Bajra,Cotton,Cotton,False,False
959,Cotton,Cotton,Cotton,True,True
960,Groundnut,Cotton,Cotton,False,False
961,Cotton,Cotton,Bajra,True,False
962,Cotton,Cotton,Cotton,True,True
963,Cotton,Cotton,Cotton,True,True
964,Cotton,Cotton,Cotton,True,True
965,Cotton,Cotton,Cotton,True,True
966,Rice,Cotton,Groundnut,False,False
