farm_id,crop_type,p_assigned,entropy,yield_sd,p_Rice,p_Cotton,p_Maize,p_Bajra,p_Groundnut
257,Cotton,0.4457,0.8925662812360623,0.7692311421742835,0.1083,0.4457,0.1442,0.1046,0.1973
258,Groundnut,0.3177,0.9551185948508064,0.8030384503676085,0.1922,0.1836,0.0864,0.2201,0.3177
259,Rice,0.3365,0.9317516967225417,0.581523094780776,0.3365,0.1239,0.0853,0.1822,0.2721
260,Groundnut,0.4302,0.8747488054504715,0.568909487529866,0.2021,0.0995,0.0574,0.2108,0.4302
261,Groundnut,0.3903,0.8705898074046838,0.836495994402315,0.0393,0.2901,0.1608,0.1195,0.3903
262,Groundnut,0.3813,0.9411083116396161,0.7360451866653381,0.1372,0.157,0.1303,0.1942,0.3813
263,Maize,0.6011,0.6821435471349528,0.8326743391209281,0.0195,0.2377,0.6011,0.0606,0.0811
264,Cotton,0.3214,0.9364947026545947,0.6039506279705434,0.1386,0.3214,0.0927,0.1543,0.293
265,Cotton,0.4993,0.8581161767818871,0.7864837423551698,0.1331,0.4993,0.0922,0.1399,0.1356
266,Groundnut,0.2556,0.9917297590231097,0.8826256525572506,0.1526,0.1947,0.1972,0.1999,0.2556
267,Cotton,0.9037,0.24716004760443408,0.4333982292112421,0.0021,0.9037,0.0403,0.0014,0.0525
268,Cotton,0.9443,0.1478873461973562,0.7107777080734464,0.0004,0.9443,0.0492,0.0004,0.0057
269,Cotton,0.3032,0.9553693754987783,0.7751177819604806,0.108,0.3032,0.2218,0.1222,0.2448
270,Maize,0.298,0.9613096466969145,0.742659549468959,0.1122,0.2519,0.298,0.1341,0.2039
271,Groundnut,0.4155,0.8684262821214322,0.7180674963025264,0.0457,0.2716,0.135,0.1321,0.4155
272,Groundnut,0.2982,0.9218273766804457,0.682207833615193,0.2645,0.1013,0.0705,0.2656,0.2982
273,Rice,0.3017,0.9650635193695274,0.6531842875860863,0.3017,0.1242,0.1344,0.1936,0.246
274,Maize,0.5566,0.7058868913550581,1.028104831752336,0.0392,0.2898,0.5566,0.0436,0.0708
275,Cotton,0.449,0.8251397239826296,0.8967974130640513,0.0329,0.449,0.2713,0.0819,0.165
276,Bajra,0.3301,0.891812395926625,0.6106979553564275,0.2304,0.0574,0.0827,0.3301,0.2994
277,Groundnut,0.3623,0.9455555644081017,0.7989144002170829,0.1595,0.1621,0.1068,0.2093,0.3623
278,Cotton,0.3536,0.9232629322163685,0.6792634472186762,0.0914,0.3536,0.1298,0.1423,0.2828
279,Groundnut,0.296,0.9466896879422498,0.6853612288547758,0.2419,0.0915,0.1199,0.2507,0.296
280,Groundnut,0.2423,0.9939711281582675,0.9014941025576314,0.2209,0.1846,0.1637,0.1885,0.2423
281,Groundnut,0.3342,0.8468308684175092,0.5864985985386614,0.3156,0.0644,0.031,0.2547,0.3342
282,Groundnut,0.4607,0.800649759566761,0.5425441787240752,0.2458,0.0699,0.0193,0.2043,0.4607
283,Groundnut,0.2607,0.9676883883075807,0.9962946802431016,0.0967,0.2583,0.1703,0.214,0.2607
284,Groundnut,0.2928,0.9709586076403145,0.8386109939758081,0.2524,0.1532,0.1315,0.1702,0.2928
285,Groundnut,0.3344,0.9601753438484569,0.8666816660785559,0.1793,0.2156,0.1221,0.1486,0.3344
286,Cotton,0.318,0.9322176113532452,0.6949198603277087,0.091,0.318,0.1699,0.121,0.3
287,Cotton,0.8515,0.3020508457187939,1.130675773159731,0.0018,0.8515,0.1304,0.0017,0.0145
288,Cotton,0.4273,0.8452983659052574,1.0324472588502414,0.0465,0.4273,0.2968,0.0971,0.1322
289,Cotton,0.858,0.3425896596823805,0.7146020961714964,0.0078,0.858,0.0811,0.008,0.0451
290,Cotton,0.9744,0.08506077640924706,0.3900212332936325,0.0003,0.9744,0.0175,0.0002,0.0075
291,Cotton,0.3317,0.9175471135986889,0.7931582466065988,0.0504,0.3317,0.2296,0.1419,0.2465
292,Cotton,0.9708,0.09151047353077169,0.37544426027655475,0.0002,0.9708,0.0238,0.0001,0.0051
293,Groundnut,0.2367,0.9940880332393373,1.1399628636723595,0.1863,0.2245,0.1605,0.1919,0.2367
294,Cotton,0.9794,0.0691471855054922,0.37719586576277614,0.0001,0.9794,0.017,0.0001,0.0035
295,Groundnut,0.3394,0.9485479679132531,0.9539970675307493,0.1834,0.2123,0.0872,0.1778,0.3394
296,Cotton,0.5423,0.801360024680117,0.8661867926103122,0.0909,0.5423,0.1119,0.0666,0.1883
297,Groundnut,0.2696,0.9750258364566577,0.8610121669118275,0.2281,0.141,0.1277,0.2336,0.2696
298,Rice,0.3481,0.8352604568656217,0.46496583957700616,0.3481,0.0471,0.0396,0.3331,0.2321
299,Cotton,0.3707,0.9140846606094888,0.8990651734025203,0.1605,0.3707,0.2609,0.0695,0.1385
300,Cotton,0.7474,0.47042439162880295,1.1856467462209408,0.0196,0.7474,0.1942,0.0067,0.0322
301,Rice,0.3407,0.9017039695660574,0.4805584738120338,0.3407,0.0566,0.1045,0.2898,0.2085
302,Bajra,0.282,0.9855271121000428,0.9416056343654685,0.1929,0.1529,0.1709,0.282,0.2013
303,Cotton,0.5091,0.7688423055556384,1.0873891180181083,0.046,0.5091,0.2862,0.054,0.1048
304,Cotton,0.4289,0.8930842757828531,0.7295023130288695,0.141,0.4289,0.1296,0.0779,0.2226
305,Rice,0.2511,0.9878819498494987,0.7005601285664644,0.2511,0.2287,0.16,0.1497,0.2105
306,Cotton,0.4012,0.8032480396291521,0.9024648343467854,0.0149,0.4012,0.3467,0.0858,0.1513
307,Groundnut,0.2557,0.988299283015061,0.9160453279188452,0.1967,0.2295,0.1679,0.1501,0.2557
308,Groundnut,0.4105,0.8495604999043138,0.5047203163710581,0.1056,0.0895,0.0681,0.3263,0.4105
309,Groundnut,0.4645,0.8397111321491598,0.5784932645941699,0.2074,0.1003,0.0372,0.1906,0.4645
310,Rice,0.317,0.9300498650662232,0.53716683942184,0.317,0.096,0.089,0.2477,0.2504
311,Cotton,0.4824,0.7361667240618441,1.1598987027177803,0.0371,0.4824,0.3555,0.0482,0.0768
312,Bajra,0.3127,0.9393887292414294,0.6994838714485476,0.0824,0.1218,0.2372,0.3127,0.2459
313,Cotton,0.2614,0.9870916069051197,0.8001480335525633,0.2299,0.2614,0.1716,0.1472,0.1899
314,Cotton,0.6445,0.5170466275653361,1.3734946922107245,0.013,0.6445,0.3091,0.0061,0.0274
315,Groundnut,0.3301,0.9201547233982958,0.753867529265542,0.2716,0.1827,0.0525,0.1631,0.3301
316,Cotton,0.6741,0.5812149967293204,1.0626570669634274,0.0195,0.6741,0.2248,0.0285,0.0531
317,Groundnut,0.3321,0.9122454681288944,0.643332129779936,0.2305,0.091,0.0731,0.2733,0.3321
318,Maize,0.5621,0.6834260886120558,0.9441248822770413,0.0215,0.2986,0.5621,0.0522,0.0655
319,Cotton,0.4006,0.8434356841803808,0.8364404091530269,0.0469,0.4006,0.3137,0.0671,0.1717
320,Cotton,0.9758,0.08064643833267579,0.39998759649262167,0.0002,0.9758,0.0181,0.0002,0.0058
321,Cotton,0.6238,0.6409345612869083,0.8683106428037122,0.0147,0.6238,0.228,0.0285,0.105
322,Cotton,0.4384,0.8977945464759551,0.7490135880089672,0.143,0.4384,0.1482,0.0855,0.1849
323,Bajra,0.33,0.9278164829168077,0.6525103406243896,0.2033,0.0596,0.1532,0.33,0.2539
324,Maize,0.6654,0.5549134648393595,0.9146196347582652,0.007,0.2544,0.6654,0.0261,0.0471
325,Cotton,0.7942,0.41110152099426067,0.550406481872948,0.0106,0.7942,0.0322,0.0055,0.1576
326,Maize,0.7516,0.5071040054717596,0.6250007533766933,0.0049,0.1455,0.7516,0.0542,0.0438
327,Groundnut,0.4402,0.8083885307472063,0.40372646325340605,0.1984,0.0384,0.0441,0.2789,0.4402
328,Rice,0.3358,0.8638191259575723,0.4584782482238777,0.3358,0.054,0.0522,0.271,0.287
329,Bajra,0.3432,0.9152612292392771,0.6329280088818432,0.1469,0.0813,0.1232,0.3432,0.3055
330,Groundnut,0.5035,0.8253080378490248,0.5443727152018609,0.0888,0.112,0.0704,0.2253,0.5035
331,Groundnut,0.3967,0.8788281041205477,0.5382607193876023,0.1259,0.0863,0.0877,0.3034,0.3967
332,Bajra,0.2582,0.9904257169157511,0.9578318514797403,0.1535,0.183,0.2164,0.2582,0.1888
333,Bajra,0.309,0.9538370036359076,0.7143017537774581,0.1567,0.092,0.1878,0.309,0.2544
334,Cotton,0.4102,0.8126154580988091,0.5402664386494357,0.0958,0.4102,0.0641,0.0627,0.3672
335,Rice,0.4674,0.7335976780054645,0.4986212102816808,0.4674,0.026,0.037,0.3616,0.1081
336,Groundnut,0.2504,0.9942280987292026,0.7287531895848062,0.185,0.1749,0.2092,0.1805,0.2504
337,Groundnut,0.3919,0.8823608730237528,0.7329454507357447,0.0815,0.3022,0.0915,0.1329,0.3919
338,Groundnut,0.3785,0.9332380479856441,0.6730830620209445,0.1757,0.1533,0.0914,0.2011,0.3785
339,Groundnut,0.5328,0.7876740541660326,0.46926910043561143,0.1682,0.0795,0.0362,0.1833,0.5328
340,Rice,0.4769,0.8496813956147288,0.569595130423291,0.4769,0.0931,0.0701,0.1374,0.2224
341,Groundnut,0.2388,0.9947090495038134,0.9179690442175137,0.209,0.204,0.1595,0.1887,0.2388
342,Cotton,0.288,0.9797205146089902,0.7697666885465642,0.2273,0.288,0.1655,0.1422,0.177
343,Groundnut,0.2445,0.9883119157530754,0.9208120704420882,0.2245,0.2221,0.1486,0.1602,0.2445
344,Cotton,0.9781,0.07260445234451285,0.33745333218062035,0.0002,0.9781,0.018,0.0001,0.0036
345,Bajra,0.3734,0.8570102591905323,0.5857945310158524,0.3241,0.0349,0.0992,0.3734,0.1684
346,Bajra,0.3737,0.9177506121525335,0.612024802230068,0.1668,0.0586,0.1987,0.3737,0.2021
347,Groundnut,0.3916,0.909113890682428,0.5431549307514699,0.1511,0.088,0.1146,0.2547,0.3916
348,Bajra,0.3468,0.9171705340629994,0.5949878925362391,0.2219,0.0555,0.137,0.3468,0.2388
349,Rice,0.3093,0.9402325638848856,0.6011779126291453,0.3093,0.1389,0.0949,0.1582,0.2987
350,Groundnut,0.3356,0.9287949384881561,0.7914266224400468,0.0546,0.2105,0.2181,0.1812,0.3356
351,Cotton,0.3484,0.932758789210987,0.6429801830016398,0.1347,0.3484,0.1392,0.1033,0.2744
352,Groundnut,0.4198,0.7830209139439805,0.419726316653062,0.277,0.0458,0.0124,0.245,0.4198
353,Groundnut,0.4023,0.876788125768626,0.6052929143039742,0.1653,0.1124,0.049,0.271,0.4023
354,Bajra,0.3093,0.9361201016296726,0.7473108171657519,0.198,0.1397,0.0734,0.3093,0.2797
355,Groundnut,0.3907,0.8474794722662254,0.7915704528112443,0.1852,0.3101,0.0402,0.0737,0.3907
356,Groundnut,0.4543,0.8778641302875134,0.6745846903306063,0.0734,0.1476,0.1223,0.2024,0.4543
357,Groundnut,0.3703,0.8979126178296007,0.5805247846498152,0.0808,0.1073,0.1371,0.3044,0.3703
358,Groundnut,0.3053,0.9525864848066463,0.7764268877017594,0.0846,0.1995,0.1608,0.2498,0.3053
359,Groundnut,0.6113,0.7052040390600688,0.6758379746513764,0.1026,0.1801,0.0217,0.0844,0.6113
360,Cotton,0.2452,0.9908602529646929,0.7090447886248087,0.1718,0.2452,0.2049,0.1523,0.2258
361,Groundnut,0.3983,0.8559613854174772,0.4639641893876887,0.154,0.0557,0.0775,0.3145,0.3983
362,Groundnut,0.3878,0.8056527580417969,0.3878343815856191,0.1292,0.0426,0.0568,0.3836,0.3878
363,Cotton,0.3749,0.8761465119966755,0.862212902068448,0.034,0.3749,0.2886,0.1311,0.1714
364,Groundnut,0.2747,0.9541841369020202,0.904040347017076,0.0749,0.2491,0.1719,0.2294,0.2747
365,Bajra,0.3403,0.956019373375968,0.7873374244396165,0.1669,0.119,0.1503,0.3403,0.2235
366,Groundnut,0.2989,0.97051426441458,0.8234636532339141,0.1862,0.2266,0.113,0.1753,0.2989
367,Bajra,0.3266,0.9460137294131205,0.7364709206422094,0.1265,0.1415,0.2774,0.3266,0.128
368,Groundnut,0.3361,0.960297430133983,0.8128946471988029,0.1571,0.2066,0.1184,0.1817,0.3361
369,Cotton,0.6325,0.6595554451787313,0.9013452527302781,0.0331,0.6325,0.2169,0.0408,0.0767
370,Cotton,0.6427,0.6850886900014107,0.8915707603845092,0.0674,0.6427,0.167,0.044,0.0789
371,Cotton,0.4229,0.8934417814544446,0.7749518874576835,0.0702,0.4229,0.1607,0.1251,0.2211
372,Cotton,0.4731,0.8677867472649368,0.6840347098121057,0.1021,0.4731,0.1192,0.1008,0.2048
373,Groundnut,0.4011,0.8492020585110173,0.4648960983801394,0.1435,0.0564,0.0751,0.3238,0.4011
374,Groundnut,0.4004,0.9323514935844183,0.7774465633563964,0.1521,0.1718,0.1245,0.1512,0.4004
375,Rice,0.3587,0.9336598738875762,0.5648057640162565,0.3587,0.1166,0.095,0.2105,0.2192
376,Cotton,0.4897,0.8110169539825723,0.7801019320431375,0.0602,0.4897,0.2197,0.0461,0.1843
377,Rice,0.3675,0.9357815720496974,0.5967172943709192,0.3675,0.1529,0.0895,0.1727,0.2174
378,Cotton,0.8355,0.350373386811992,0.5112441845928581,0.0062,0.8355,0.0242,0.0054,0.1288
379,Cotton,0.3585,0.9278596557114944,0.7920013477931783,0.0779,0.3585,0.1485,0.251,0.1641
380,Cotton,0.7657,0.4598828452035927,1.025196519812927,0.0126,0.7657,0.1748,0.021,0.0259
381,Groundnut,0.3718,0.8849127192029722,0.5451906139297178,0.1948,0.0969,0.0521,0.2844,0.3718
382,Cotton,0.3753,0.905193328236156,0.5943722371266348,0.0932,0.3753,0.1174,0.1223,0.2918
383,Cotton,0.2823,0.9587894470412368,0.874526606040928,0.1019,0.2823,0.1533,0.1802,0.2823
384,Cotton,0.2823,0.9587894470412368,0.874526606040928,0.1019,0.2823,0.1533,0.1802,0.2823
385,Cotton,0.2823,0.9587894470412368,0.9154823975084099,0.1019,0.2823,0.1533,0.1802,0.2823
386,Rice,0.993,0.03159559594998996,0.09426917555672833,0.993,0.0018,0.0015,0.0017,0.0019
387,Rice,0.9945,0.024409793331593283,0.059064865548846164,0.9945,0.0003,0.0001,0.0027,0.0024
388,Cotton,0.6084,0.5344532159968522,0.7831104324533609,0.0173,0.6084,0.0111,0.0174,0.3458
389,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
390,Cotton,0.2823,0.9587894470412368,0.9757115026076472,0.1019,0.2823,0.1533,0.1802,0.2823
391,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
392,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
393,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
394,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
395,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
396,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
397,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
398,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
399,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
400,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
401,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
402,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
403,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
404,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
405,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
406,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
407,Cotton,0.2823,0.9587894470412368,0.7492500674345139,0.1019,0.2823,0.1533,0.1802,0.2823
408,Cotton,0.2823,0.9587894470412368,0.6336101856439785,0.1019,0.2823,0.1533,0.1802,0.2823
409,Cotton,0.2823,0.9587894470412368,0.9757115026076472,0.1019,0.2823,0.1533,0.1802,0.2823
410,Cotton,0.8536,0.3413165209728912,0.8922786376698189,0.0915,0.8536,0.0201,0.0,0.0348
411,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
412,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
413,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
414,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
415,Maize,0.491,0.6517128955930435,0.30603510189062244,0.0982,0.0074,0.491,0.3868,0.0166
416,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
417,Cotton,0.2823,0.9587894470412368,0.8504349640012328,0.1019,0.2823,0.1533,0.1802,0.2823
418,Rice,0.987,0.052544327095032366,0.09502338256095237,0.987,0.0018,0.0008,0.0044,0.006
419,Cotton,0.7827,0.47021702655263037,0.6535148461067314,0.0124,0.7827,0.1049,0.0159,0.0841
420,Maize,0.3095,0.8925781479521226,0.43029693320534923,0.032,0.1338,0.3095,0.3076,0.2172
421,Groundnut,0.4668,0.8698605567433603,0.6769677062920421,0.1739,0.1811,0.0838,0.0945,0.4668
422,Bajra,0.3344,0.9398019138592201,0.679634647987119,0.0801,0.1396,0.2198,0.3344,0.2261
423,Maize,0.3816,0.8965863967984017,0.7277281185149208,0.0505,0.2578,0.3816,0.1766,0.1336
424,Groundnut,0.2931,0.9400086091202534,0.7553171457957083,0.1746,0.2136,0.0601,0.2586,0.2931
425,Cotton,0.8405,0.3786863769880366,0.5850555848534474,0.0064,0.8405,0.0651,0.0145,0.0735
426,Groundnut,0.4275,0.8681997522905072,0.7408356661619858,0.0811,0.1809,0.0639,0.2466,0.4275
427,Groundnut,0.3602,0.901560732615951,0.5855514148484114,0.1595,0.0916,0.085,0.3037,0.3602
428,Groundnut,0.3843,0.8095673356187248,0.4177911699686281,0.1769,0.0381,0.0437,0.357,0.3843
429,Cotton,0.6613,0.5706929198881124,0.8443216900864209,0.0052,0.6613,0.232,0.0175,0.0839
430,Cotton,0.5186,0.7709129761450647,0.6127328849379023,0.0388,0.5186,0.0868,0.0839,0.2718
431,Cotton,0.323,0.9435972453464735,0.6978464171885849,0.0747,0.323,0.1987,0.2398,0.1638
432,Bajra,0.4413,0.8191559362684951,0.655251451233019,0.1006,0.1132,0.0347,0.4413,0.3102
433,Groundnut,0.3778,0.8801349580159236,0.5321818699060393,0.2029,0.0746,0.0633,0.2814,0.3778
434,Cotton,0.7732,0.4936905731587981,0.7284839230008887,0.0138,0.7732,0.1112,0.0277,0.0742
435,Bajra,0.3137,0.924384104025364,0.8491482976106919,0.0471,0.1672,0.2461,0.3137,0.2259
436,Cotton,0.3979,0.8720077973701497,0.629538614395359,0.0599,0.3979,0.0982,0.144,0.2999
437,Cotton,0.344,0.8984900073650448,0.7837833582015021,0.0305,0.344,0.2159,0.1646,0.245
438,Cotton,0.3213,0.9169129223632104,0.7284259198978394,0.0384,0.3213,0.185,0.2351,0.2202
439,Maize,0.5592,0.7541484984081896,0.721249412047657,0.0195,0.1898,0.5592,0.0986,0.1328
440,Cotton,0.2849,0.9483231018722316,0.6670123927134692,0.0844,0.2849,0.1422,0.2059,0.2826
441,Groundnut,0.7031,0.6001351416867962,0.47874553032541206,0.0175,0.0956,0.0544,0.1294,0.7031
442,Groundnut,0.3684,0.8860330717923983,0.5213280172582141,0.1342,0.0882,0.0848,0.3244,0.3684
443,Bajra,0.4519,0.7908648741299561,0.5230215637909893,0.1111,0.0593,0.0433,0.4519,0.3344
444,Rice,0.9746,0.08809348003203223,0.1691622427774144,0.9746,0.0141,0.0009,0.0008,0.0096
445,Rice,0.9794,0.07697444489212193,0.18922910428668524,0.9794,0.0113,0.0045,0.0014,0.0034
446,Cotton,0.8898,0.24208860759638443,0.6580144534183255,0.0977,0.8898,0.0114,0.0,0.0011
447,Cotton,0.3429,0.9107994738980869,0.7148550004370781,0.086,0.3429,0.1146,0.1403,0.3162
448,Cotton,0.2823,0.9587894470412368,0.7010667833551242,0.1019,0.2823,0.1533,0.1802,0.2823
449,Cotton,0.2823,0.9587894470412368,0.7010667833551242,0.1019,0.2823,0.1533,0.1802,0.2823
450,Cotton,0.2823,0.9587894470412368,0.7010667833551242,0.1019,0.2823,0.1533,0.1802,0.2823
451,Cotton,0.2823,0.9587894470412368,0.7010667833551242,0.1019,0.2823,0.1533,0.1802,0.2823
452,Rice,0.9857,0.0565629226677265,0.11579781784610688,0.9857,0.0062,0.0009,0.0011,0.0062
453,Cotton,0.7139,0.42567350828003553,0.6759993198827912,0.2633,0.7139,0.0209,0.0001,0.0018
454,Bajra,0.3605,0.8956579841071943,0.5954071783995274,0.0915,0.1102,0.1132,0.3605,0.3246
455,Bajra,0.5974,0.6556914358762723,0.29315243210923997,0.0896,0.023,0.0252,0.5974,0.2648
456,Cotton,0.6585,0.6011988952292981,0.8085070005345509,0.0099,0.6585,0.2088,0.0251,0.0977
457,Cotton,0.4271,0.8606371879466386,0.6586571924178694,0.0477,0.4271,0.1341,0.1187,0.2724
458,Cotton,0.3717,0.902988122610577,0.5990430601321801,0.0951,0.3717,0.0784,0.1765,0.2783
459,Rice,0.5945,0.710062161176691,0.4713099051615325,0.5945,0.0716,0.0305,0.0815,0.2219
460,Groundnut,0.4046,0.8783424075375083,0.6200516796265797,0.0514,0.1346,0.1348,0.2746,0.4046
461,Rice,0.9912,0.037110342115093266,0.09995947726627849,0.9912,0.0006,0.0008,0.0052,0.0022
462,Maize,0.4517,0.7181347431893361,0.43190649421896987,0.1138,0.0172,0.4517,0.3843,0.0328
463,Rice,0.9544,0.13542029731782704,0.17050899594709168,0.9544,0.0136,0.0003,0.0007,0.0309
464,Cotton,0.2823,0.9587894470412368,0.7468409032305443,0.1019,0.2823,0.1533,0.1802,0.2823
465,Cotton,0.2823,0.9587894470412368,0.7010667833551242,0.1019,0.2823,0.1533,0.1802,0.2823
466,Bajra,0.297,0.93577043649518,0.9192251594671181,0.0746,0.2632,0.1221,0.297,0.243
467,Groundnut,0.4786,0.7802151889881147,0.36510510320740147,0.1,0.051,0.0536,0.3168,0.4786
468,Rice,0.99,0.04279947403930584,0.10176247718952999,0.99,0.0026,0.0009,0.0027,0.0038
469,Cotton,0.5966,0.7026081965708239,0.7680578837443159,0.0183,0.5966,0.1742,0.0511,0.1598
470,Cotton,0.377,0.9051523109368114,0.8075942023464385,0.0569,0.377,0.1545,0.258,0.1537
471,Cotton,0.6841,0.5972181343529175,0.9023388323067205,0.0129,0.6841,0.1658,0.0322,0.1051
472,Cotton,0.4364,0.8636266653098659,0.8196130773741086,0.0365,0.4364,0.22,0.1396,0.1675
473,Bajra,0.4288,0.8734501978068895,0.6594418894078053,0.0695,0.1308,0.1077,0.4288,0.2631
474,Cotton,0.7552,0.5091020853170282,0.6010151608170361,0.0205,0.7552,0.0936,0.0119,0.1189
475,Rice,0.3322,0.9424299798099678,0.5029690305794481,0.3322,0.1469,0.0856,0.1838,0.2516
476,Groundnut,0.3929,0.8110764157687155,0.4165929748175674,0.0773,0.0466,0.0998,0.3834,0.3929
477,Bajra,0.4495,0.7311163481532688,0.3135992578217176,0.2662,0.0163,0.0107,0.4495,0.2573
478,Bajra,0.4208,0.8852882405525839,0.5194133653097045,0.0912,0.0925,0.1369,0.4208,0.2586
479,Bajra,0.3841,0.8659092803177771,0.5934569870668394,0.0702,0.122,0.09,0.3841,0.3338
480,Groundnut,0.384,0.8781934650269831,0.6286430710528024,0.0904,0.1906,0.053,0.282,0.384
481,Bajra,0.416,0.9121425177046332,0.657328824266137,0.0952,0.1236,0.1777,0.416,0.1875
482,Cotton,0.7885,0.419242161081579,0.5362071100843401,0.0058,0.7885,0.0354,0.0099,0.1604
483,Maize,0.5029,0.709487843500312,0.6856469141202441,0.008,0.2014,0.5029,0.0215,0.2661
484,Cotton,0.4008,0.9082765450356856,0.7375149056019953,0.0629,0.4008,0.1687,0.201,0.1667
485,Cotton,0.4319,0.8880291089645189,0.711561004485224,0.0648,0.4319,0.1516,0.1385,0.2132
486,Rice,0.9816,0.07047795843570849,0.12564837582612992,0.9816,0.0014,0.0026,0.0062,0.0081
487,Bajra,0.4202,0.8242856670087182,0.4759618910418355,0.0843,0.1095,0.0476,0.4202,0.3385
488,Groundnut,0.482,0.745591046478451,0.33758141176930057,0.0797,0.0378,0.0529,0.3476,0.482
489,Bajra,0.4394,0.790323375651321,0.46062504336574256,0.0696,0.0475,0.0872,0.4394,0.3562
490,Groundnut,0.4418,0.8724723917915381,0.6369084207577181,0.0981,0.1872,0.063,0.2099,0.4418
491,Bajra,0.4093,0.8508747207593149,0.6397060377343194,0.1143,0.0897,0.0632,0.4093,0.3234
492,Cotton,0.483,0.8613610017132645,0.7540060041624524,0.0702,0.483,0.1343,0.1411,0.1715
493,Cotton,0.3281,0.9219616355425024,0.8034799318683441,0.0452,0.3281,0.2139,0.1814,0.2314
494,Cotton,0.3276,0.9145659296671637,0.7160508159663947,0.0573,0.3276,0.1228,0.2108,0.2813
495,Bajra,0.3888,0.9246966415448499,0.7338310294340863,0.1635,0.1604,0.0833,0.3888,0.204
496,Cotton,0.2806,0.9389967790647159,0.6241283182950862,0.0787,0.2806,0.1194,0.2654,0.2559
497,Cotton,0.3395,0.9116763131650082,0.7039459258675729,0.0514,0.3395,0.1861,0.1437,0.2794
498,Bajra,0.3647,0.8955838219810018,0.7289744531741252,0.0681,0.14,0.1182,0.3647,0.309
499,Bajra,0.5452,0.6390410097872533,0.31470148830473116,0.3212,0.0031,0.0164,0.5452,0.1141
500,Groundnut,0.3971,0.8727732684351692,0.8864798208212494,0.0372,0.2665,0.1214,0.1778,0.3971
501,Cotton,0.4402,0.8504820402573396,0.668082546176968,0.0444,0.4402,0.1322,0.1152,0.2679
502,Cotton,0.2501,0.9845270955440149,0.6340681748222251,0.1364,0.2501,0.1613,0.2169,0.2352
503,Bajra,0.294,0.9762266502463015,0.896968643696974,0.1236,0.1964,0.212,0.294,0.1741
504,Cotton,0.5056,0.8337489045042582,0.7202570982059925,0.0711,0.5056,0.1403,0.0892,0.1937
505,Bajra,0.3966,0.9323559213066395,0.808377480701259,0.1327,0.1515,0.1292,0.3966,0.1899
506,Bajra,0.4225,0.9108182926786202,0.732709340367227,0.1297,0.1956,0.1026,0.4225,0.1496
507,Bajra,0.4719,0.8795551657348379,0.7455174884264675,0.1599,0.1314,0.0968,0.4719,0.1401
508,Bajra,0.3599,0.8981808034317158,0.6195785205709765,0.0947,0.1197,0.1042,0.3599,0.3215
509,Bajra,0.4426,0.8643608489779235,0.5685137299074595,0.1712,0.0563,0.0976,0.4426,0.2324
510,Cotton,0.583,0.745531478403516,0.6319648385953829,0.035,0.583,0.1006,0.0953,0.1861
511,Maize,0.4884,0.600397095082699,1.0396335742449345,0.0092,0.4399,0.4884,0.0193,0.0432
512,Cotton,0.3536,0.8976230272751585,0.6926086002890898,0.0376,0.3536,0.2191,0.1389,0.2508
